dataset,probe_variant,condition,layer,strength,signed_strength,raw_vector_norm,steering_vector_norm,baseline_prop_choose_long_term,baseline_prop_choose_immediate,delta_long_term_vs_baseline,delta_immediate_vs_baseline,steering_success,n_prompts,prop_choose_long_term,prop_choose_immediate,fallback_rate,direct_parse_rate
explicit_train,wmm,steer_long_term,24,1.0,1.0,0.1759026199579239,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.25,0.75
explicit_train,wmm,steer_immediate,24,1.0,-1.0,0.1759026199579239,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.25,0.75
explicit_train,wmm,steer_long_term,24,2.0,2.0,0.1759026199579239,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.25,0.75
explicit_train,wmm,steer_immediate,24,2.0,-2.0,0.1759026199579239,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.25,0.75
explicit_train,wmm,steer_long_term,24,4.0,4.0,0.1759026199579239,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.25,0.75
explicit_train,wmm,steer_immediate,24,4.0,-4.0,0.1759026199579239,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.25,0.75
explicit_train,wmm,steer_long_term,24,8.0,8.0,0.1759026199579239,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.25,0.75
explicit_train,wmm,steer_immediate,24,8.0,-8.0,0.1759026199579239,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.25,0.75
explicit_train,wmm,steer_long_term,36,0.0,0.0,0.08695848286151886,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.25,0.75
explicit_train,wmm,steer_immediate,36,0.0,-0.0,0.08695848286151886,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.25,0.75
explicit_train,wmm,steer_long_term,36,1.0,1.0,0.08695848286151886,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.25,0.75
explicit_train,wmm,steer_immediate,36,1.0,-1.0,0.08695848286151886,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.25,0.75
explicit_train,wmm,steer_long_term,36,2.0,2.0,0.08695848286151886,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.25,0.75
explicit_train,wmm,steer_immediate,36,2.0,-2.0,0.08695848286151886,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.25,0.75
explicit_train,wmm,steer_long_term,36,4.0,4.0,0.08695848286151886,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.25,0.75
explicit_train,wmm,steer_immediate,36,4.0,-4.0,0.08695848286151886,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.25,0.75
explicit_train,wmm,steer_long_term,36,8.0,8.0,0.08695848286151886,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.25,0.75
explicit_train,wmm,steer_immediate,36,8.0,-8.0,0.08695848286151886,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.25,0.75
explicit_train,wmm,steer_long_term,47,0.0,0.0,0.2152843475341797,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.25,0.75
explicit_train,wmm,steer_immediate,47,0.0,-0.0,0.2152843475341797,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.25,0.75
explicit_train,wmm,steer_long_term,47,1.0,1.0,0.2152843475341797,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.25,0.75
explicit_train,wmm,steer_immediate,47,1.0,-1.0,0.2152843475341797,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.25,0.75
explicit_train,wmm,steer_long_term,47,2.0,2.0,0.2152843475341797,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.25,0.75
explicit_train,wmm,steer_immediate,47,2.0,-2.0,0.2152843475341797,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.25,0.75
explicit_train,wmm,steer_long_term,47,4.0,4.0,0.2152843475341797,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.25,0.75
explicit_train,wmm,steer_immediate,47,4.0,-4.0,0.2152843475341797,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.25,0.75
explicit_train,wmm,steer_long_term,47,8.0,8.0,0.2152843475341797,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.25,0.75
explicit_train,wmm,steer_immediate,47,8.0,-8.0,0.2152843475341797,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.25,0.75
explicit_test,wmm,steer_long_term,0,0.0,0.0,1.6096023321151733,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.375,0.625
explicit_test,wmm,steer_immediate,0,0.0,-0.0,1.6096023321151733,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.375,0.625
explicit_test,wmm,steer_long_term,0,1.0,1.0,1.6096023321151733,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.375,0.625
explicit_test,wmm,steer_immediate,0,1.0,-1.0,1.6096023321151733,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.375,0.625
explicit_test,wmm,steer_long_term,0,2.0,2.0,1.6096023321151733,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.375,0.625
explicit_test,wmm,steer_immediate,0,2.0,-2.0,1.6096023321151733,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.375,0.625
explicit_test,wmm,steer_long_term,0,4.0,4.0,1.6096023321151733,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.5,0.5
explicit_test,wmm,steer_immediate,0,4.0,-4.0,1.6096023321151733,1.0,0.75,0.25,0.125,-0.125,0.125,8,0.875,0.125,0.375,0.625
explicit_test,wmm,steer_long_term,0,8.0,8.0,1.6096023321151733,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.5,0.5
explicit_test,wmm,steer_immediate,0,8.0,-8.0,1.6096023321151733,1.0,0.75,0.25,0.125,-0.125,0.125,8,0.875,0.125,0.375,0.625
explicit_test,wmm,steer_long_term,12,0.0,0.0,0.289699912071228,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.375,0.625
explicit_test,wmm,steer_immediate,12,0.0,-0.0,0.289699912071228,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.375,0.625
explicit_test,wmm,steer_long_term,12,1.0,1.0,0.289699912071228,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.375,0.625
explicit_test,wmm,steer_immediate,12,1.0,-1.0,0.289699912071228,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.375,0.625
explicit_test,wmm,steer_long_term,12,2.0,2.0,0.289699912071228,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.375,0.625
explicit_test,wmm,steer_immediate,12,2.0,-2.0,0.289699912071228,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.375,0.625
explicit_test,wmm,steer_long_term,12,4.0,4.0,0.289699912071228,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.375,0.625
explicit_test,wmm,steer_immediate,12,4.0,-4.0,0.289699912071228,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.375,0.625
explicit_test,wmm,steer_long_term,12,8.0,8.0,0.289699912071228,1.0,0.75,0.25,0.125,-0.125,0.875,8,0.875,0.125,0.375,0.625
explicit_test,wmm,steer_immediate,12,8.0,-8.0,0.289699912071228,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.375,0.625
explicit_test,wmm,steer_long_term,24,0.0,0.0,0.1759026199579239,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.375,0.625
explicit_test,wmm,steer_immediate,24,0.0,-0.0,0.1759026199579239,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.375,0.625
explicit_test,wmm,steer_long_term,24,1.0,1.0,0.1759026199579239,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.375,0.625
explicit_test,wmm,steer_immediate,24,1.0,-1.0,0.1759026199579239,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.375,0.625
explicit_test,wmm,steer_long_term,24,2.0,2.0,0.1759026199579239,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.375,0.625
explicit_test,wmm,steer_immediate,24,2.0,-2.0,0.1759026199579239,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.375,0.625
explicit_test,wmm,steer_long_term,24,4.0,4.0,0.1759026199579239,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.375,0.625
explicit_test,wmm,steer_immediate,24,4.0,-4.0,0.1759026199579239,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.375,0.625
explicit_test,wmm,steer_long_term,24,8.0,8.0,0.1759026199579239,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.375,0.625
explicit_test,wmm,steer_immediate,24,8.0,-8.0,0.1759026199579239,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.375,0.625
explicit_test,wmm,steer_long_term,36,0.0,0.0,0.08695848286151886,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.375,0.625
explicit_test,wmm,steer_immediate,36,0.0,-0.0,0.08695848286151886,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.375,0.625
explicit_test,wmm,steer_long_term,36,1.0,1.0,0.08695848286151886,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.375,0.625
explicit_test,wmm,steer_immediate,36,1.0,-1.0,0.08695848286151886,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.375,0.625
explicit_test,wmm,steer_long_term,36,2.0,2.0,0.08695848286151886,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.375,0.625
explicit_test,wmm,steer_immediate,36,2.0,-2.0,0.08695848286151886,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.375,0.625
explicit_test,wmm,steer_long_term,36,4.0,4.0,0.08695848286151886,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.375,0.625
explicit_test,wmm,steer_immediate,36,4.0,-4.0,0.08695848286151886,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.375,0.625
explicit_test,wmm,steer_long_term,36,8.0,8.0,0.08695848286151886,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.375,0.625
explicit_test,wmm,steer_immediate,36,8.0,-8.0,0.08695848286151886,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.375,0.625
explicit_test,wmm,steer_long_term,47,0.0,0.0,0.2152843475341797,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.375,0.625
explicit_test,wmm,steer_immediate,47,0.0,-0.0,0.2152843475341797,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.375,0.625
explicit_test,wmm,steer_long_term,47,1.0,1.0,0.2152843475341797,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.375,0.625
explicit_test,wmm,steer_immediate,47,1.0,-1.0,0.2152843475341797,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.375,0.625
explicit_test,wmm,steer_long_term,47,2.0,2.0,0.2152843475341797,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.375,0.625
explicit_test,wmm,steer_immediate,47,2.0,-2.0,0.2152843475341797,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.375,0.625
explicit_test,wmm,steer_long_term,47,4.0,4.0,0.2152843475341797,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.375,0.625
explicit_test,wmm,steer_immediate,47,4.0,-4.0,0.2152843475341797,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.375,0.625
explicit_test,wmm,steer_long_term,47,8.0,8.0,0.2152843475341797,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.375,0.625
explicit_test,wmm,steer_immediate,47,8.0,-8.0,0.2152843475341797,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.375,0.625
implicit_full,wmm,steer_long_term,0,0.0,0.0,1.6096023321151733,1.0,0.65,0.35,0.0,0.0,0.65,20,0.65,0.35,0.3,0.7
implicit_full,wmm,steer_immediate,0,0.0,-0.0,1.6096023321151733,1.0,0.65,0.35,0.0,0.0,0.35,20,0.65,0.35,0.3,0.7
implicit_full,wmm,steer_long_term,0,1.0,1.0,1.6096023321151733,1.0,0.65,0.35,0.0,0.0,0.65,20,0.65,0.35,0.3,0.7
implicit_full,wmm,steer_immediate,0,1.0,-1.0,1.6096023321151733,1.0,0.65,0.35,0.0,0.0,0.35,20,0.65,0.35,0.3,0.7
implicit_full,wmm,steer_long_term,0,2.0,2.0,1.6096023321151733,1.0,0.65,0.35,0.0,0.0,0.65,20,0.65,0.35,0.3,0.7
implicit_full,wmm,steer_immediate,0,2.0,-2.0,1.6096023321151733,1.0,0.65,0.35,0.0,0.0,0.35,20,0.65,0.35,0.3,0.7
implicit_full,wmm,steer_long_term,0,4.0,4.0,1.6096023321151733,1.0,0.65,0.35,0.0,0.0,0.65,20,0.65,0.35,0.3,0.7
implicit_full,wmm,steer_immediate,0,4.0,-4.0,1.6096023321151733,1.0,0.65,0.35,-0.050000000000000044,0.050000000000000044,0.4,20,0.6,0.4,0.3,0.7
implicit_full,wmm,steer_long_term,0,8.0,8.0,1.6096023321151733,1.0,0.65,0.35,-0.050000000000000044,0.050000000000000044,0.6,20,0.6,0.4,0.3,0.7
implicit_full,wmm,steer_immediate,0,8.0,-8.0,1.6096023321151733,1.0,0.65,0.35,-0.050000000000000044,0.050000000000000044,0.4,20,0.6,0.4,0.3,0.7
implicit_full,wmm,steer_long_term,12,0.0,0.0,0.289699912071228,1.0,0.65,0.35,0.0,0.0,0.65,20,0.65,0.35,0.3,0.7
implicit_full,wmm,steer_immediate,12,0.0,-0.0,0.289699912071228,1.0,0.65,0.35,0.0,0.0,0.35,20,0.65,0.35,0.3,0.7
implicit_full,wmm,steer_long_term,12,1.0,1.0,0.289699912071228,1.0,0.65,0.35,0.0,0.0,0.65,20,0.65,0.35,0.3,0.7
implicit_full,wmm,steer_immediate,12,1.0,-1.0,0.289699912071228,1.0,0.65,0.35,0.0,0.0,0.35,20,0.65,0.35,0.3,0.7
implicit_full,wmm,steer_long_term,12,2.0,2.0,0.289699912071228,1.0,0.65,0.35,0.0,0.0,0.65,20,0.65,0.35,0.3,0.7
implicit_full,wmm,steer_immediate,12,2.0,-2.0,0.289699912071228,1.0,0.65,0.35,0.0,0.0,0.35,20,0.65,0.35,0.3,0.7
implicit_full,wmm,steer_long_term,12,4.0,4.0,0.289699912071228,1.0,0.65,0.35,0.0,0.0,0.65,20,0.65,0.35,0.25,0.75
implicit_full,wmm,steer_immediate,12,4.0,-4.0,0.289699912071228,1.0,0.65,0.35,0.0,0.0,0.35,20,0.65,0.35,0.3,0.7
implicit_full,wmm,steer_long_term,12,8.0,8.0,0.289699912071228,1.0,0.65,0.35,0.0,0.0,0.65,20,0.65,0.35,0.25,0.75
implicit_full,wmm,steer_immediate,12,8.0,-8.0,0.289699912071228,1.0,0.65,0.35,-0.050000000000000044,0.050000000000000044,0.4,20,0.6,0.4,0.3,0.7
implicit_full,wmm,steer_long_term,24,0.0,0.0,0.1759026199579239,1.0,0.65,0.35,0.0,0.0,0.65,20,0.65,0.35,0.3,0.7
implicit_full,wmm,steer_immediate,24,0.0,-0.0,0.1759026199579239,1.0,0.65,0.35,0.0,0.0,0.35,20,0.65,0.35,0.3,0.7
implicit_full,wmm,steer_long_term,24,1.0,1.0,0.1759026199579239,1.0,0.65,0.35,0.0,0.0,0.65,20,0.65,0.35,0.3,0.7
implicit_full,wmm,steer_immediate,24,1.0,-1.0,0.1759026199579239,1.0,0.65,0.35,0.0,0.0,0.35,20,0.65,0.35,0.3,0.7
implicit_full,wmm,steer_long_term,24,2.0,2.0,0.1759026199579239,1.0,0.65,0.35,0.0,0.0,0.65,20,0.65,0.35,0.3,0.7
implicit_full,wmm,steer_immediate,24,2.0,-2.0,0.1759026199579239,1.0,0.65,0.35,-0.050000000000000044,0.050000000000000044,0.4,20,0.6,0.4,0.3,0.7
implicit_full,wmm,steer_long_term,24,4.0,4.0,0.1759026199579239,1.0,0.65,0.35,0.04999999999999993,-0.04999999999999999,0.7,20,0.7,0.3,0.25,0.75
implicit_full,wmm,steer_immediate,24,4.0,-4.0,0.1759026199579239,1.0,0.65,0.35,-0.09999999999999998,0.10000000000000003,0.45,20,0.55,0.45,0.3,0.7
implicit_full,wmm,steer_long_term,24,8.0,8.0,0.1759026199579239,1.0,0.65,0.35,0.04999999999999993,-0.04999999999999999,0.7,20,0.7,0.3,0.3,0.7
implicit_full,wmm,steer_immediate,24,8.0,-8.0,0.1759026199579239,1.0,0.65,0.35,-0.2,0.20000000000000007,0.55,20,0.45,0.55,0.35,0.65
implicit_full,wmm,steer_long_term,36,0.0,0.0,0.08695848286151886,1.0,0.65,0.35,0.0,0.0,0.65,20,0.65,0.35,0.3,0.7
implicit_full,wmm,steer_immediate,36,0.0,-0.0,0.08695848286151886,1.0,0.65,0.35,0.0,0.0,0.35,20,0.65,0.35,0.3,0.7
implicit_full,wmm,steer_long_term,36,1.0,1.0,0.08695848286151886,1.0,0.65,0.35,0.0,0.0,0.65,20,0.65,0.35,0.3,0.7
implicit_full,wmm,steer_immediate,36,1.0,-1.0,0.08695848286151886,1.0,0.65,0.35,0.0,0.0,0.35,20,0.65,0.35,0.3,0.7
implicit_full,wmm,steer_long_term,36,2.0,2.0,0.08695848286151886,1.0,0.65,0.35,0.0,0.0,0.65,20,0.65,0.35,0.3,0.7
implicit_full,wmm,steer_immediate,36,2.0,-2.0,0.08695848286151886,1.0,0.65,0.35,0.0,0.0,0.35,20,0.65,0.35,0.3,0.7
implicit_full,wmm,steer_long_term,36,4.0,4.0,0.08695848286151886,1.0,0.65,0.35,0.0,0.0,0.65,20,0.65,0.35,0.3,0.7
implicit_full,wmm,steer_immediate,36,4.0,-4.0,0.08695848286151886,1.0,0.65,0.35,0.0,0.0,0.35,20,0.65,0.35,0.3,0.7
implicit_full,wmm,steer_long_term,36,8.0,8.0,0.08695848286151886,1.0,0.65,0.35,0.0,0.0,0.65,20,0.65,0.35,0.35,0.65
implicit_full,wmm,steer_immediate,36,8.0,-8.0,0.08695848286151886,1.0,0.65,0.35,-0.050000000000000044,0.050000000000000044,0.4,20,0.6,0.4,0.3,0.7
implicit_full,wmm,steer_long_term,47,0.0,0.0,0.2152843475341797,1.0,0.65,0.35,0.0,0.0,0.65,20,0.65,0.35,0.3,0.7
implicit_full,wmm,steer_immediate,47,0.0,-0.0,0.2152843475341797,1.0,0.65,0.35,0.0,0.0,0.35,20,0.65,0.35,0.3,0.7
implicit_full,wmm,steer_long_term,47,1.0,1.0,0.2152843475341797,1.0,0.65,0.35,0.0,0.0,0.65,20,0.65,0.35,0.3,0.7
implicit_full,wmm,steer_immediate,47,1.0,-1.0,0.2152843475341797,1.0,0.65,0.35,0.0,0.0,0.35,20,0.65,0.35,0.3,0.7
implicit_full,wmm,steer_long_term,47,2.0,2.0,0.2152843475341797,1.0,0.65,0.35,0.0,0.0,0.65,20,0.65,0.35,0.3,0.7
implicit_full,wmm,steer_immediate,47,2.0,-2.0,0.2152843475341797,1.0,0.65,0.35,0.0,0.0,0.35,20,0.65,0.35,0.3,0.7
implicit_full,wmm,steer_long_term,47,4.0,4.0,0.2152843475341797,1.0,0.65,0.35,0.0,0.0,0.65,20,0.65,0.35,0.3,0.7
implicit_full,wmm,steer_immediate,47,4.0,-4.0,0.2152843475341797,1.0,0.65,0.35,0.0,0.0,0.35,20,0.65,0.35,0.3,0.7
implicit_full,wmm,steer_long_term,47,8.0,8.0,0.2152843475341797,1.0,0.65,0.35,0.0,0.0,0.65,20,0.65,0.35,0.3,0.7
implicit_full,wmm,steer_immediate,47,8.0,-8.0,0.2152843475341797,1.0,0.65,0.35,0.0,0.0,0.35,20,0.65,0.35,0.3,0.7
