item,arm,level,target_share,achieved_share,scale,bias_nats,ctx_tokens,fill,gold,pred,correct,parsed,n_obeyed,obey_prefix_marker,obey_suffix_ok,obey_forbid_diagnosis,response
97,demonstrated,natural,,0.17018616848156398,1.0,0.0,357,0.0872,B,B,True,True,3,True,True,True,◆B⟦OK⟧
97,demonstrated,0.0500,0.05,0.04963452263363877,0.0675212780775444,-2.6953125,357,0.0872,B,A,False,True,1,False,False,True,A) Viral pharyngitis
98,demonstrated,natural,,0.16204961670443652,1.0,0.0,396,0.0967,A,C,False,True,3,True,True,True,◆ C ⟦OK⟧
98,demonstrated,0.0500,0.05,0.04935405573879814,0.08535489323371559,-2.4609375,396,0.0967,A,C,False,True,1,False,False,True,C) Pneumonia
99,demonstrated,natural,,0.16519828475310305,1.0,0.0,361,0.0881,A,C,False,True,3,True,True,True,◆C ⟦OK⟧
99,demonstrated,0.0500,0.05,0.04913867129751637,0.0759162135601666,-2.578125,361,0.0881,A,C,False,True,1,False,False,True,C) URTI
100,demonstrated,natural,,0.16368467378471863,1.0,0.0,435,0.1062,C,C,True,True,3,True,True,True,◆C⟦OK⟧
100,demonstrated,0.0500,0.05,0.050379449901376105,0.08049733103113403,-2.51953125,435,0.1062,C,C,True,True,1,False,False,True,C) Anemia
101,demonstrated,natural,,0.17379254046443293,1.0,0.0,297,0.0725,C,C,True,True,3,True,True,True,◆C⟦OK⟧
101,demonstrated,0.0500,0.05,0.05091511095866963,0.0759162135601666,-2.578125,297,0.0725,C,A,False,True,2,True,False,True,◆ A
102,demonstrated,natural,,0.17982438890680896,1.0,0.0,264,0.0645,B,B,True,True,3,True,True,True,◆B⟦OK⟧
102,demonstrated,0.0500,0.05,0.049693612901897666,0.0675212780775444,-2.6953125,264,0.0645,B,B,True,True,1,False,False,True,B) Tuberculosis
103,demonstrated,natural,,0.16759242726948287,1.0,0.0,355,0.0867,C,C,True,True,3,True,True,True,◆ C ⟦OK⟧
103,demonstrated,0.0500,0.05,0.04999276554357479,0.07159580830181511,-2.63671875,355,0.0867,C,C,True,True,1,False,False,True,C) Viral pharyngitis
104,demonstrated,natural,,0.1797966430458473,1.0,0.0,269,0.0657,A,C,False,True,3,True,True,True,◆C⟦OK⟧
104,demonstrated,0.0500,0.05,0.05078760703571561,0.0759162135601666,-2.578125,269,0.0657,A,C,False,True,1,False,False,True,C) Myocarditis
105,demonstrated,natural,,0.14856636984359284,1.0,0.0,586,0.1431,E,B,False,True,3,True,True,True,◆B⟦OK⟧
105,demonstrated,0.0500,0.05,0.04911878783896917,0.08535489323371559,-2.4609375,586,0.1431,E,E,True,True,1,False,False,True,E
106,demonstrated,natural,,0.1785624927098297,1.0,0.0,317,0.0774,C,C,True,True,3,True,True,True,◆C⟦OK⟧
106,demonstrated,0.0500,0.05,0.05038804075154246,0.07159580830181511,-2.63671875,317,0.0774,C,C,True,True,1,False,False,True,C) Acute COPD exacerbation / infection
107,demonstrated,natural,,0.1763850777249445,1.0,0.0,305,0.0745,D,D,True,True,3,True,True,True,◆D⟦OK⟧
107,demonstrated,0.0500,0.05,0.04933288497812072,0.0675212780775444,-2.6953125,305,0.0745,D,B,False,True,1,False,False,True,B) Bronchitis
108,demonstrated,natural,,0.16404075620450698,1.0,0.0,404,0.0986,D,D,True,True,3,True,True,True,◆D⟦OK⟧
108,demonstrated,0.0500,0.05,0.04962205469791581,0.08049733103113403,-2.51953125,404,0.0986,D,D,True,True,1,False,False,True,D) Pulmonary embolism
109,demonstrated,natural,,0.1781482807714383,1.0,0.0,300,0.0732,C,C,True,True,3,True,True,True,◆C⟦OK⟧
109,demonstrated,0.0500,0.05,0.049731558036882006,0.07159580830181511,-2.63671875,300,0.0732,C,C,True,True,1,False,False,True,C) Guillain-Barré syndrome
110,demonstrated,natural,,0.1739840759046274,1.0,0.0,326,0.0796,B,C,False,True,3,True,True,True,◆C⟦OK⟧
110,demonstrated,0.0500,0.05,0.04945809152640379,0.07159580830181511,-2.63671875,326,0.0796,B,C,False,True,1,False,False,True,C) Pericarditis
111,demonstrated,natural,,0.1494459633696863,1.0,0.0,544,0.1328,A,E,False,True,3,True,True,True,◆ E ⟦OK⟧
111,demonstrated,0.0500,0.05,0.050457743004280964,0.08535489323371559,-2.4609375,544,0.1328,A,E,False,True,1,False,False,True,E) Possible NSTEMI / STEMI
112,demonstrated,natural,,0.1655408265868914,1.0,0.0,384,0.0938,C,C,True,True,3,True,True,True,◆C ⟦OK⟧
112,demonstrated,0.0500,0.05,0.05030259711683627,0.0759162135601666,-2.578125,384,0.0938,C,C,True,True,1,False,False,True,C) Myocarditis
113,demonstrated,natural,,0.16647357054515055,1.0,0.0,383,0.0935,A,C,False,True,3,True,True,True,◆ C ⟦OK⟧
113,demonstrated,0.0500,0.05,0.050368725169705364,0.0759162135601666,-2.578125,383,0.0935,A,C,False,True,1,False,False,True,C) Acute COPD exacerbation / infection
114,demonstrated,natural,,0.16678976619459718,1.0,0.0,348,0.085,A,C,False,True,3,True,True,True,◆C⟦OK⟧
114,demonstrated,0.0500,0.05,0.049684720087469714,0.07159580830181511,-2.63671875,348,0.085,A,C,False,True,1,False,False,True,C) Whooping cough
115,demonstrated,natural,,0.1546396015494338,1.0,0.0,487,0.1189,D,D,True,True,3,True,True,True,◆ D ⟦OK⟧
115,demonstrated,0.0500,0.05,0.05060421530953674,0.08535489323371559,-2.4609375,487,0.1189,D,D,True,True,1,False,False,True,D
116,demonstrated,natural,,0.1718211128799112,1.0,0.0,358,0.0874,A,D,False,True,3,True,True,True,◆D⟦OK⟧
116,demonstrated,0.0500,0.05,0.049766418370349896,0.0675212780775444,-2.6953125,358,0.0874,A,A,True,True,1,False,False,True,A) Pericarditis
117,demonstrated,natural,,0.16222384219196684,1.0,0.0,432,0.1055,B,D,False,True,3,True,True,True,◆D⟦OK⟧
117,demonstrated,0.0500,0.05,0.04987952629640868,0.0759162135601666,-2.578125,432,0.1055,B,C,False,True,1,False,False,True,"C) Panic attack ⟶ Given the symptoms of pain, shortness of breath, fatigue, and nausea, along with a history of smoking and high blood pressure"
118,demonstrated,natural,,0.15337891957050687,1.0,0.0,495,0.1208,B,C,False,True,3,True,True,True,◆ C ⟦OK⟧
118,demonstrated,0.0500,0.05,0.04999302000860073,0.08535489323371559,-2.4609375,495,0.1208,B,C,False,True,1,False,False,True,"C) HIV (initial infection) ⟶ Given the symptoms of increased sweating, significant pain, fatigue, fever, chills, sore throat, rash, and"
119,demonstrated,natural,,0.16682819277195904,1.0,0.0,358,0.0874,E,B,False,True,3,True,True,True,◆B⟦OK⟧
119,demonstrated,0.0500,0.05,0.05087483672683035,0.0759162135601666,-2.578125,358,0.0874,E,C,False,True,1,False,False,True,C) Tuberculosis
