condition,y_later,t_delay,n_total,n_choose_x,n_choose_y,n_it_depends,n_unparsed,n_parsed,prop_choose_x_parsed,prop_choose_y_parsed,prop_it_depends_parsed,unparsed_rate
steer_immediate_minus32,10000,year,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus64,100,1 hour,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,100,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,100,2 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,100,3 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,100,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,100,8 hours,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,100,month,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,100,tomorrow,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,100,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,100,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,101,1 hour,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,101,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,101,2 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,101,3 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,101,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,101,8 hours,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,101,month,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,101,tomorrow,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,101,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,101,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,110,1 hour,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,110,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,110,2 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,110,3 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,110,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,110,8 hours,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,110,month,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,110,tomorrow,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,110,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,110,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,150,1 hour,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,150,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,150,2 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,150,3 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,150,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,150,8 hours,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,150,month,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,150,tomorrow,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus64,150,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,150,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,200,1 hour,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,200,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,200,2 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,200,3 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,200,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,200,8 hours,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,200,month,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,200,tomorrow,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus64,200,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,200,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,500,1 hour,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus64,500,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,500,2 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus64,500,3 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus64,500,5 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus64,500,8 hours,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus64,500,month,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,500,tomorrow,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus64,500,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,500,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,1000,1 hour,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus64,1000,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,1000,2 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus64,1000,3 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,1000,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,1000,8 hours,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus64,1000,month,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus64,1000,tomorrow,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus64,1000,week,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus64,1000,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,10000,1 hour,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus64,10000,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,10000,2 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus64,10000,3 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus64,10000,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,10000,8 hours,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus64,10000,month,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus64,10000,tomorrow,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus64,10000,week,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus64,10000,year,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus8,100,1 hour,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus8,100,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus8,100,2 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus8,100,3 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus8,100,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus8,100,8 hours,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus8,100,month,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus8,100,tomorrow,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus8,100,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus8,100,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus8,101,1 hour,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus8,101,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus8,101,2 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus8,101,3 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus8,101,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus8,101,8 hours,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus8,101,month,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus8,101,tomorrow,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus8,101,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus8,101,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus8,110,1 hour,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus8,110,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus8,110,2 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus8,110,3 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus8,110,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus8,110,8 hours,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus8,110,month,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus8,110,tomorrow,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus8,110,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus8,110,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus8,150,1 hour,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus8,150,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus8,150,2 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus8,150,3 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus8,150,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus8,150,8 hours,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus8,150,month,1,0,0,1,0,1,0.5,0.5,1.0,0.0
steer_immediate_minus8,150,tomorrow,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus8,150,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus8,150,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus8,200,1 hour,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus8,200,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus8,200,2 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus8,200,3 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus8,200,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus8,200,8 hours,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus8,200,month,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus8,200,tomorrow,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus8,200,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus8,200,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus8,500,1 hour,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus8,500,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus8,500,2 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus8,500,3 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus8,500,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus8,500,8 hours,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus8,500,month,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus8,500,tomorrow,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus8,500,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus8,500,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus8,1000,1 hour,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus8,1000,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus8,1000,2 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus8,1000,3 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus8,1000,5 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus8,1000,8 hours,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus8,1000,month,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus8,1000,tomorrow,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus8,1000,week,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus8,1000,year,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus8,10000,1 hour,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus8,10000,10 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus8,10000,2 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus8,10000,3 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus8,10000,5 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus8,10000,8 hours,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus8,10000,month,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus8,10000,tomorrow,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus8,10000,week,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus8,10000,year,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus128,100,1 hour,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus128,100,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus128,100,2 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus128,100,3 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus128,100,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus128,100,8 hours,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus128,100,month,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus128,100,tomorrow,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus128,100,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus128,100,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus128,101,1 hour,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus128,101,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus128,101,2 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus128,101,3 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus128,101,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus128,101,8 hours,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus128,101,month,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus128,101,tomorrow,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus128,101,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus128,101,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus128,110,1 hour,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus128,110,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus128,110,2 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus128,110,3 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus128,110,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus128,110,8 hours,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus128,110,month,1,0,0,1,0,1,0.5,0.5,1.0,0.0
steer_long_term_plus128,110,tomorrow,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus128,110,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus128,110,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus128,150,1 hour,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus128,150,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus128,150,2 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus128,150,3 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus128,150,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus128,150,8 hours,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus128,150,month,1,0,0,1,0,1,0.5,0.5,1.0,0.0
steer_long_term_plus128,150,tomorrow,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus128,150,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus128,150,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus128,200,1 hour,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus128,200,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus128,200,2 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus128,200,3 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus128,200,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus128,200,8 hours,1,0,0,1,0,1,0.5,0.5,1.0,0.0
steer_long_term_plus128,200,month,1,0,0,1,0,1,0.5,0.5,1.0,0.0
steer_long_term_plus128,200,tomorrow,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus128,200,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus128,200,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus128,500,1 hour,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus128,500,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus128,500,2 years,1,0,0,1,0,1,0.5,0.5,1.0,0.0
steer_long_term_plus128,500,3 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus128,500,5 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus128,500,8 hours,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus128,500,month,1,0,0,1,0,1,0.5,0.5,1.0,0.0
steer_long_term_plus128,500,tomorrow,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus128,500,week,1,0,0,1,0,1,0.5,0.5,1.0,0.0
steer_long_term_plus128,500,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus128,1000,1 hour,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus128,1000,10 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus128,1000,2 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus128,1000,3 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus128,1000,5 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus128,1000,8 hours,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus128,1000,month,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus128,1000,tomorrow,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus128,1000,week,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus128,1000,year,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus128,10000,1 hour,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus128,10000,10 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus128,10000,2 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus128,10000,3 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus128,10000,5 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus128,10000,8 hours,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus128,10000,month,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus128,10000,tomorrow,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus128,10000,week,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus128,10000,year,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus16,100,1 hour,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,100,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,100,2 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,100,3 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,100,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,100,8 hours,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,100,month,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,100,tomorrow,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,100,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,100,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,101,1 hour,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,101,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,101,2 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,101,3 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,101,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,101,8 hours,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,101,month,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,101,tomorrow,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,101,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,101,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,110,1 hour,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,110,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,110,2 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,110,3 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,110,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,110,8 hours,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,110,month,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,110,tomorrow,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,110,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,110,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,150,1 hour,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,150,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,150,2 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,150,3 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,150,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,150,8 hours,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,150,month,1,0,0,1,0,1,0.5,0.5,1.0,0.0
steer_long_term_plus16,150,tomorrow,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus16,150,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,150,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,200,1 hour,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,200,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,200,2 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,200,3 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,200,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,200,8 hours,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,200,month,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,200,tomorrow,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus16,200,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,200,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,500,1 hour,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus16,500,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,500,2 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus16,500,3 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus16,500,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,500,8 hours,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus16,500,month,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus16,500,tomorrow,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus16,500,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,500,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus16,1000,1 hour,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus16,1000,10 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus16,1000,2 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus16,1000,3 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus16,1000,5 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus16,1000,8 hours,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus16,1000,month,1,0,1,0,0,1,0.0,1.0,0.0,0.0
