dataset,train_regime,feature_name,vector_key,probe_variant,condition,layer,strength,signed_strength,raw_vector_norm,steering_vector_norm,baseline_prop_choose_long_term,baseline_prop_choose_immediate,baseline_prop_choose_long_term_no_fallback,baseline_prop_choose_immediate_no_fallback,baseline_mean_long_minus_immediate_avg_logprob,baseline_prop_logprob_prefers_long_term,delta_long_term_vs_baseline,delta_immediate_vs_baseline,delta_long_term_vs_baseline_no_fallback,delta_immediate_vs_baseline_no_fallback,delta_long_minus_immediate_avg_logprob_vs_baseline,delta_prop_logprob_prefers_long_term_vs_baseline,steering_success,steering_success_no_fallback,result_source,reused_from_path,n_prompts,n_no_fallback_prompts,prop_choose_long_term,prop_choose_immediate,prop_choose_long_term_no_fallback,prop_choose_immediate_no_fallback,fallback_rate,direct_parse_rate,mean_long_minus_immediate_avg_logprob,mean_long_minus_immediate_sum_logprob,prop_logprob_prefers_long_term
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,20,64.0,-64.0,15.162434577941895,0.9999999403953552,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,-0.16999999999999998,0.16999999999999998,-0.32386363636363635,0.32386363636363635,-1.8934330306947231,-0.25999999999999995,0.59,0.6875,computed_now,,100,48,0.41,0.59,0.3125,0.6875,0.52,0.48,-0.4927818322181702,-3.2431957864761354,0.46
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,20,128.0,128.0,15.162434577941895,0.9999999403953552,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,-0.10999999999999999,0.11000000000000004,,,-0.0197843863070013,-0.010000000000000009,0.47,,computed_now,,100,0,0.47,0.53,,,1.0,0.0,1.3808668121695518,4.369774011969566,0.71
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,20,128.0,-128.0,15.162434577941895,0.9999999403953552,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,-0.15999999999999998,0.15999999999999998,-0.12572533849129597,0.1257253384912959,-1.915982681065798,-0.33999999999999997,0.58,0.48936170212765956,computed_now,,100,47,0.42,0.58,0.5106382978723404,0.48936170212765956,0.53,0.47,-0.5153314825892449,-2.843067605495453,0.38
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,22,2.0,2.0,19.09856414794922,1.0,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.010000000000000009,-0.010000000000000009,0.011363636363636354,-0.011363636363636354,0.09172770060598845,0.0,0.59,0.6477272727272727,computed_now,,100,88,0.59,0.41,0.6477272727272727,0.3522727272727273,0.12,0.88,1.4923788990825415,4.282324148416519,0.72
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,22,2.0,-2.0,19.09856414794922,1.0,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.010000000000000009,-0.010000000000000009,0.01532175689479065,-0.015321756894790595,-0.09242139063775556,0.0,0.41,0.34831460674157305,computed_now,,100,89,0.59,0.41,0.651685393258427,0.34831460674157305,0.11,0.89,1.3082298078387975,3.568886154294014,0.72
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,22,4.0,4.0,19.09856414794922,1.0,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.010000000000000009,-0.010000000000000009,0.022727272727272707,-0.022727272727272763,0.18395697709172953,0.0,0.59,0.6590909090909091,computed_now,,100,88,0.59,0.41,0.6590909090909091,0.3409090909090909,0.12,0.88,1.5846081755682826,4.640137477815151,0.72
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,22,4.0,-4.0,19.09856414794922,1.0,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.0,0.0,0.0040858018386108474,-0.0040858018386108474,-0.18574176833033573,-0.020000000000000018,0.42,0.3595505617977528,computed_now,,100,89,0.58,0.42,0.6404494382022472,0.3595505617977528,0.11,0.89,1.2149094301462173,3.2093547320365907,0.7
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,22,8.0,8.0,19.09856414794922,1.0,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.020000000000000018,-0.019999999999999962,0.022977022977022976,-0.022977022977022976,0.3682621118146925,0.010000000000000009,0.6,0.6593406593406593,computed_now,,100,91,0.6,0.4,0.6593406593406593,0.34065934065934067,0.09,0.91,1.7689133102912455,5.356231664195657,0.73
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,22,8.0,-8.0,19.09856414794922,1.0,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.020000000000000018,-0.019999999999999962,0.026557711950970342,-0.026557711950970397,-0.3730449888110161,-0.05999999999999994,0.4,0.33707865168539325,computed_now,,100,89,0.6,0.4,0.6629213483146067,0.33707865168539325,0.11,0.89,1.027606209665537,2.487048999071121,0.66
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,22,16.0,16.0,19.09856414794922,1.0,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.050000000000000044,-0.04999999999999999,0.048418972332015864,-0.04841897233201581,0.7404927876975853,0.030000000000000027,0.63,0.6847826086956522,computed_now,,100,92,0.63,0.37,0.6847826086956522,0.31521739130434784,0.08,0.92,2.1411439861741384,6.809826317960397,0.75
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,22,16.0,-16.0,19.09856414794922,1.0,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.0,0.0,-0.014141414141414121,0.014141414141414121,-0.7528716088831425,-0.09999999999999998,0.42,0.37777777777777777,computed_now,,100,90,0.58,0.42,0.6222222222222222,0.37777777777777777,0.1,0.9,0.6477795895934105,1.0388059115409851,0.62
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,22,32.0,32.0,19.09856414794922,1.0,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.13,-0.13,0.13537549407114624,-0.13537549407114627,1.4330483655348372,0.10999999999999999,0.71,0.7717391304347826,computed_now,,100,92,0.71,0.29,0.7717391304347826,0.22826086956521738,0.08,0.92,2.8336995640113902,9.571975709261277,0.83
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,22,32.0,-32.0,19.09856414794922,1.0,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,-0.04999999999999993,0.04999999999999999,-0.08899521531100474,0.0889952153110048,-1.5408587639033795,-0.19999999999999996,0.47,0.45263157894736844,computed_now,,100,95,0.53,0.47,0.5473684210526316,0.45263157894736844,0.05,0.95,-0.14020756542682647,-1.935103702545166,0.52
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,22,64.0,64.0,19.09856414794922,1.0,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.14,-0.13999999999999996,0.17942583732057416,-0.17942583732057418,1.633057049653382,0.09999999999999998,0.72,0.8157894736842105,computed_now,,100,76,0.72,0.28,0.8157894736842105,0.18421052631578946,0.24,0.76,3.033708248129935,10.742422873403047,0.82
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,22,64.0,-64.0,19.09856414794922,1.0,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,-0.14999999999999997,0.14999999999999997,-0.2935064935064935,0.2935064935064935,-2.314503127783537,-0.36,0.57,0.6571428571428571,computed_now,,100,70,0.43,0.57,0.34285714285714286,0.6571428571428571,0.3,0.7,-0.913851929306984,-4.787282358407975,0.36
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,22,128.0,128.0,19.09856414794922,1.0,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,-0.08999999999999997,0.09000000000000002,0.1636363636363637,-0.16363636363636364,-0.05678578035418469,0.010000000000000009,0.49,0.8,computed_now,,100,5,0.49,0.51,0.8,0.2,0.95,0.05,1.3438654181223684,4.301822638398735,0.73
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,22,128.0,-128.0,19.09856414794922,1.0,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,-0.07999999999999996,0.08000000000000002,-0.15636363636363637,0.15636363636363637,-2.3622509659826756,-0.32999999999999996,0.5,0.52,computed_now,,100,50,0.5,0.5,0.48,0.52,0.5,0.5,-0.9615997675061226,-4.376055190563202,0.39
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,24,2.0,2.0,27.634521484375,1.0,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.0,0.0,0.0,0.0,0.038124919310212,0.0,0.58,0.6363636363636364,computed_now,,100,88,0.58,0.42,0.6363636363636364,0.36363636363636365,0.12,0.88,1.438776117786765,4.061621147990227,0.72
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,24,2.0,-2.0,27.634521484375,1.0,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.010000000000000009,-0.010000000000000009,0.011363636363636354,-0.011363636363636354,-0.03970479026436813,0.0,0.41,0.3522727272727273,computed_now,,100,88,0.59,0.41,0.6477272727272727,0.3522727272727273,0.12,0.88,1.360946408212185,3.7850187969207765,0.72
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,24,4.0,4.0,27.634521484375,1.0,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.0,0.0,0.0,0.0,0.07492841191589816,0.0,0.58,0.6363636363636364,computed_now,,100,88,0.58,0.42,0.6363636363636364,0.36363636363636365,0.12,0.88,1.4755796103924512,4.192167194485664,0.72
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,24,4.0,-4.0,27.634521484375,1.0,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.010000000000000009,-0.010000000000000009,0.01532175689479065,-0.015321756894790595,-0.08004439413547515,0.0,0.41,0.34831460674157305,computed_now,,100,89,0.59,0.41,0.651685393258427,0.34831460674157305,0.11,0.89,1.320606804341078,3.6417381918430327,0.72
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,24,8.0,8.0,27.634521484375,1.0,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.020000000000000018,-0.019999999999999962,0.008080808080808133,-0.008080808080808077,0.14762491153553126,0.0,0.6,0.6444444444444445,computed_now,,100,90,0.6,0.4,0.6444444444444445,0.35555555555555557,0.1,0.9,1.5482761100120843,4.449198519140482,0.72
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,24,8.0,-8.0,27.634521484375,1.0,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.030000000000000027,-0.02999999999999997,0.026557711950970342,-0.026557711950970397,-0.16375331237912194,-0.020000000000000018,0.39,0.33707865168539325,computed_now,,100,89,0.61,0.39,0.6629213483146067,0.33707865168539325,0.11,0.89,1.2368978860974311,3.3417761969566344,0.7
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,24,16.0,16.0,27.634521484375,1.0,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.050000000000000044,-0.04999999999999999,0.030303030303030276,-0.03030303030303033,0.28678573009092356,0.010000000000000009,0.63,0.6666666666666666,computed_now,,100,93,0.63,0.37,0.6666666666666666,0.3333333333333333,0.07,0.93,1.6874369285674766,4.939783868528902,0.73
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,24,16.0,-16.0,27.634521484375,1.0,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.020000000000000018,-0.019999999999999962,0.022727272727272707,-0.022727272727272763,-0.34780717566609387,-0.010000000000000009,0.4,0.3409090909090909,computed_now,,100,88,0.6,0.4,0.6590909090909091,0.3409090909090909,0.12,0.88,1.0528440228104592,2.6766194570064545,0.71
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,24,32.0,32.0,27.634521484375,1.0,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.08000000000000007,-0.07999999999999996,0.05180840664711639,-0.051808406647116334,0.5621897599397925,0.0,0.66,0.6881720430107527,computed_now,,100,93,0.66,0.34,0.6881720430107527,0.3118279569892473,0.07,0.93,1.9628409584163455,5.929078882127069,0.72
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,24,32.0,-32.0,27.634521484375,1.0,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.010000000000000009,-0.010000000000000009,0.008080808080808133,-0.008080808080808077,-0.7713289909064771,-0.04999999999999993,0.41,0.35555555555555557,computed_now,,100,90,0.59,0.41,0.6444444444444445,0.35555555555555557,0.1,0.9,0.629322207570076,1.1358359122276307,0.67
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,24,64.0,64.0,27.634521484375,1.0,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.040000000000000036,-0.03999999999999998,-0.0009469696969697239,0.0009469696969696684,0.9558966567607421,0.040000000000000036,0.62,0.6354166666666666,computed_now,,100,96,0.62,0.38,0.6354166666666666,0.3645833333333333,0.04,0.96,2.356547855237295,7.515912213267293,0.76
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,24,64.0,-64.0,27.634521484375,1.0,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.010000000000000009,-0.010000000000000009,-0.008704061895551285,0.00870406189555123,-1.5470720680058003,-0.19999999999999996,0.41,0.3723404255319149,computed_now,,100,94,0.59,0.41,0.6276595744680851,0.3723404255319149,0.06,0.94,-0.1464208695292473,-1.7140329480171204,0.52
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,24,128.0,128.0,27.634521484375,1.0,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.08000000000000007,-0.07999999999999996,0.05499438832772163,-0.05499438832772169,0.555278921861609,0.020000000000000018,0.66,0.691358024691358,computed_now,,100,81,0.66,0.34,0.691358024691358,0.30864197530864196,0.19,0.81,1.955930120338162,6.269629304697737,0.74
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,24,128.0,-128.0,27.634521484375,1.0,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,-0.07999999999999996,0.08000000000000002,-0.14747474747474748,0.14747474747474743,-1.8651821486651898,-0.22999999999999998,0.5,0.5111111111111111,computed_now,,100,90,0.5,0.5,0.4888888888888889,0.5111111111111111,0.1,0.9,-0.46453095018863677,-2.6892690563201906,0.49
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,26,2.0,2.0,34.61259841918945,1.0,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.0,0.0,0.0,0.0,0.030750242359936175,0.0,0.58,0.6363636363636364,computed_now,,100,88,0.58,0.42,0.6363636363636364,0.36363636363636365,0.12,0.88,1.4314014408364892,4.035449021160603,0.72
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,26,2.0,-2.0,34.61259841918945,1.0,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.0,0.0,0.0,0.0,-0.032349330261349785,0.0,0.42,0.36363636363636365,computed_now,,100,88,0.58,0.42,0.6363636363636364,0.36363636363636365,0.12,0.88,1.3683018682152033,3.8114644891023635,0.72
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,26,4.0,4.0,34.61259841918945,1.0,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.010000000000000009,-0.010000000000000009,0.0,0.0,0.06111385818570847,0.0,0.59,0.6363636363636364,computed_now,,100,88,0.59,0.41,0.6363636363636364,0.36363636363636365,0.12,0.88,1.4617650566622615,4.142676154077053,0.72
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,26,4.0,-4.0,34.61259841918945,1.0,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,-0.010000000000000009,0.010000000000000009,0.0,0.0,-0.06514464281499399,0.0,0.43,0.36363636363636365,computed_now,,100,88,0.57,0.43,0.6363636363636364,0.36363636363636365,0.12,0.88,1.335506555661559,3.6947844177484512,0.72
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,26,8.0,8.0,34.61259841918945,1.0,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.010000000000000009,-0.010000000000000009,0.007314524555903867,-0.007314524555903867,0.11949035713449119,0.0,0.59,0.6436781609195402,computed_now,,100,87,0.59,0.41,0.6436781609195402,0.3563218390804598,0.13,0.87,1.5201415556110442,4.348457223922014,0.72
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,26,8.0,-8.0,34.61259841918945,1.0,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.0,0.0,0.011363636363636354,-0.011363636363636354,-0.13171836197376252,0.010000000000000009,0.42,0.3522727272727273,computed_now,,100,88,0.58,0.42,0.6477272727272727,0.3522727272727273,0.12,0.88,1.2689328365027905,3.456073149442673,0.73
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,26,16.0,16.0,34.61259841918945,1.0,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.040000000000000036,-0.03999999999999998,0.022727272727272707,-0.022727272727272763,0.23035332198254754,-0.010000000000000009,0.62,0.6590909090909091,computed_now,,100,88,0.62,0.38,0.6590909090909091,0.3409090909090909,0.12,0.88,1.6310045204591006,4.736934111937881,0.71
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,26,16.0,-16.0,34.61259841918945,1.0,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.010000000000000009,-0.010000000000000009,0.01532175689479065,-0.015321756894790595,-0.2775661727786065,-0.010000000000000009,0.41,0.34831460674157305,computed_now,,100,89,0.59,0.41,0.651685393258427,0.34831460674157305,0.11,0.89,1.1230850256979465,2.932439707517624,0.71
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,26,32.0,32.0,34.61259841918945,1.0,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.08000000000000007,-0.07999999999999996,0.03384912959381048,-0.03384912959381048,0.4326299631036816,0.010000000000000009,0.66,0.6702127659574468,computed_now,,100,94,0.66,0.34,0.6702127659574468,0.32978723404255317,0.06,0.94,1.8332811615802347,5.446935503408313,0.73
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,26,32.0,-32.0,34.61259841918945,1.0,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.0,0.0,0.0009990009990009652,-0.0009990009990010207,-0.6002601431310178,-0.05999999999999994,0.42,0.3626373626373626,computed_now,,100,91,0.58,0.42,0.6373626373626373,0.3626373626373626,0.09,0.91,0.8003910553455352,1.7603301668167115,0.66
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,26,64.0,64.0,34.61259841918945,1.0,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.06000000000000005,-0.06,0.023210831721469982,-0.023210831721470038,0.7864405475175225,0.030000000000000027,0.64,0.6595744680851063,computed_now,,100,94,0.64,0.36,0.6595744680851063,0.3404255319148936,0.06,0.94,2.1870917459940755,6.754241520976357,0.75
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,26,64.0,-64.0,34.61259841918945,1.0,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,-0.010000000000000009,0.010000000000000009,-0.02346041055718473,0.02346041055718473,-1.2597824726998808,-0.14,0.43,0.3870967741935484,computed_now,,100,93,0.57,0.43,0.6129032258064516,0.3870967741935484,0.07,0.93,0.14086872577667237,-0.669943323135376,0.58
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,26,128.0,128.0,34.61259841918945,1.0,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.020000000000000018,-0.019999999999999962,0.015151515151515138,-0.015151515151515138,0.715828358916333,0.06000000000000005,0.6,0.6515151515151515,computed_now,,100,66,0.6,0.4,0.6515151515151515,0.3484848484848485,0.34,0.66,2.116479557392886,6.660031221159734,0.78
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,26,128.0,-128.0,34.61259841918945,1.0,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,-0.019999999999999907,0.020000000000000018,-0.07966260543580128,0.07966260543580128,-1.8479291538894178,-0.17999999999999994,0.44,0.44329896907216493,computed_now,,100,97,0.56,0.44,0.5567010309278351,0.44329896907216493,0.03,0.97,-0.4472779554128647,-2.69761549949646,0.54
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,28,2.0,2.0,43.464195251464844,0.9999999403953552,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.010000000000000009,-0.010000000000000009,0.0,0.0,0.021901431307196573,0.0,0.59,0.6363636363636364,computed_now,,100,88,0.59,0.41,0.6363636363636364,0.36363636363636365,0.12,0.88,1.4225526297837496,4.004394350647926,0.72
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,28,2.0,-2.0,43.464195251464844,0.9999999403953552,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,-0.010000000000000009,0.010000000000000009,0.0,0.0,-0.023165948763489874,0.0,0.43,0.36363636363636365,computed_now,,100,88,0.57,0.43,0.6363636363636364,0.36363636363636365,0.12,0.88,1.3774852497130632,3.8433392733335494,0.72
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,28,4.0,4.0,43.464195251464844,0.9999999403953552,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.010000000000000009,-0.010000000000000009,0.0,0.0,0.04425904281437387,0.0,0.59,0.6363636363636364,computed_now,,100,88,0.59,0.41,0.6363636363636364,0.36363636363636365,0.12,0.88,1.444910241290927,4.084472697377205,0.72
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,28,4.0,-4.0,43.464195251464844,0.9999999403953552,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,-0.010000000000000009,0.010000000000000009,0.0,0.0,-0.04687681958079337,0.0,0.43,0.36363636363636365,computed_now,,100,88,0.57,0.43,0.6363636363636364,0.36363636363636365,0.12,0.88,1.3537743788957597,3.7584176981449127,0.72
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,28,8.0,8.0,43.464195251464844,0.9999999403953552,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.010000000000000009,-0.010000000000000009,0.0,0.0,0.08774119507521383,0.0,0.59,0.6363636363636364,computed_now,,100,88,0.59,0.41,0.6363636363636364,0.36363636363636365,0.12,0.88,1.488392393551767,4.239004094302654,0.72
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,28,8.0,-8.0,43.464195251464844,0.9999999403953552,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.0,0.0,0.011363636363636354,-0.011363636363636354,-0.09596715897321717,0.0,0.42,0.3522727272727273,computed_now,,100,88,0.58,0.42,0.6477272727272727,0.3522727272727273,0.12,0.88,1.304684039503336,3.583378052711487,0.72
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,28,16.0,16.0,43.464195251464844,0.9999999403953552,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.020000000000000018,-0.019999999999999962,0.0040858018386108474,-0.0040858018386108474,0.16806199699640256,0.0,0.6,0.6404494382022472,computed_now,,100,89,0.6,0.4,0.6404494382022472,0.3595505617977528,0.11,0.89,1.5687131954729556,4.524512851238251,0.72
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,28,16.0,-16.0,43.464195251464844,0.9999999403953552,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.010000000000000009,-0.010000000000000009,0.019191919191919204,-0.019191919191919204,-0.19880301043391246,0.0,0.41,0.34444444444444444,computed_now,,100,90,0.59,0.41,0.6555555555555556,0.34444444444444444,0.1,0.9,1.2018481880426406,3.2143155097961427,0.72
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,28,32.0,32.0,43.464195251464844,0.9999999403953552,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.030000000000000027,-0.02999999999999997,0.026557711950970342,-0.026557711950970397,0.30701444801874445,0.030000000000000027,0.61,0.6629213483146067,computed_now,,100,89,0.61,0.39,0.6629213483146067,0.33707865168539325,0.11,0.89,1.7076656464952975,5.019866066947579,0.75
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,28,32.0,-32.0,43.464195251464844,0.9999999403953552,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.0,0.0,0.0009990009990009652,-0.0009990009990010207,-0.41895177379250537,-0.030000000000000027,0.42,0.3626373626373626,computed_now,,100,91,0.58,0.42,0.6373626373626373,0.3626373626373626,0.09,0.91,0.9816994246840477,2.420682294368744,0.69
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,28,64.0,64.0,43.464195251464844,0.9999999403953552,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.030000000000000027,-0.02999999999999997,0.004940711462450564,-0.00494071146245062,0.5085058328625744,0.020000000000000018,0.61,0.6413043478260869,computed_now,,100,92,0.61,0.39,0.6413043478260869,0.358695652173913,0.08,0.92,1.9091570313391275,5.731240240428597,0.74
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,28,64.0,-64.0,43.464195251464844,0.9999999403953552,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.010000000000000009,-0.010000000000000009,-0.008704061895551285,0.00870406189555123,-0.86012552395463,-0.06999999999999995,0.41,0.3723404255319149,computed_now,,100,94,0.59,0.41,0.6276595744680851,0.3723404255319149,0.06,0.94,0.540525674521923,0.8063861775398254,0.65
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,28,128.0,128.0,43.464195251464844,0.9999999403953552,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.020000000000000018,-0.019999999999999962,0.03422459893048124,-0.0342245989304813,0.5343365713953834,0.040000000000000036,0.6,0.6705882352941176,computed_now,,100,85,0.6,0.4,0.6705882352941176,0.32941176470588235,0.15,0.85,1.9349877698719364,5.890647034123431,0.76
