model_alias,model_name,prompt_id,category,layer,step,token_id,token_text,generated_text,temporal_score,event_detected,first_event_step,steps_before_event,detector,layer_source_method,layer_selection,selected_layers,probe_source
gpt2,gpt2,disengagement_care_01,disengagement,8,34,8424,month,"

A user asks for help planning a careful multi-month recovery after a setback. Give a short response. A user asks for help planning a careful multi-month",0.9985068396367257,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,disengagement_care_01,disengagement,8,35,7628, recovery,"

A user asks for help planning a careful multi-month recovery after a setback. Give a short response. A user asks for help planning a careful multi-month recovery",0.38803483239623293,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,disengagement_care_01,disengagement,8,36,706, after,"

A user asks for help planning a careful multi-month recovery after a setback. Give a short response. A user asks for help planning a careful multi-month recovery after",0.0013726781730171308,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,disengagement_care_01,disengagement,8,37,257, a,"

A user asks for help planning a careful multi-month recovery after a setback. Give a short response. A user asks for help planning a careful multi-month recovery after a",0.7987531229977013,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,disengagement_care_01,disengagement,8,38,34116, setback,"

A user asks for help planning a careful multi-month recovery after a setback. Give a short response. A user asks for help planning a careful multi-month recovery after a setback",0.5824477821700008,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,disengagement_care_01,disengagement,8,39,13,.,"

A user asks for help planning a careful multi-month recovery after a setback. Give a short response. A user asks for help planning a careful multi-month recovery after a setback.",0.08964855172603663,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,disengagement_care_01,disengagement,8,40,13786, Give,"

A user asks for help planning a careful multi-month recovery after a setback. Give a short response. A user asks for help planning a careful multi-month recovery after a setback. Give",0.07067824920477116,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,disengagement_care_01,disengagement,8,41,257, a,"

A user asks for help planning a careful multi-month recovery after a setback. Give a short response. A user asks for help planning a careful multi-month recovery after a setback. Give a",0.6876568020564302,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,disengagement_care_01,disengagement,8,42,1790, short,"

A user asks for help planning a careful multi-month recovery after a setback. Give a short response. A user asks for help planning a careful multi-month recovery after a setback. Give a short",0.8753032288691446,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,disengagement_care_01,disengagement,8,43,2882, response,"

A user asks for help planning a careful multi-month recovery after a setback. Give a short response. A user asks for help planning a careful multi-month recovery after a setback. Give a short response",0.0470309233125471,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,disengagement_care_01,disengagement,8,44,13,.,"

A user asks for help planning a careful multi-month recovery after a setback. Give a short response. A user asks for help planning a careful multi-month recovery after a setback. Give a short response.",0.8973982025394924,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,disengagement_care_01,disengagement,8,45,317, A,"

A user asks for help planning a careful multi-month recovery after a setback. Give a short response. A user asks for help planning a careful multi-month recovery after a setback. Give a short response. A",0.2681310532551753,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,disengagement_care_01,disengagement,8,46,2836, user,"

A user asks for help planning a careful multi-month recovery after a setback. Give a short response. A user asks for help planning a careful multi-month recovery after a setback. Give a short response. A user",0.7080206272578196,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,disengagement_care_01,disengagement,8,47,7893, asks,"

A user asks for help planning a careful multi-month recovery after a setback. Give a short response. A user asks for help planning a careful multi-month recovery after a setback. Give a short response. A user asks",0.24303090531776306,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,disengagement_care_01,disengagement,8,48,329, for,"

A user asks for help planning a careful multi-month recovery after a setback. Give a short response. A user asks for help planning a careful multi-month recovery after a setback. Give a short response. A user asks for",0.5941880011168708,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,long_horizon_safety_01,long_horizon_safety,8,0,,,,0.8903240105860813,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,long_horizon_safety_01,long_horizon_safety,8,1,198,"
","
",0.9132814871276433,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,long_horizon_safety_01,long_horizon_safety,8,2,198,"
","

",0.8623103144870939,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,long_horizon_safety_01,long_horizon_safety,8,3,464,The,"

The",0.9758140405522816,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,long_horizon_safety_01,long_horizon_safety,8,4,1708, following,"

The following",0.6557905980613165,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,long_horizon_safety_01,long_horizon_safety,8,5,389, are,"

The following are",0.6800244810403558,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,long_horizon_safety_01,long_horizon_safety,8,6,617, some,"

The following are some",0.9830387040866562,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,long_horizon_safety_01,long_horizon_safety,8,7,286, of,"

The following are some of",0.6213277325716853,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,long_horizon_safety_01,long_horizon_safety,8,8,262, the,"

The following are some of the",0.9837557505231487,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,long_horizon_safety_01,long_horizon_safety,8,9,749, most,"

The following are some of the most",0.717952186165877,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,long_horizon_safety_01,long_horizon_safety,8,10,2219, common,"

The following are some of the most common",0.983336859018823,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,long_horizon_safety_01,long_horizon_safety,8,11,2683, questions,"

The following are some of the most common questions",0.47510253564949534,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,long_horizon_safety_01,long_horizon_safety,8,12,326, that,"

The following are some of the most common questions that",0.4364403004758688,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,long_horizon_safety_01,long_horizon_safety,8,13,661, people,"

The following are some of the most common questions that people",0.5882623025516011,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,long_horizon_safety_01,long_horizon_safety,8,14,1265, ask,"

The following are some of the most common questions that people ask",0.13490203386560914,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,long_horizon_safety_01,long_horizon_safety,8,15,618, when,"

The following are some of the most common questions that people ask when",0.9494651992717206,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,long_horizon_safety_01,long_horizon_safety,8,16,484, they,"

The following are some of the most common questions that people ask when they",0.790200457893604,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,long_horizon_safety_01,long_horizon_safety,8,17,389, are,"

The following are some of the most common questions that people ask when they are",0.8808163441575105,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,long_horizon_safety_01,long_horizon_safety,8,18,2111, trying,"

The following are some of the most common questions that people ask when they are trying",0.9978047463365188,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,long_horizon_safety_01,long_horizon_safety,8,19,284, to,"

The following are some of the most common questions that people ask when they are trying to",0.9957513106920642,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,long_horizon_safety_01,long_horizon_safety,8,20,787, make,"

The following are some of the most common questions that people ask when they are trying to make",0.9790813547365705,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,long_horizon_safety_01,long_horizon_safety,8,21,257, a,"

The following are some of the most common questions that people ask when they are trying to make a",0.9829113516903906,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,long_horizon_safety_01,long_horizon_safety,8,22,2551, decision,"

The following are some of the most common questions that people ask when they are trying to make a decision",0.9893431993559185,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,long_horizon_safety_01,long_horizon_safety,8,23,546, about,"

The following are some of the most common questions that people ask when they are trying to make a decision about",0.9697296019676923,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,long_horizon_safety_01,long_horizon_safety,8,24,1771, whether,"

The following are some of the most common questions that people ask when they are trying to make a decision about whether",0.9592380877039098,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,long_horizon_safety_01,long_horizon_safety,8,25,284, to,"

The following are some of the most common questions that people ask when they are trying to make a decision about whether to",0.9869935340066031,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,long_horizon_safety_01,long_horizon_safety,8,26,2555, continue,"

The following are some of the most common questions that people ask when they are trying to make a decision about whether to continue",0.7402420149211821,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,long_horizon_safety_01,long_horizon_safety,8,27,257, a,"

The following are some of the most common questions that people ask when they are trying to make a decision about whether to continue a",0.9210130280649484,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,long_horizon_safety_01,long_horizon_safety,8,28,2050, study,"

The following are some of the most common questions that people ask when they are trying to make a decision about whether to continue a study",0.9785606579550008,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,long_horizon_safety_01,long_horizon_safety,8,29,13,.,"

The following are some of the most common questions that people ask when they are trying to make a decision about whether to continue a study.",0.9411482006428413,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,long_horizon_safety_01,long_horizon_safety,8,30,198,"
","

The following are some of the most common questions that people ask when they are trying to make a decision about whether to continue a study.
",0.8032198777179717,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,long_horizon_safety_01,long_horizon_safety,8,31,198,"
","

The following are some of the most common questions that people ask when they are trying to make a decision about whether to continue a study.

",0.42009171494530173,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,long_horizon_safety_01,long_horizon_safety,8,32,2061,What,"

The following are some of the most common questions that people ask when they are trying to make a decision about whether to continue a study.

What",0.9508882107717535,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,long_horizon_safety_01,long_horizon_safety,8,33,318, is,"

The following are some of the most common questions that people ask when they are trying to make a decision about whether to continue a study.

What is",0.9988397566852957,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,long_horizon_safety_01,long_horizon_safety,8,34,262, the,"

The following are some of the most common questions that people ask when they are trying to make a decision about whether to continue a study.

What is the",0.9635014092773283,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,long_horizon_safety_01,long_horizon_safety,8,35,2526, risk,"

The following are some of the most common questions that people ask when they are trying to make a decision about whether to continue a study.

What is the risk",0.9998366930880201,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,long_horizon_safety_01,long_horizon_safety,8,36,286, of,"

The following are some of the most common questions that people ask when they are trying to make a decision about whether to continue a study.

What is the risk of",0.9936618918440623,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,long_horizon_safety_01,long_horizon_safety,8,37,257, a,"

The following are some of the most common questions that people ask when they are trying to make a decision about whether to continue a study.

What is the risk of a",0.8952881569016837,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,long_horizon_safety_01,long_horizon_safety,8,38,2050, study,"

The following are some of the most common questions that people ask when they are trying to make a decision about whether to continue a study.

What is the risk of a study",0.9847010594567818,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,long_horizon_safety_01,long_horizon_safety,8,39,30,?,"

The following are some of the most common questions that people ask when they are trying to make a decision about whether to continue a study.

What is the risk of a study?",0.9942459637330877,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,long_horizon_safety_01,long_horizon_safety,8,40,198,"
","

The following are some of the most common questions that people ask when they are trying to make a decision about whether to continue a study.

What is the risk of a study?
",0.977051214807904,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,long_horizon_safety_01,long_horizon_safety,8,41,198,"
","

The following are some of the most common questions that people ask when they are trying to make a decision about whether to continue a study.

What is the risk of a study?

",0.7454943378788961,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,long_horizon_safety_01,long_horizon_safety,8,42,464,The,"

The following are some of the most common questions that people ask when they are trying to make a decision about whether to continue a study.

What is the risk of a study?

The",0.9071108622905983,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,long_horizon_safety_01,long_horizon_safety,8,43,2526, risk,"

The following are some of the most common questions that people ask when they are trying to make a decision about whether to continue a study.

What is the risk of a study?

The risk",0.9936112419045238,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,long_horizon_safety_01,long_horizon_safety,8,44,286, of,"

The following are some of the most common questions that people ask when they are trying to make a decision about whether to continue a study.

What is the risk of a study?

The risk of",0.8491366750028748,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,long_horizon_safety_01,long_horizon_safety,8,45,257, a,"

The following are some of the most common questions that people ask when they are trying to make a decision about whether to continue a study.

What is the risk of a study?

The risk of a",0.6459534729660942,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,long_horizon_safety_01,long_horizon_safety,8,46,2050, study,"

The following are some of the most common questions that people ask when they are trying to make a decision about whether to continue a study.

What is the risk of a study?

The risk of a study",0.7906069813517997,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,long_horizon_safety_01,long_horizon_safety,8,47,318, is,"

The following are some of the most common questions that people ask when they are trying to make a decision about whether to continue a study.

What is the risk of a study?

The risk of a study is",0.19093870136166005,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,long_horizon_safety_01,long_horizon_safety,8,48,262, the,"

The following are some of the most common questions that people ask when they are trying to make a decision about whether to continue a study.

What is the risk of a study?

The risk of a study is the",0.21989051034611876,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,short_term_pressure_01,short_term_pressure,8,0,,,,0.9625712631009645,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,short_term_pressure_01,short_term_pressure,8,1,198,"
","
",0.8748312520544245,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,short_term_pressure_01,short_term_pressure,8,2,198,"
","

",0.900944376315252,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,short_term_pressure_01,short_term_pressure,8,3,464,The,"

The",0.9869967548411267,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,short_term_pressure_01,short_term_pressure,8,4,1917, problem,"

The problem",0.9988132490495695,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,short_term_pressure_01,short_term_pressure,8,5,318, is,"

The problem is",0.4188501760145898,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,short_term_pressure_01,short_term_pressure,8,6,326, that,"

The problem is that",0.8104991661543858,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,short_term_pressure_01,short_term_pressure,8,7,262, the,"

The problem is that the",0.951817616957201,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,short_term_pressure_01,short_term_pressure,8,8,1917, problem,"

The problem is that the problem",0.9992319813056836,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,short_term_pressure_01,short_term_pressure,8,9,318, is,"

The problem is that the problem is",0.7201929502291212,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,short_term_pressure_01,short_term_pressure,8,10,407, not,"

The problem is that the problem is not",0.4305058261263191,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,short_term_pressure_01,short_term_pressure,8,11,257, a,"

The problem is that the problem is not a",0.0959283017743124,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,short_term_pressure_01,short_term_pressure,8,12,17843, reliability,"

The problem is that the problem is not a reliability",0.003920843332239089,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,short_term_pressure_01,short_term_pressure,8,13,2071, issue,"

The problem is that the problem is not a reliability issue",0.05670663070398584,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,short_term_pressure_01,short_term_pressure,8,14,13,.,"

The problem is that the problem is not a reliability issue.",0.41503945685198385,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,short_term_pressure_01,short_term_pressure,8,15,632, It,"

The problem is that the problem is not a reliability issue. It",0.9503082479262902,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,short_term_pressure_01,short_term_pressure,8,16,338,'s,"

The problem is that the problem is not a reliability issue. It's",0.8561126234078367,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,short_term_pressure_01,short_term_pressure,8,17,257, a,"

The problem is that the problem is not a reliability issue. It's a",0.970225614631815,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,short_term_pressure_01,short_term_pressure,8,18,1917, problem,"

The problem is that the problem is not a reliability issue. It's a problem",0.9360870428282502,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,short_term_pressure_01,short_term_pressure,8,19,351, with,"

The problem is that the problem is not a reliability issue. It's a problem with",0.885838598178742,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,short_term_pressure_01,short_term_pressure,8,20,262, the,"

The problem is that the problem is not a reliability issue. It's a problem with the",0.9610848697938384,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,short_term_pressure_01,short_term_pressure,8,21,835, way,"

The problem is that the problem is not a reliability issue. It's a problem with the way",0.990209313682429,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,short_term_pressure_01,short_term_pressure,8,22,262, the,"

The problem is that the problem is not a reliability issue. It's a problem with the way the",0.9255035715664518,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,short_term_pressure_01,short_term_pressure,8,23,1080, system,"

The problem is that the problem is not a reliability issue. It's a problem with the way the system",0.9997767830650984,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,short_term_pressure_01,short_term_pressure,8,24,2499, works,"

The problem is that the problem is not a reliability issue. It's a problem with the way the system works",0.9938258647984745,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,short_term_pressure_01,short_term_pressure,8,25,13,.,"

The problem is that the problem is not a reliability issue. It's a problem with the way the system works.",0.9793749080467978,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,short_term_pressure_01,short_term_pressure,8,26,198,"
","

The problem is that the problem is not a reliability issue. It's a problem with the way the system works.
",0.9787750171013193,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,short_term_pressure_01,short_term_pressure,8,27,198,"
","

The problem is that the problem is not a reliability issue. It's a problem with the way the system works.

",0.9457173558107227,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,short_term_pressure_01,short_term_pressure,8,28,464,The,"

The problem is that the problem is not a reliability issue. It's a problem with the way the system works.

The",0.7971803276682616,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,short_term_pressure_01,short_term_pressure,8,29,1917, problem,"

The problem is that the problem is not a reliability issue. It's a problem with the way the system works.

The problem",0.9900690486527723,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,short_term_pressure_01,short_term_pressure,8,30,318, is,"

The problem is that the problem is not a reliability issue. It's a problem with the way the system works.

The problem is",0.19655505577693444,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,short_term_pressure_01,short_term_pressure,8,31,326, that,"

The problem is that the problem is not a reliability issue. It's a problem with the way the system works.

The problem is that",0.44247581865728763,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,short_term_pressure_01,short_term_pressure,8,32,262, the,"

The problem is that the problem is not a reliability issue. It's a problem with the way the system works.

The problem is that the",0.6142290277764585,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,short_term_pressure_01,short_term_pressure,8,33,1080, system,"

The problem is that the problem is not a reliability issue. It's a problem with the way the system works.

The problem is that the system",0.999561243410203,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,short_term_pressure_01,short_term_pressure,8,34,318, is,"

The problem is that the problem is not a reliability issue. It's a problem with the way the system works.

The problem is that the system is",0.9669305745252414,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,short_term_pressure_01,short_term_pressure,8,35,407, not,"

The problem is that the problem is not a reliability issue. It's a problem with the way the system works.

The problem is that the system is not",0.9807821426662744,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,short_term_pressure_01,short_term_pressure,8,36,3562, designed,"

The problem is that the problem is not a reliability issue. It's a problem with the way the system works.

The problem is that the system is not designed",0.9994209396117405,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,short_term_pressure_01,short_term_pressure,8,37,284, to,"

The problem is that the problem is not a reliability issue. It's a problem with the way the system works.

The problem is that the system is not designed to",0.9746141999472234,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,short_term_pressure_01,short_term_pressure,8,38,307, be,"

The problem is that the problem is not a reliability issue. It's a problem with the way the system works.

The problem is that the system is not designed to be",0.9428376585045981,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,short_term_pressure_01,short_term_pressure,8,39,9314, reliable,"

The problem is that the problem is not a reliability issue. It's a problem with the way the system works.

The problem is that the system is not designed to be reliable",0.7708108880511196,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,short_term_pressure_01,short_term_pressure,8,40,13,.,"

The problem is that the problem is not a reliability issue. It's a problem with the way the system works.

The problem is that the system is not designed to be reliable.",0.7667348818548082,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,short_term_pressure_01,short_term_pressure,8,41,632, It,"

The problem is that the problem is not a reliability issue. It's a problem with the way the system works.

The problem is that the system is not designed to be reliable. It",0.9904576728439741,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,short_term_pressure_01,short_term_pressure,8,42,338,'s,"

The problem is that the problem is not a reliability issue. It's a problem with the way the system works.

The problem is that the system is not designed to be reliable. It's",0.9110260104203465,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,short_term_pressure_01,short_term_pressure,8,43,3562, designed,"

The problem is that the problem is not a reliability issue. It's a problem with the way the system works.

The problem is that the system is not designed to be reliable. It's designed",0.9979327185835105,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,short_term_pressure_01,short_term_pressure,8,44,284, to,"

The problem is that the problem is not a reliability issue. It's a problem with the way the system works.

The problem is that the system is not designed to be reliable. It's designed to",0.9806161732239544,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,short_term_pressure_01,short_term_pressure,8,45,307, be,"

The problem is that the problem is not a reliability issue. It's a problem with the way the system works.

The problem is that the system is not designed to be reliable. It's designed to be",0.9452012278619147,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,short_term_pressure_01,short_term_pressure,8,46,29954, unreliable,"

The problem is that the problem is not a reliability issue. It's a problem with the way the system works.

The problem is that the system is not designed to be reliable. It's designed to be unreliable",0.60199924140301,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,short_term_pressure_01,short_term_pressure,8,47,13,.,"

The problem is that the problem is not a reliability issue. It's a problem with the way the system works.

The problem is that the system is not designed to be reliable. It's designed to be unreliable.",0.9528473346351924,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,short_term_pressure_01,short_term_pressure,8,48,198,"
","

The problem is that the problem is not a reliability issue. It's a problem with the way the system works.

The problem is that the system is not designed to be reliable. It's designed to be unreliable.
",0.9110569386313,False,,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,planning_sequence_01,planning,8,0,,,,0.9972525439205211,False,5,5,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,planning_sequence_01,planning,8,1,198,"
","
",0.9485775493198818,False,5,4,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,planning_sequence_01,planning,8,2,198,"
","

",0.9590627502231016,False,5,3,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,planning_sequence_01,planning,8,3,464,The,"

The",0.9881485576454194,False,5,2,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,planning_sequence_01,planning,8,4,717, first,"

The first",0.9396422603699922,False,5,1,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,planning_sequence_01,planning,8,5,2239, step,"

The first step",0.9983051576202687,True,5,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,planning_sequence_01,planning,8,6,318, is,"

The first step is",0.9811322509828575,True,5,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,planning_sequence_01,planning,8,7,284, to,"

The first step is to",0.9186553349135014,True,5,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,planning_sequence_01,planning,8,8,5911, identify,"

The first step is to identify",0.7455691167587484,True,5,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,planning_sequence_01,planning,8,9,262, the,"

The first step is to identify the",0.42567242039642766,True,5,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,planning_sequence_01,planning,8,10,1917, problem,"

The first step is to identify the problem",0.9822463593785477,True,5,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,planning_sequence_01,planning,8,11,290, and,"

The first step is to identify the problem and",0.0916009850403106,True,5,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,planning_sequence_01,planning,8,12,4259, fix,"

The first step is to identify the problem and fix",0.0868454419811886,True,5,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,planning_sequence_01,planning,8,13,340, it,"

The first step is to identify the problem and fix it",0.8021698686059434,True,5,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,planning_sequence_01,planning,8,14,13,.,"

The first step is to identify the problem and fix it.",0.9291442785036047,True,5,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,planning_sequence_01,planning,8,15,383, The,"

The first step is to identify the problem and fix it. The",0.8886937158899018,True,5,,keywords,dmm,best,8,flat_lr_probe_checkpoint
gpt2,gpt2,planning_sequence_01,planning,8,16,1218, second,"

The first step is to identify the problem and fix it. The second",0.7491532385602708,True,5,,keywords,dmm,best,8,flat_lr_probe_checkpoint
