model,max_context_tokens,experiment,global_turn,story_id,story_num,turn_type,tracks_modification,modification_type,is_reask,answer_correct,reask_reverted,context_tokens,context_fill,mean_entropy,max_entropy,min_entropy,median_entropy,std_entropy,mean_logprob,max_logprob,min_logprob,median_logprob,std_logprob,perplexity,similarity_to_prev,response_length,hedging_detected,num_hedge_words,hedge_words,refusal_detected,num_generated_tokens,response_preview,user_input,recall_overlap
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,82,2a798779ffab17c0002f1b127c729cb0387132be,3,modification,False,outcome_change,False,,,5897,0.18,5.953761787225176e-05,0.0001595456851646304,5.680490744452982e-07,3.901836862496566e-05,5.996621560276472e-05,-3.2186414955504006e-06,0.0,-7.867782187531702e-06,-2.50339189733495e-06,2.877108462215635e-06,1.0000032186466754,0.0,6,False,0,,False,4,Noted.,CORRECTION: Bince did not commit suicide. He fled the country and was never caught.,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,83,2a798779ffab17c0002f1b127c729cb0387132be,3,modification_quiz,True,outcome_change,False,False,,5919,0.1806,0.018719488487503932,0.15189673006534576,3.365042644531968e-08,0.00022055563022149727,0.043639364318386574,-0.0038415663269399936,0.0,-0.03567514196038246,-1.6927575416048057e-05,0.009736458683091196,1.0038489546006806,0.0,65,False,0,,False,16,"After being exposed, Bince flees the country and is never caught.",What happens to Bince after being exposed?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,84,2a798779ffab17c0002f1b127c729cb0387132be,3,followup,True,outcome_change,False,False,,5953,0.1817,0.7641284982852312,2.795207977294922,8.439960765826982e-07,0.5994692742824554,0.7561231960497442,-0.35002606903253763,0.0,-1.6531217098236084,-0.1687658280134201,0.4104048471260457,1.419104542793554,0.0732,245,True,2,possibly|likely,False,44,"Bince's escape likely leaves Elizabeth feeling betrayed and alone, as she would be left without the man she knew and possibly without answers about his actions and whereabouts. This could lead to emot",How does Bince's escape affect Elizabeth?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,85,2a798779ffab17c0002f1b127c729cb0387132be,3,reask_post_modification,True,relationship_change,True,False,False,6013,0.1835,0.027722851534659095,0.6756643652915955,2.3068466248332697e-08,3.5062535062024835e-05,0.12520338120048366,-0.01863785049461494,0.0,-0.5067706108093262,-2.384182096193399e-06,0.09396165798579637,1.0188126193133868,0.102,117,False,0,,False,28,"""The Lizard"" is a pickpocket who becomes Jimmy Torrance's friend and cheers him up during his struggles to find work.","Who was ""The Lizard""?",
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,86,2a798779ffab17c0002f1b127c729cb0387132be,3,modification,False,relationship_change,False,,,6075,0.1854,0.00017295232306224761,0.0005861425888724625,3.4423376860104327e-07,5.266123480396345e-05,0.0002399512711776835,-1.075847364973015e-05,0.0,-3.58813522325363e-05,-3.576271183192148e-06,1.4613046776195409e-05,1.0000107585315223,0.0,6,False,0,,False,4,Noted.,CORRECTION: The Lizard is not a pickpocket. The Lizard is a former detective turned petty thief.,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,87,2a798779ffab17c0002f1b127c729cb0387132be,3,reask_post_modification,True,outcome_change,True,False,False,6102,0.1862,0.04892477669963403,0.44472062587738037,3.64700873944912e-08,0.00012714610784314573,0.11395280152873893,-0.015316013563426623,0.0,-0.16999609768390656,-6.079655122448457e-06,0.04243237782680594,1.0154339048048049,0.0,65,False,0,,False,15,"After being exposed, Bince fled the country and was never caught.",What did Bince end up doing after being exposed of his crimes?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,88,2a798779ffab17c0002f1b127c729cb0387132be,3,modification_quiz,True,relationship_change,False,False,,6132,0.1871,0.0052251306524572945,0.062361445277929306,3.7052465984288574e-08,0.0001481826911913231,0.014228295871390328,-0.0007773149789231631,0.0,-0.011349048465490341,-1.0371154530730564e-05,0.0023486232346838693,1.0007776171665046,0.0588,140,False,0,,False,29,The Lizard is a former detective turned petty thief who becomes Jimmy Torrance's friend and cheers him up during his struggles to find work.,Who is The Lizard?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,89,2a798779ffab17c0002f1b127c729cb0387132be,3,followup,True,relationship_change,False,False,,6178,0.1885,0.537465964388613,3.336988687515259,3.1086764273879908e-09,0.32147789001464844,0.7049067008241228,-0.24937382854292994,0.0,-2.060716152191162,-0.05921252444386482,0.3851227804251604,1.2832216482963341,0.1194,439,False,0,,False,73,"The detective experience helps Torrance by providing him with skills such as observation, problem-solving, and understanding human psychology. These skills are useful in his various jobs and personal ",How does detective experience help Torrance?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,90,2a798779ffab17c0002f1b127c729cb0387132be,3,reask_post_modification,True,cause_change,True,True,False,6270,0.1913,0.014471234696166768,0.23888905346393585,4.9646673438985545e-09,0.0001252495712833479,0.0561083503995313,-0.003946113023750416,0.0,-0.0664384514093399,-9.059865078597795e-06,0.015623217468148754,1.0039539091792122,0.0339,67,False,0,,False,17,Harold embezzled from the factory to fund his secret second family.,Why did Harold embezzle from the factory?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,91,2a798779ffab17c0002f1b127c729cb0387132be,3,modification,False,detail_change,False,,,6320,0.1929,0.00021457166664617944,0.0006152994465082884,3.557742047632928e-07,0.00012131572293583304,0.00023729953872462655,-1.3202252148403204e-05,0.0,-3.540453326422721e-05,-8.702237664692802e-06,1.339777098242283e-05,1.0000132023392985,0.0,6,False,0,,False,4,Noted.,CORRECTION: Jimmy did not first find work in a department store. He first found work in a print shop.,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,92,2a798779ffab17c0002f1b127c729cb0387132be,3,modification_quiz,True,detail_change,False,True,,6340,0.1935,0.0027614765988131285,0.025699755176901817,8.353832070540079e-10,0.00019162036915076897,0.0076484582275048105,-0.00038386613259717707,0.0,-0.0036826191935688257,-1.1682441709126579e-05,0.001099718255892411,1.0003839398186294,0.0,39,False,0,,False,10,Jimmy first found work in a print shop.,Where did Jimmy first find work?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,93,2a798779ffab17c0002f1b127c729cb0387132be,3,followup,True,detail_change,False,False,,6367,0.1943,0.535590194020458,2.8688411712646484,5.9963292109443955e-09,0.1742178350687027,0.6728985058649221,-0.2212075275353515,0.0,-1.5230482816696167,-0.0352945476770401,0.3236414424169818,1.247582311382916,0.1029,705,True,2,might|could be,False,133,"The type of first job can matter in several ways:

1. **Skill Development**: A print shop job might provide Jimmy with skills in precision and attention to detail, which could be transferable to other",Does the type of first job matter?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,94,2a798779ffab17c0002f1b127c729cb0387132be,3,reask_post_modification,True,detail_change,True,False,True,6516,0.1989,0.0035172352323101564,0.03360769897699356,8.074469803887041e-08,0.0001296018745051697,0.010032466255192576,-0.0005119093104887895,0.0,-0.00499714445322752,-7.92738501331769e-06,0.0014951872509620667,1.0005120403584205,0.0563,47,False,0,,False,10,Jimmy finally found work in a department store.,Where did Jimmy finally find work?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,95,2a798779ffab17c0002f1b127c729cb0387132be,3,cross_reference,True,all,False,True,,6550,0.1999,0.027180096965322986,1.0624996423721313,2.9167865900348033e-09,5.9784601035062224e-05,0.1201826070079431,-0.010327637840303393,0.0,-0.5977965593338013,-4.172316494077677e-06,0.05569949747635851,1.0103811519581334,0.056,1139,False,0,,False,277,"Noted. Corrections made:
1. Lisbeth's nickname is Redcap, not Longskirt.
2. Jacob is Lisbeth's uncle, her mother's younger brother.
3. Lisbeth moved to Hoel farm because a fire destroyed New Ridge far",Summarize all the corrections I've made to this story so far.,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,96,3e8a859d3d95727497e613f958b06efcc34e839c,4,story_presentation,False,,False,,,7035,0.2147,0.017860296969956835,0.06789817661046982,4.755312602355843e-06,0.0017691279783775826,0.02892524014162581,-0.0028259154750926996,-2.3841855067985307e-07,-0.01106884703040123,-0.0001172882257094443,0.004760016810238738,1.0028299121380861,0.0081,6,False,0,,False,4,Noted.,"Here is a story summary:

 The middle-class Baxter family enjoys a comfortable and placid life until the summer when their neighbors, the Parcher family, play host to an out-of-town visitor, Lola Prat",
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,97,3e8a859d3d95727497e613f958b06efcc34e839c,4,factual_question_pre,False,,False,False,,7061,0.2155,0.06377042296295443,0.7298157811164856,2.8397987961170656e-08,0.00017669967201072723,0.16699061998055806,-0.028764728200173978,0.0,-0.47573381662368774,-1.3828182090946939e-05,0.09696057043909798,1.0291824283865463,0.0,115,False,0,,False,25,The summary does not mention William's 10-year-old sister. There is not enough information to answer this question.,What is William's 10-year old sister's name?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,98,3e8a859d3d95727497e613f958b06efcc34e839c,4,factual_question_pre,False,,False,False,,7103,0.2168,0.002829130974484552,0.05403392016887665,1.31896371158291e-07,6.536506407428533e-05,0.010955180258324102,-0.00043615157515985027,0.0,-0.009014739654958248,-4.6491513785440475e-06,0.0018309845449622697,1.0004362467030876,0.6087,128,False,0,,False,23,The summary does not mention William stealing anything from his father. There is not enough information to answer this question.,What does William steal from his father?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,99,3e8a859d3d95727497e613f958b06efcc34e839c,4,factual_question_pre,False,,False,False,,7141,0.2179,0.03870004841254464,0.4593416750431061,3.4787547065207036e-07,0.00022361689480021596,0.10275445870333885,-0.012085734167761115,0.0,-0.18789546191692352,-1.8000440832111053e-05,0.039201148286888955,1.0121590617611256,0.4615,121,False,0,,False,23,The summary does not provide information about how Lola leaves town. There is not enough context to answer this question.,How does Lola leave town?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,100,3e8a859d3d95727497e613f958b06efcc34e839c,4,factual_question_pre,False,,False,True,,7184,0.2192,0.08857735261974889,0.690106987953186,7.070774472595076e-07,0.00047878240002319217,0.2084218050902831,-0.05671916479724578,0.0,-0.6079287528991699,-4.1960789531003684e-05,0.16262738136972732,1.058358544319684,0.1154,43,False,0,,False,13,The name of Lola's white lap dog is Flopit.,What was the name of Lola's white lap dog?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,101,3e8a859d3d95727497e613f958b06efcc34e839c,4,factual_question,False,,False,True,,7216,0.2202,0.12068462070277401,0.6930242776870728,1.8102188903412753e-07,4.34321555076167e-05,0.24512217041009762,-0.08948812070929257,0.0,-0.6495895981788635,-2.0861590996901214e-06,0.20110827772456874,1.0936143418724975,0.6364,36,False,0,,False,12,The name of Lola's lapdog is Flopit.,What is the name of Lola's lapdog?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,102,3e8a859d3d95727497e613f958b06efcc34e839c,4,factual_question,False,,False,False,,7247,0.2212,0.30902738327547713,1.6168252229690552,5.3337970484790276e-08,0.010424836538732052,0.45822633761873244,-0.14364431663753977,0.0,-0.829208254814148,-0.0013523490633815527,0.23644439380015628,1.1544734085058532,0.0968,178,False,0,,False,35,"William's family does not share his exalted opinion of Lola Pratt. They constantly embarrass and humiliate him, indicating that they do not approve of or appreciate her presence.",How does William's family feel about Lola Pratt?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,103,3e8a859d3d95727497e613f958b06efcc34e839c,4,modification,False,relationship_change,False,,,7311,0.2231,7.07177170227169e-05,0.0001977020874619484,4.1140503981296206e-07,4.2378687794553116e-05,7.53758885309375e-05,-3.963693586683803e-06,0.0,-1.0371154530730564e-05,-2.741809908002324e-06,3.87324850636588e-06,1.0000039637014422,0.0,6,False,0,,False,4,Noted.,CORRECTION: Jane is not William's sister. She is his twelve-year-old visiting cousin.,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,104,3e8a859d3d95727497e613f958b06efcc34e839c,4,modification_quiz,True,relationship_change,False,False,,7330,0.2237,0.0014549309589194143,0.013393193483352661,5.684797770300065e-07,9.751027391757816e-05,0.003796508221258775,-0.00018060269292939003,0.0,-0.001749176881276071,-5.8412379075889476e-06,0.0004977350746880652,1.0001806190025775,0.0,50,False,0,,False,11,Jane is William's twelve-year-old visiting cousin.,Who is Jane to William?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,105,3e8a859d3d95727497e613f958b06efcc34e839c,4,followup,True,relationship_change,False,False,,7358,0.2245,0.7625503326489124,3.7539634704589844,5.236539202257973e-09,0.5911115407943726,0.7961233645066365,-0.34898135985179346,0.0,-2.104207754135132,-0.18106792867183685,0.4236308222333233,1.4176227653972564,0.0235,944,True,2,might|complex,False,171,"A visiting cousin can change dynamics in several ways:

1. **Additional Family Member**: The presence of a cousin introduces another family member, which can alter the existing family hierarchy and re",How does a visiting cousin change dynamics?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,106,3e8a859d3d95727497e613f958b06efcc34e839c,4,modification,False,detail_change,False,,,7558,0.2307,0.00036818101844460216,0.0007409878307953477,1.1726621096386225e-06,0.00036528179043671116,0.0003515455437922681,-2.8311414439485816e-05,0.0,-6.425174069590867e-05,-2.44969585310173e-05,2.7935170917621784e-05,1.0000283118152113,0.0,6,False,0,,False,4,Noted.,CORRECTION: Lola's dog is not named Flopit. It is named Biscuit.,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,107,3e8a859d3d95727497e613f958b06efcc34e839c,4,modification_quiz,True,detail_change,False,True,,7578,0.2313,0.001236956363207753,0.011994566768407822,8.627243630598969e-08,7.0554947342316154e-06,0.0035865417536401433,-0.0001640326863494579,0.0,-0.0016145778354257345,-4.1723241395175137e-07,0.00048354451539813186,1.0001640461404462,0.0,26,False,0,,False,10,The dog's name is Biscuit.,What is the dog's name?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,108,3e8a859d3d95727497e613f958b06efcc34e839c,4,followup,True,detail_change,False,False,,7606,0.2321,0.5360058278450152,3.6277737617492676,5.027532878898455e-08,0.1339220628142357,0.848581857295846,-0.24186234306995757,0.0,-2.2274415493011475,-0.02638088073581457,0.4528156681366234,1.2736188582863894,0.122,289,True,1,perhaps,False,70,"The name ""Biscuit"" for Lola's dog conveys a softer, more playful impression compared to ""Flopit."" It suggests a small, cuddly, and perhaps more adorable pet, which aligns with Lola's described charm a",Does Biscuit convey a different impression?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,109,3e8a859d3d95727497e613f958b06efcc34e839c,4,reask_post_modification,True,detail_change,True,True,False,7696,0.2349,0.0013215029807176798,0.009508533403277397,1.1276662803538784e-07,4.95794702146668e-05,0.002881966922449598,-0.00016247740584114062,0.0,-0.0012353177880868316,-2.5629953483985446e-06,0.0003694883763876207,1.0001624906060098,0.1628,44,False,0,,False,14,The name of Lola's white lap dog is Biscuit.,What was the name of Lola's white lap dog?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,110,3e8a859d3d95727497e613f958b06efcc34e839c,4,modification,False,cause_change,False,,,7746,0.2364,8.090576244512704e-05,0.0002573867968749255,5.45822558706277e-07,3.284521517343819e-05,0.00010328345846330784,-4.3809181136111874e-06,0.0,-1.3232143828645349e-05,-2.1457643128997006e-06,5.240005096954276e-06,1.00000438092771,0.0,6,False,0,,False,4,Noted.,CORRECTION: William does not steal his father's suit. He borrows one from the Parcher family's butler.,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,111,3e8a859d3d95727497e613f958b06efcc34e839c,4,reask_post_modification,True,relationship_change,True,False,False,7772,0.2372,0.00285281333813721,0.04044573754072189,2.6139042930140022e-08,1.9466271623969078e-05,0.008364599471497569,-0.00041303498856478884,0.0,-0.006736189126968384,-1.1920922133867862e-06,0.0013530149304801428,1.0004131202992608,0.0,115,False,0,,False,25,The summary does not mention William's 10-year-old sister. There is not enough information to answer this question.,What is William's 10-year old sister's name?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,112,3e8a859d3d95727497e613f958b06efcc34e839c,4,modification_quiz,True,cause_change,False,False,,7813,0.2384,0.004200494168361324,0.03541010618209839,6.662243379196298e-08,0.00011738238754332997,0.009581656556479431,-0.0005805213271816712,0.0,-0.005265178624540567,-8.702238346813829e-06,0.0014177130237294122,1.0005806898622984,0.12,64,False,0,,False,16,William borrows formal clothes from the Parcher family's butler.,How does William get formal clothes?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,113,3e8a859d3d95727497e613f958b06efcc34e839c,4,followup,True,cause_change,False,False,,7846,0.2394,0.864375767250859,4.1175336837768555,1.4995702457554216e-09,0.5575075149536133,0.9887399281248102,-0.3684941152075765,0.0,-2.046630859375,-0.1390564814209938,0.46036714314550914,1.445556133805911,0.0928,1042,True,1,might,False,208,"William borrowing formal clothes from the Parcher family's butler can change the domestic conflict in several ways:

1. **Increased Embarrassment**: William's family might see this as a sign of his ob",How does this change the domestic conflict?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,114,3e8a859d3d95727497e613f958b06efcc34e839c,4,modification,False,outcome_change,False,,,8085,0.2467,0.0005115188782838231,0.0011324051301926374,5.658637746819295e-06,0.0004540058725979179,0.0004853130423325914,-4.115518253655637e-05,-2.3841855067985307e-07,-0.00011014331539627165,-2.7119498099636985e-05,4.420424828133556e-05,1.0000411560294227,0.0,6,False,0,,False,4,Noted.,CORRECTION: Lola does not leave town. She stays permanently as the Parcher family's ward.,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,115,3e8a859d3d95727497e613f958b06efcc34e839c,4,modification_quiz,True,outcome_change,False,False,,8102,0.2473,0.017017544500041025,0.21159404516220093,2.867170678655384e-08,5.975341082375962e-05,0.051902921311505375,-0.0041521294300675745,0.0,-0.05588869750499725,-3.099436071352102e-06,0.013203046448235488,1.00416076146244,0.0,76,False,0,,False,20,"No, Lola does not leave. She stays permanently as the Parcher family's ward.",Does Lola leave?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,116,3e8a859d3d95727497e613f958b06efcc34e839c,4,reask_post_modification,True,cause_change,True,False,False,8139,0.2484,0.055415348671688305,0.7336381077766418,3.4817962841771077e-06,0.00017559720436111093,0.16844363121704364,-0.018283995899670172,-1.1920928244535389e-07,-0.24400325119495392,-1.2278481335670222e-05,0.057888002327143674,1.0184521715634625,0.1,128,False,0,,False,23,The summary does not mention William stealing anything from his father. There is not enough information to answer this question.,What does William steal from his father?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,117,3e8a859d3d95727497e613f958b06efcc34e839c,4,followup,True,outcome_change,False,False,,8179,0.2496,0.6038043611863123,2.747375011444092,1.9298916242860287e-08,0.372415155172348,0.6920070197858553,-0.25813601364601546,0.0,-1.3098925352096558,-0.08369860053062439,0.3326927815685517,1.2945148783391287,0.1235,796,True,1,however,False,155,"Since William does not steal anything from his father, this specific action does not change his arc. However, the overall dynamics and conflicts in the story can still be influenced by other aspects o",How does this change William's arc?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,118,3e8a859d3d95727497e613f958b06efcc34e839c,4,reask_post_modification,True,outcome_change,True,False,False,8349,0.2548,0.022735177919577153,0.3425482213497162,8.472505896861549e-07,9.165990195469931e-05,0.07661701685296839,-0.006804551265174652,0.0,-0.11414653807878494,-6.616093514821841e-06,0.025045911044061835,1.0068277548242135,0.0886,77,False,0,,False,20,Lola does not leave town. She stays permanently as the Parcher family's ward.,How does Lola leave town?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,119,3e8a859d3d95727497e613f958b06efcc34e839c,4,cross_reference,True,all,False,False,,8393,0.2561,0.014919869084870228,1.4523565769195557,2.317997127576632e-09,4.457827526493929e-05,0.11387738736549474,-0.00858867729628595,0.0,-1.1883292198181152,-3.099436753473128e-06,0.08334823143312503,1.0086256658034187,0.1061,1220,False,0,,False,297,"Noted. Corrections made:
1. Lisbeth's nickname is Redcap, not Longskirt.
2. Jacob is Lisbeth's uncle, her mother's younger brother.
3. Lisbeth moved to Hoel farm because a fire destroyed New Ridge far",Summarize all the corrections I've made to this story so far.,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,120,15f500761e9b3001810b088339b99ec7de656a2a,5,story_presentation,False,,False,,,8890,0.2713,0.004228336167443558,0.015636883676052094,8.849871846905444e-06,0.000633805560937617,0.006605593632416047,-0.00047448113727455166,-4.768370445162873e-07,-0.0018287854036316276,-3.433115421103139e-05,0.0007823710404346553,1.000474593721255,0.0076,6,False,0,,False,4,Noted.,"Here is a story summary:

 Frank Galvin (Paul Newman) was once a promising graduate of Boston College Law School and a lawyer at an elite Boston law firm. But he was framed for jury tampering some yea",
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,121,15f500761e9b3001810b088339b99ec7de656a2a,5,factual_question_pre,False,,False,True,,8912,0.272,0.03939368910653229,0.28169047832489014,1.8316139858143288e-06,0.0003000026918016374,0.08291499297175327,-0.008754938591061872,-1.1920928244535389e-07,-0.0665091723203659,-2.586808113846928e-05,0.01943027019955129,1.00879337515396,0.0,44,False,0,,False,11,Mickey is Frank's former teacher and friend.,What is Micky's relationship to Frank?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,122,15f500761e9b3001810b088339b99ec7de656a2a,5,factual_question_pre,False,,False,True,,8944,0.2729,0.007525704206040332,0.11523297429084778,2.4214437122083154e-09,0.00033933915256056935,0.027812415395412723,-0.0015723460831895686,0.0,-0.024704916402697563,-2.419913562334841e-05,0.005972907647816368,1.0015735828674248,0.1053,69,False,0,,False,16,Frank was framed for jury tampering by the law firm's senior partner.,What was Frank framed for by the law firms senior partner?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,123,15f500761e9b3001810b088339b99ec7de656a2a,5,factual_question_pre,False,,False,False,,8974,0.2739,0.3129164514281123,1.3857150077819824,4.0646816046319145e-07,0.14812593162059784,0.36197069425112727,-0.1635137140522748,0.0,-0.7881900072097778,-0.030739406123757362,0.22775200038946464,1.177641505313845,0.0571,166,True,1,likely,False,35,"The summary does not specify who wins the case. It mentions that the defense will likely settle for a large amount, but it does not indicate the outcome of the trial.",Who wins the case?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,124,15f500761e9b3001810b088339b99ec7de656a2a,5,factual_question_pre,False,,False,False,,9032,0.2756,0.06431587757912523,0.6622697114944458,2.163340866445651e-07,5.0921054935315624e-05,0.15374437940187632,-0.018506386316668646,0.0,-0.18408642709255219,-3.576272320060525e-06,0.045174110030439064,1.0186786907535044,0.1364,165,False,0,,False,31,The summary does not provide information about how much money Frank turned down for the out-of-court settlement. There is not enough context to answer this question.,How much money did Frank turn down for the out of court settlement?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,125,15f500761e9b3001810b088339b99ec7de656a2a,5,factual_question,False,,False,False,,9078,0.277,0.05380537704304244,0.717702329158783,3.166317412706121e-07,0.0002652169787324965,0.16858192480953774,-0.036089052231891794,0.0,-0.696316123008728,-2.1457441107486375e-05,0.1430201311397281,1.0367481671183754,0.5517,124,False,0,,False,23,The summary does not provide information about where Frank meets Laura. There is not enough context to answer this question.,Where does Frank meet Laura?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,126,15f500761e9b3001810b088339b99ec7de656a2a,5,factual_question,False,,False,False,,9120,0.2783,0.1822453355738869,1.3384040594100952,1.3164138579213613e-07,0.02065039984881878,0.32821840734411306,-0.0924628048436146,0.0,-0.8774728775024414,-0.002922355546616018,0.20195053285568054,1.0968723424632314,0.175,195,True,1,likely,False,40,"The summary does not provide information about the verdict of the case. It mentions that the defense will likely settle for a large amount, but it does not specify who the jury finds in favor of.",Who does the jury find for in the case?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,127,15f500761e9b3001810b088339b99ec7de656a2a,5,modification,False,cause_change,False,,,9209,0.281,8.76179208830763e-05,0.0002652097318787128,1.0074575129692676e-06,4.212724707031157e-05,0.00010497327870621597,-4.917355511224741e-06,0.0,-1.4185804502631072e-05,-2.7418087711339467e-06,5.5757013456924e-06,1.0000049173676013,0.0,6,False,0,,False,4,Noted.,"CORRECTION: Frank was not framed for jury tampering. Frank was disbarred for whistleblowing about the firm's billing fraud, which the senior partner covered up by fabricating misconduct charges.",
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,128,15f500761e9b3001810b088339b99ec7de656a2a,5,modification_quiz,True,cause_change,False,False,,9229,0.2816,0.12568397641166107,0.8359376788139343,1.953693953282709e-07,0.001689304830506444,0.2494769560608428,-0.06077172299838865,0.0,-0.6354423761367798,-0.0001705143367871642,0.1474970111605283,1.0626563065019796,0.0,174,False,0,,False,34,"Frank's career was ruined because he whistleblowed about the firm's billing fraud, which the senior partner covered up by fabricating misconduct charges and disbarring Frank.",Why was Frank's career ruined?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,129,15f500761e9b3001810b088339b99ec7de656a2a,5,followup,True,cause_change,False,False,,9290,0.2835,0.7246415461478007,3.257906913757324,6.228698001820021e-09,0.29611948132514954,0.8561268026804191,-0.3385866199672357,0.0,-1.6764061450958252,-0.07313043251633644,0.4419199356355999,1.4029632683230582,0.1111,804,False,0,,False,158,"Being punished for whistleblowing rather than framed for tampering changes Frank's moral standing in several ways:

1. **Integrity and Principle**: Frank's actions demonstrate integrity and a commitme",How does being punished for whistleblowing rather than framed for tampering change Frank's moral standing?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,130,15f500761e9b3001810b088339b99ec7de656a2a,5,modification,False,outcome_change,False,,,9500,0.2899,0.0019105339823681788,0.005883903242647648,2.1363989617384505e-06,0.0008780481439316645,0.002369991000146642,-0.0002096836460623308,0.0,-0.0007127366843633354,-6.299894994299393e-05,0.0002935805963312267,1.0002097056312147,0.0,6,False,0,,False,4,Noted.,"CORRECTION: The jury does not find in favor of Frank's clients. The jury is deadlocked and a mistrial is declared, but the publicity forces the hospital to settle privately for an even larger amount.",
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,131,15f500761e9b3001810b088339b99ec7de656a2a,5,modification_quiz,True,outcome_change,False,False,,9518,0.2905,0.08836013333435552,1.1038419008255005,2.8976787636025847e-09,0.0016156220226548612,0.23734986723108745,-0.04645000325577797,0.0,-0.6997031569480896,-0.00016300529387081042,0.14581445769730525,1.0475457038846323,0.0,150,True,1,however,False,32,"The jury is deadlocked, resulting in a mistrial. However, the publicity of the case forces the hospital to settle privately for an even larger amount.",What is the verdict?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,132,15f500761e9b3001810b088339b99ec7de656a2a,5,followup,True,outcome_change,False,False,,9577,0.2923,0.7060478860917458,3.437966823577881,1.4347815380233442e-08,0.4864312410354614,0.7691428193626632,-0.3039357364752694,0.0,-1.4380184412002563,-0.1368516907095909,0.3798195856150886,1.3551819645216046,0.1413,959,False,0,,False,178,"A mistrial followed by settlement changes the moral victory in the following ways:

1. **Public Perception**: The publicity of the mistrial raises awareness and puts pressure on the hospital to settle",How does a mistrial followed by settlement change the moral victory compared to a jury verdict?,
