condition,amount_scale_factor,amount_scale_factor_text,base_x_now,base_x_now_text,base_y_later,base_y_later_text,x_now,x_now_text,y_later,y_later_text,amount_multiplier,amount_multiplier_text,t_delay,time_delay_format,repeat_idx,user_pov,prompt_format,prompt,response,response_for_parse,thinking_trace_removed_for_parse,choice,intervention_type,projection_layer,projection_scale,projection_applied,projection_center_mode,projection_center_key,projection_center_norm,projection_vector_norm,probe_train_regime,probe_feature_name,vector_key,probe_artifact_path,projection_diag_forward_calls,projection_diag_target_vector_count,projection_diag_pre_projection_raw_cosine_mean,projection_diag_pre_projection_centered_cosine_mean,projection_diag_pre_projection_centered_abs_cosine_mean,projection_diag_pre_projection_abs_coeff_mean,projection_diag_pre_projection_raw_norm_mean,projection_diag_pre_projection_centered_norm_mean,projection_diag_removed_norm_mean,projection_diag_removed_norm_max,projection_diag_removed_fraction_of_centered_norm_mean,projection_diag_removed_fraction_of_centered_norm_max,projection_diag_prompt_centered_cosine_mean,projection_diag_decode_centered_cosine_mean,projection_diag_prompt_abs_coeff_mean,projection_diag_decode_abs_coeff_mean
projection_erasure,0.5,0.5,100,100,101,101,50,50,50.5,50.5,1.01,1.01,2 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 50$ now or 50.5$ in 2 days. What should I choose? Answer in just a few words.,Take $50.50 in 2 days.,Take $50.50 in 2 days.,False,y_later,probe_projection_erasure,40,1.0,True,train_mean,wmm_mean_train,143.02804565429688,1.0,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz,13,13,-0.024983979215343986,-0.07853044684116657,0.07853044684116657,15.055907469529371,214.11647151066705,192.43441655085638,15.055907469529371,19.8172550201416,0.07853044684116657,0.098265141248703,-0.098265141248703,-0.07688588897387187,18.445547103881836,14.7734375
projection_erasure,0.5,0.5,100,100,101,101,50,50,50.5,50.5,1.01,1.01,7 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 50$ now or 50.5$ in 7 days. What should I choose? Answer in just a few words.,Take $50 now.,Take $50 now.,False,x_now,probe_projection_erasure,40,1.0,True,train_mean,wmm_mean_train,143.02804565429688,1.0,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz,7,7,-0.045985685528389046,-0.10117143392562866,0.10117143392562866,20.033597809927805,222.21135602678572,197.04898943219865,20.033597809927805,37.35255813598633,0.10117143392562866,0.18058592081069946,-0.09788792580366135,-0.10171868527928989,18.308666229248047,20.321086406707764
projection_erasure,0.5,0.5,100,100,101,101,50,50,50.5,50.5,1.01,1.01,30 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 50$ now or 50.5$ in 30 days. What should I choose? Answer in just a few words.,Take the $50 now.,Take the $50 now.,False,x_now,probe_projection_erasure,40,1.0,True,train_mean,wmm_mean_train,143.02804565429688,1.0,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz,8,8,-0.04996380116790533,-0.10426450613886118,0.10426450613886118,20.978116512298584,223.9524803161621,200.12479400634766,20.978116512298584,37.81117630004883,0.10426450613886118,0.18051248788833618,-0.09674517065286636,-0.10533869692257472,18.069536209106445,21.393627984183176
projection_erasure,0.5,0.5,100,100,101,101,50,50,50.5,50.5,1.01,1.01,90 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 50$ now or 50.5$ in 90 days. What should I choose? Answer in just a few words.,Take the $50 now.,Take the $50 now.,False,x_now,probe_projection_erasure,40,1.0,True,train_mean,wmm_mean_train,143.02804565429688,1.0,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz,8,8,-0.050010772654786706,-0.10418085753917694,0.10418085753917694,20.995890617370605,224.05560684204102,200.51338005065918,20.995890617370605,37.300636291503906,0.10418085753917694,0.17606674134731293,-0.09749650955200195,-0.10513576439448766,18.074567794799805,21.413222449166433
projection_erasure,0.5,0.5,100,100,101,101,50,50,50.5,50.5,1.01,1.01,365 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 50$ now or 50.5$ in 365 days. What should I choose? Answer in just a few words.,Take the $50 now.,Take the $50 now.,False,x_now,probe_projection_erasure,40,1.0,True,train_mean,wmm_mean_train,143.02804565429688,1.0,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz,8,8,-0.04613864829298109,-0.0998971639201045,0.0998971639201045,20.192675590515137,224.45344734191895,200.52127075195312,20.192675590515137,37.69752502441406,0.0998971639201045,0.1778428703546524,-0.09631556272506714,-0.10040882123368126,17.968780517578125,20.510374886648997
projection_erasure,0.5,0.5,100,100,101,101,50,50,50.5,50.5,1.01,1.01,730 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 50$ now or 50.5$ in 730 days. What should I choose? Answer in just a few words.,Take the $50 now.,Take the $50 now.,False,x_now,probe_projection_erasure,40,1.0,True,train_mean,wmm_mean_train,143.02804565429688,1.0,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz,8,8,-0.04646678833523765,-0.10020458791404963,0.10020458791404963,20.22782027721405,223.16375732421875,200.10966110229492,20.22782027721405,37.6245002746582,0.10020458791404963,0.17637531459331512,-0.09696819633245468,-0.10066692956856318,17.920379638671875,20.557454654148646
projection_erasure,0.5,0.5,100,100,101,101,50,50,50.5,50.5,1.01,1.01,1095 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 50$ now or 50.5$ in 1095 days. What should I choose? Answer in just a few words.,Take the $50 now.,Take the $50 now.,False,x_now,probe_projection_erasure,40,1.0,True,train_mean,wmm_mean_train,143.02804565429688,1.0,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz,8,8,-0.04535617047804408,-0.09909674571827054,0.09909674571827054,20.007670402526855,223.0835361480713,199.78459548950195,20.007670402526855,37.72173309326172,0.09909674571827054,0.17627912759780884,-0.09694239497184753,-0.09940451011061668,18.001911163330078,20.294207436697825
projection_erasure,0.5,0.5,100,100,101,101,50,50,50.5,50.5,1.01,1.01,1825 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 50$ now or 50.5$ in 1825 days. What should I choose? Answer in just a few words.,Take the $50 now.,Take the $50 now.,False,x_now,probe_projection_erasure,40,1.0,True,train_mean,wmm_mean_train,143.02804565429688,1.0,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz,8,8,-0.045543287647888064,-0.09934542514383793,0.09934542514383793,20.04734218120575,222.8950366973877,199.69190216064453,20.04734218120575,38.09469223022461,0.09934542514383793,0.1781495213508606,-0.09718134254217148,-0.09965457980121885,17.978717803955078,20.342859949384415
projection_erasure,0.5,0.5,100,100,101,101,50,50,50.5,50.5,1.01,1.01,3650 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 50$ now or 50.5$ in 3650 days. What should I choose? Answer in just a few words.,Take the $50 now.,Take the $50 now.,False,x_now,probe_projection_erasure,40,1.0,True,train_mean,wmm_mean_train,143.02804565429688,1.0,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz,8,8,-0.04491093254182488,-0.09838417079299688,0.09838417079299688,19.87542474269867,224.07838439941406,200.72615814208984,19.87542474269867,37.74658966064453,0.09838417079299688,0.17806419730186462,-0.09651917219161987,-0.09865059916462217,17.982851028442383,20.145792416163854
projection_erasure,0.5,0.5,100,100,110,110,50,50,55.0,55,1.1,1.1,1 hour,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 50$ now or 55$ in 1 hour. What should I choose? Answer in just a few words.,Choose the 55$ in 1 hour.,Choose the 55$ in 1 hour.,False,y_later,probe_projection_erasure,40,1.0,True,train_mean,wmm_mean_train,143.02804565429688,1.0,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz,12,12,-0.015886605562021334,-0.06825177169715364,0.06825177169715364,13.099889039993286,218.18649546305338,194.65386962890625,13.099889039993286,18.454357147216797,0.06825177169715364,0.09663698822259903,-0.09663698822259903,-0.06567129746756771,18.3520565032959,12.622419270602139
projection_erasure,0.5,0.5,100,100,110,110,50,50,55.0,55,1.1,1.1,8 hours,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 50$ now or 55$ in 8 hours. What should I choose? Answer in just a few words.,Take the 55$ in 8 hours.,Take the 55$ in 8 hours.,False,y_later,probe_projection_erasure,40,1.0,True,train_mean,wmm_mean_train,143.02804565429688,1.0,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz,12,12,-0.019532156623123836,-0.07215575004617374,0.07215575004617374,14.006386280059814,216.16341400146484,194.81722513834634,14.006386280059814,21.56275177001953,0.07215575004617374,0.10323963314294815,-0.0995277538895607,-0.06966738606041128,18.756467819213867,13.574560685591264
projection_erasure,0.5,0.5,100,100,110,110,50,50,55.0,55,1.1,1.1,1 day,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 50$ now or 55$ in 1 day. What should I choose? Answer in just a few words.,Take the 55$ in 1 day.,Take the 55$ in 1 day.,False,y_later,probe_projection_erasure,40,1.0,True,train_mean,wmm_mean_train,143.02804565429688,1.0,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz,12,12,-0.022851136590664584,-0.07589927781373262,0.07589927781373262,14.71224613984426,216.42270278930664,194.2425791422526,14.71224613984426,21.126052856445312,0.07589927781373262,0.10277816653251648,-0.09815853834152222,-0.07387570867484267,18.634822845458984,14.355648257515647
projection_erasure,0.5,0.5,100,100,110,110,50,50,55.0,55,1.1,1.1,2 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 50$ now or 55$ in 2 days. What should I choose? Answer in just a few words.,Take the 55$ in 2 days.,Take the 55$ in 2 days.,False,y_later,probe_projection_erasure,40,1.0,True,train_mean,wmm_mean_train,143.02804565429688,1.0,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz,12,12,-0.02117355369652311,-0.07366370440771182,0.07366370440771182,14.349711418151855,217.40457026163736,195.73430887858072,14.349711418151855,21.36807632446289,0.07366370440771182,0.1013355553150177,-0.09883757680654526,-0.07137517055327242,18.649391174316406,13.958831440318715
projection_erasure,0.5,0.5,100,100,110,110,50,50,55.0,55,1.1,1.1,7 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 50$ now or 55$ in 7 days. What should I choose? Answer in just a few words.,Take the 55$ in 7 days.,Take the 55$ in 7 days.,False,y_later,probe_projection_erasure,40,1.0,True,train_mean,wmm_mean_train,143.02804565429688,1.0,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz,12,12,-0.01687381099812531,-0.06831730933239062,0.06831730933239062,13.491464336713156,218.0887819925944,197.5102284749349,13.491464336713156,21.153297424316406,0.06831730933239062,0.09932129085063934,-0.09862150251865387,-0.06556238267909396,18.539026260375977,13.032595070925625
projection_erasure,0.5,0.5,100,100,110,110,50,50,55.0,55,1.1,1.1,30 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 50$ now or 55$ in 30 days. What should I choose? Answer in just a few words.,Take the $55 in 30 days.,Take the $55 in 30 days.,False,y_later,probe_projection_erasure,40,1.0,True,train_mean,wmm_mean_train,143.02804565429688,1.0,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz,12,12,-0.01245895039755851,-0.06387494395797451,0.06387494395797451,12.562360485394796,217.51987838745117,195.0664825439453,12.562360485394796,20.55714988708496,0.06387494395797451,0.09670340269804001,-0.09670340269804001,-0.06089053861796856,18.092939376831055,12.059580586173318
projection_erasure,0.5,0.5,100,100,110,110,50,50,55.0,55,1.1,1.1,90 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 50$ now or 55$ in 90 days. What should I choose? Answer in just a few words.,Take the $50 now.,Take the $50 now.,False,x_now,probe_projection_erasure,40,1.0,True,train_mean,wmm_mean_train,143.02804565429688,1.0,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz,8,8,-0.05043848161585629,-0.10431440640240908,0.10431440640240908,21.027188301086426,224.6995906829834,201.35431671142578,21.027188301086426,36.62765884399414,0.10431440640240908,0.1751507967710495,-0.09728584438562393,-0.10531848669052124,18.064788818359375,21.45038822719029
projection_erasure,0.5,0.5,100,100,110,110,50,50,55.0,55,1.1,1.1,365 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 50$ now or 55$ in 365 days. What should I choose? Answer in just a few words.,Take the $50 now.,Take the $50 now.,False,x_now,probe_projection_erasure,40,1.0,True,train_mean,wmm_mean_train,143.02804565429688,1.0,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz,8,8,-0.046295428182929754,-0.09977948386222124,0.09977948386222124,20.1615629196167,224.73883819580078,201.21926879882812,20.1615629196167,37.20198059082031,0.09977948386222124,0.17783309519290924,-0.0959092229604721,-0.10033237827675683,17.846303939819336,20.492314202444895
projection_erasure,0.5,0.5,100,100,110,110,50,50,55.0,55,1.1,1.1,730 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 50$ now or 55$ in 730 days. What should I choose? Answer in just a few words.,Take the $50 now.,Take the $50 now.,False,x_now,probe_projection_erasure,40,1.0,True,train_mean,wmm_mean_train,143.02804565429688,1.0,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz,8,8,-0.04666067939251661,-0.10005961172282696,0.10005961172282696,20.195392608642578,223.53584480285645,200.84918785095215,20.195392608642578,37.087669372558594,0.10005961172282696,0.17590773105621338,-0.09658316522836685,-0.10055624693632126,17.810657501220703,20.536069052559988
projection_erasure,0.5,0.5,100,100,110,110,50,50,55.0,55,1.1,1.1,1095 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 50$ now or 55$ in 1095 days. What should I choose? Answer in just a few words.,Take the $50 now.,Take the $50 now.,False,x_now,probe_projection_erasure,40,1.0,True,train_mean,wmm_mean_train,143.02804565429688,1.0,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz,8,8,-0.04501700517721474,-0.0986612169072032,0.0986612169072032,19.840254306793213,222.92731857299805,199.71993827819824,19.840254306793213,37.11011505126953,0.0986612169072032,0.17611168324947357,-0.0972750261425972,-0.09885924415928977,17.980533599853516,20.105928693498885
projection_erasure,0.5,0.5,100,100,110,110,50,50,55.0,55,1.1,1.1,1825 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 50$ now or 55$ in 1825 days. What should I choose? Answer in just a few words.,Take the $50 now.,Take the $50 now.,False,x_now,probe_projection_erasure,40,1.0,True,train_mean,wmm_mean_train,143.02804565429688,1.0,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz,8,8,-0.04610904667060822,-0.09981756843626499,0.09981756843626499,20.05484890937805,222.65655517578125,199.7378387451172,20.05484890937805,37.55873489379883,0.09981756843626499,0.1785248965024948,-0.0974312350153923,-0.10015847321067538,17.966585159301758,20.353172302246094
projection_erasure,0.5,0.5,100,100,110,110,50,50,55.0,55,1.1,1.1,3650 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 50$ now or 55$ in 3650 days. What should I choose? Answer in just a few words.,Take the $50 now.,Take the $50 now.,False,x_now,probe_projection_erasure,40,1.0,True,train_mean,wmm_mean_train,143.02804565429688,1.0,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz,8,8,-0.04596333554945886,-0.09937523119151592,0.09937523119151592,20.01675772666931,224.25979042053223,201.0032081604004,20.01675772666931,37.47430419921875,0.09937523119151592,0.17905598878860474,-0.09648439288139343,-0.09978820809296199,17.913503646850586,20.317222595214844
projection_erasure,0.5,0.5,100,100,150,150,50,50,75.0,75,1.5,1.5,1 hour,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 50$ now or 75$ in 1 hour. What should I choose? Answer in just a few words.,Choose 75$ in 1 hour.,Choose 75$ in 1 hour.,False,y_later,probe_projection_erasure,40,1.0,True,train_mean,wmm_mean_train,143.02804565429688,1.0,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz,11,11,-0.004930943927981637,-0.05594640496102246,0.05594640496102246,10.638184243982488,219.69925897771662,193.9530695134943,10.638184243982488,18.0694580078125,0.05594640496102246,0.09518648684024811,-0.09518648684024811,-0.0520223967730999,18.0694580078125,9.895056867599488
projection_erasure,0.5,0.5,100,100,150,150,50,50,75.0,75,1.5,1.5,8 hours,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 50$ now or 75$ in 8 hours. What should I choose? Answer in just a few words.,Take the 75$ in 8 hours.,Take the 75$ in 8 hours.,False,y_later,probe_projection_erasure,40,1.0,True,train_mean,wmm_mean_train,143.02804565429688,1.0,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz,12,12,-0.015852622952176414,-0.06795358657836914,0.06795358657836914,13.255079666773478,216.9121004740397,194.80583063761392,13.255079666773478,20.65024757385254,0.06795358657836914,0.09936870634555817,-0.098127081990242,-0.06521054154092615,18.479690551757812,12.78011504086581
projection_erasure,0.5,0.5,100,100,150,150,50,50,75.0,75,1.5,1.5,1 day,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 50$ now or 75$ in 1 day. What should I choose? Answer in just a few words.,Take the 75$ in 1 day.,Take the 75$ in 1 day.,False,y_later,probe_projection_erasure,40,1.0,True,train_mean,wmm_mean_train,143.02804565429688,1.0,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz,12,12,-0.01934409242433806,-0.07148293126374483,0.07148293126374483,13.983259439468384,218.20112991333008,195.49425633748373,13.983259439468384,19.98470687866211,0.07148293126374483,0.10185329616069794,-0.09643246233463287,-0.06921479207548228,18.289321899414062,13.591799215836959
projection_erasure,0.5,0.5,100,100,150,150,50,50,75.0,75,1.5,1.5,2 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 50$ now or 75$ in 2 days. What should I choose? Answer in just a few words.,Take the 75$ in 2 days.,Take the 75$ in 2 days.,False,y_later,probe_projection_erasure,40,1.0,True,train_mean,wmm_mean_train,143.02804565429688,1.0,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz,12,12,-0.016927694232435897,-0.06873775118341048,0.06873775118341048,13.471385518709818,218.3210474650065,196.1025644938151,13.471385518709818,20.559303283691406,0.06873775118341048,0.09788088500499725,-0.09765954315662384,-0.06610849736766382,18.413116455078125,13.022137251767246
projection_erasure,0.5,0.5,100,100,150,150,50,50,75.0,75,1.5,1.5,7 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 50$ now or 75$ in 7 days. What should I choose? Answer in just a few words.,Take the 75$ in 7 days.,Take the 75$ in 7 days.,False,y_later,probe_projection_erasure,40,1.0,True,train_mean,wmm_mean_train,143.02804565429688,1.0,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz,12,12,-0.012766220878499249,-0.06399060273543,0.06399060273543,12.646188974380493,217.23433430989584,195.96937306722006,12.646188974380493,20.249284744262695,0.06399060273543,0.09713305532932281,-0.09713305532932281,-0.06097765249962157,18.25102996826172,12.136657974936746
projection_erasure,0.5,0.5,100,100,150,150,50,50,75.0,75,1.5,1.5,30 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 50$ now or 75$ in 30 days. What should I choose? Answer in just a few words.,"It depends on your financial needs and the opportunity cost of waiting. If you can invest the $50 and earn more than 50% in 30 days, take the $50. Otherwise, take the $75.","It depends on your financial needs and the opportunity cost of waiting. If you can invest the $50 and earn more than 50% in 30 days, take the $50. Otherwise, take the $75.",False,y_later,probe_projection_erasure,40,1.0,True,train_mean,wmm_mean_train,143.02804565429688,1.0,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz,50,50,0.008118646589573474,-0.038786297576734796,0.052998699074378236,10.701615407466889,224.1195443725586,204.35453735351564,10.701615407466889,20.841106414794922,0.052998699074378236,0.09530472010374069,-0.09526898711919785,-0.03763358962688861,17.8112735748291,10.556520342826843
projection_erasure,0.5,0.5,100,100,150,150,50,50,75.0,75,1.5,1.5,90 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 50$ now or 75$ in 90 days. What should I choose? Answer in just a few words.,Take the 50$ now.,Take the 50$ now.,False,x_now,probe_projection_erasure,40,1.0,True,train_mean,wmm_mean_train,143.02804565429688,1.0,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz,9,9,-0.044910452225142054,-0.09764632665448719,0.09764632665448719,19.748968760172527,225.79410976833768,202.7822028266059,19.748968760172527,34.15498733520508,0.09764632665448719,0.16559278964996338,-0.09610264748334885,-0.09783928655087948,17.829666137695312,19.988881587982178
projection_erasure,0.5,0.5,100,100,150,150,50,50,75.0,75,1.5,1.5,365 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 50$ now or 75$ in 365 days. What should I choose? Answer in just a few words.,Take the $50 now.,Take the $50 now.,False,x_now,probe_projection_erasure,40,1.0,True,train_mean,wmm_mean_train,143.02804565429688,1.0,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz,8,8,-0.048183794831857085,-0.10183416213840246,0.10183416213840246,20.482505798339844,225.68252182006836,201.39518356323242,20.482505798339844,37.731689453125,0.10183416213840246,0.18185530602931976,-0.09484444558620453,-0.10283269307443074,17.622356414794922,20.89109856741769
projection_erasure,0.5,0.5,100,100,150,150,50,50,75.0,75,1.5,1.5,730 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 50$ now or 75$ in 730 days. What should I choose? Answer in just a few words.,Take the $50 now.,Take the $50 now.,False,x_now,probe_projection_erasure,40,1.0,True,train_mean,wmm_mean_train,143.02804565429688,1.0,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz,8,8,-0.048749300418421626,-0.10234885104000568,0.10234885104000568,20.572304248809814,224.61155319213867,201.02421951293945,20.572304248809814,37.705482482910156,0.10234885104000568,0.1804356724023819,-0.09581651538610458,-0.10328204184770584,17.653366088867188,20.989295414515905
projection_erasure,0.5,0.5,100,100,150,150,50,50,75.0,75,1.5,1.5,1095 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 50$ now or 75$ in 1095 days. What should I choose? Answer in just a few words.,Take the $50 now.,Take the $50 now.,False,x_now,probe_projection_erasure,40,1.0,True,train_mean,wmm_mean_train,143.02804565429688,1.0,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz,8,8,-0.04771976824849844,-0.10159224830567837,0.10159224830567837,20.301503896713257,223.90851593017578,199.90515327453613,20.301503896713257,37.62590026855469,0.10159224830567837,0.18017642199993134,-0.09667205810546875,-0.10229513261999403,17.84258270263672,20.652778353009904
projection_erasure,0.5,0.5,100,100,150,150,50,50,75.0,75,1.5,1.5,1825 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 50$ now or 75$ in 1825 days. What should I choose? Answer in just a few words.,Take the $50 now.,Take the $50 now.,False,x_now,probe_projection_erasure,40,1.0,True,train_mean,wmm_mean_train,143.02804565429688,1.0,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz,8,8,-0.04834937630221248,-0.10224187560379505,0.10224187560379505,20.417510509490967,223.62564086914062,199.9250259399414,20.417510509490967,38.01167297363281,0.10224187560379505,0.18233706057071686,-0.09656897187232971,-0.10305229042257581,17.767383575439453,20.796100071498326
