method,condition,signed_strength,t_delay,delay_idx,indifference_multiplier,plot_multiplier,log_indifference_multiplier,logistic_alpha,logistic_beta_log_multiplier,status,parsed_weight_fraction,n_factor_rows,n_valid_factor_rows,time_delay_format,day_count_delays,time_delay_format_source
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus64,64.0,1825 days,10,2.50695223580574,2.50695223580574,0.9190677666634816,-1.334403240685623,1.4519095208070956,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus64,64.0,3650 days,11,6.201127241648082,6.201127241648082,1.8247310886940802,-2.645109968179961,1.4495889200161585,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus128,128.0,1 hour,0,0.016740620516652194,1.0,-4.089917146707435,5.112924488612587,1.250129111473253,left_censored_threshold_below_tested_range,0.9563143747289987,64,62,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus128,128.0,8 hours,1,0.019549111876086944,1.0,-3.934825421915809,5.108923127974766,1.2983862256047196,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus128,128.0,1 day,2,0.019549111876086944,1.0,-3.934825421915809,5.108923127974766,1.2983862256047196,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus128,128.0,2 days,3,0.019549111876086944,1.0,-3.934825421915809,5.108923127974766,1.2983862256047196,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus128,128.0,7 days,4,0.006873003402320854,1.0,-4.98015409181575,5.543027085505853,1.1130232083812654,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus128,128.0,30 days,5,0.48037316757371745,1.0,-0.7331920446790234,1.4771261059331824,2.014651027180523,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus128,128.0,90 days,6,0.16507021712230222,1.0,-1.8013843372888325,1.7696669784811605,0.9823927863970394,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus128,128.0,365 days,7,1.0019002688611047,1.0019002688611047,0.001898465634281577,-0.010593223003997565,5.579886626710672,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus128,128.0,730 days,8,1.0306292348870782,1.0306292348870782,0.030169523370782873,-0.15159995531454662,5.024937035013315,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus128,128.0,1095 days,9,0.6812149305674222,1.0,-0.38387741239589357,1.4733448026601899,3.8380606805297686,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus128,128.0,1825 days,10,0.8799929137321868,1.0,-0.12784142411936758,0.5189400692191217,4.059248188087917,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus128,128.0,3650 days,11,1.6119353402551615,1.6119353402551615,0.47743553177570647,-3.0081146045862734,6.300567101485546,finite,0.9375000000000001,64,62,day_counts,True,config:time_delay_format
