probe,gold,pathology,ctx_tokens,level,target_share,achieved_share,scale,pred,correct
44,E,Bronchospasm / acute asthma exacerbation,3001,0.024,0.024,0.023904521990599063,0.6443887248251953,E,True
44,E,Bronchospasm / acute asthma exacerbation,3001,0.017,0.0172,0.0171576040008715,0.4213641678217314,E,True
44,E,Bronchospasm / acute asthma exacerbation,3001,0.012,0.0123,0.012243329159127191,0.2675739305347498,E,True
44,E,Bronchospasm / acute asthma exacerbation,3001,0.009,0.0088,0.008789861590946562,0.16744348711569607,E,True
44,E,Bronchospasm / acute asthma exacerbation,3001,0.007,0.007,0.007022903165640339,0.1286343687209221,E,True
45,C,Anaphylaxis,3263,natural,,0.04390522508273879,1.0,C,True
45,C,Anaphylaxis,3263,0.034,0.0335,0.03357197747921408,0.6303842144700521,C,True
45,C,Anaphylaxis,3263,0.024,0.024,0.023903908563777467,0.391605626676799,C,True
45,C,Anaphylaxis,3263,0.017,0.0172,0.017232820088178773,0.2450605392455259,C,True
45,C,Anaphylaxis,3263,0.012,0.0123,0.012334249308978444,0.1363967310184996,C,True
45,C,Anaphylaxis,3263,0.009,0.0088,0.00877316043483501,0.09596708604499847,D,False
45,C,Anaphylaxis,3263,0.007,0.007,0.006954520262208076,0.07817322158887273,D,False
46,A,Pulmonary embolism,3051,natural,,0.039501491438002086,1.0,A,True
46,A,Pulmonary embolism,3051,0.034,0.0335,0.0335398227135007,0.7460454542533906,A,True
46,A,Pulmonary embolism,3051,0.024,0.024,0.02395075946171898,0.487837247732635,A,True
46,A,Pulmonary embolism,3051,0.017,0.0172,0.017177854998449673,0.31435682198866555,A,True
46,A,Pulmonary embolism,3051,0.012,0.0123,0.012196327352679545,0.19816557829262693,A,True
46,A,Pulmonary embolism,3051,0.009,0.0088,0.009368568680318476,0.13441329461752805,A,True
46,A,Pulmonary embolism,3051,0.007,0.007,0.006950474448569892,0.10789869514276741,A,True
47,E,Acute rhinosinusitis,3035,natural,,0.03727356562712392,1.0,E,True
47,E,Acute rhinosinusitis,3035,0.034,0.0335,0.033585815850726404,0.8266038762708526,E,True
47,E,Acute rhinosinusitis,3035,0.024,0.024,0.023906399807793795,0.5444875748473111,E,True
47,E,Acute rhinosinusitis,3035,0.017,0.0172,0.017156322796878547,0.35865633790708634,A,False
47,E,Acute rhinosinusitis,3035,0.012,0.0123,0.012217970018894115,0.23111410023442172,A,False
47,E,Acute rhinosinusitis,3035,0.009,0.0088,0.008815455071090892,0.1363967310184996,A,False
47,E,Acute rhinosinusitis,3035,0.007,0.007,0.006982920741608749,0.1213137638466268,A,False
48,A,Anemia,2985,natural,,0.041241841580589855,1.0,B,False
48,A,Anemia,2985,0.034,0.0335,0.03345265581929692,0.6623326845191571,B,False
48,A,Anemia,2985,0.024,0.024,0.023915338693051364,0.391605626676799,B,False
48,A,Anemia,2985,0.017,0.0172,0.01710767834567463,0.20555713592330557,E,False
48,A,Anemia,2985,0.012,0.0123,0.012710971466503823,0.13441329461752805,A,True
48,A,Anemia,2985,0.009,0.0088,0.008794235723669627,0.09882021153081356,A,True
48,A,Anemia,2985,0.007,0.007,0.007069116814980013,0.0759162135601666,A,True
49,E,Possible NSTEMI / STEMI,3029,natural,,0.032557278715606645,1.0,E,True
49,E,Possible NSTEMI / STEMI,3029,0.024,0.024,0.023938708964290255,0.6166840643601017,E,True
49,E,Possible NSTEMI / STEMI,3029,0.017,0.0172,0.01727425485275222,0.4032481599651003,E,True
49,E,Possible NSTEMI / STEMI,3029,0.012,0.0123,0.012159031373853964,0.2450605392455259,E,True
49,E,Possible NSTEMI / STEMI,3029,0.009,0.0088,0.008711559035870464,0.15448229552989823,E,True
49,E,Possible NSTEMI / STEMI,3029,0.007,0.007,0.007060209571972028,0.1286343687209221,E,True
50,E,Pulmonary embolism,3134,natural,,0.03874791451312488,1.0,B,False
50,E,Pulmonary embolism,3134,0.034,0.0335,0.03345257205367854,0.7460454542533906,B,False
50,E,Pulmonary embolism,3134,0.024,0.024,0.02406833729616165,0.4950358969261986,B,False
50,E,Pulmonary embolism,3134,0.017,0.0172,0.017154930053253584,0.30528074892059653,B,False
50,E,Pulmonary embolism,3134,0.012,0.0123,0.012268239551216567,0.18282630132100924,B,False
50,E,Pulmonary embolism,3134,0.009,0.0088,0.00872690542567951,0.12492045240700124,B,False
50,E,Pulmonary embolism,3134,0.007,0.007,0.007043043821875262,0.09882021153081356,B,False
51,E,Anaphylaxis,3123,natural,,0.03984163823351905,1.0,E,True
51,E,Anaphylaxis,3123,0.034,0.0335,0.033598519878402,0.7298316365886987,E,True
51,E,Anaphylaxis,3123,0.024,0.024,0.024061668890423125,0.47375246828443607,E,True
51,E,Anaphylaxis,3123,0.017,0.0172,0.01722558161454616,0.2879071670326548,E,True
51,E,Anaphylaxis,3123,0.012,0.0123,0.012267940915114526,0.1699143253493389,A,False
51,E,Anaphylaxis,3123,0.009,0.0088,0.009020356217812076,0.12492045240700124,A,False
51,E,Anaphylaxis,3123,0.007,0.007,0.007076637109240286,0.09596708604499847,A,False
52,D,Myasthenia gravis,3142,natural,,0.032345706752218754,1.0,D,True
52,D,Myasthenia gravis,3142,0.024,0.024,0.02397861104008938,0.5901705299683179,D,True
52,D,Myasthenia gravis,3142,0.017,0.0172,0.017448571515834215,0.34830125444308524,D,True
52,D,Myasthenia gravis,3142,0.012,0.0123,0.012156737068686554,0.19385884264329528,D,True
52,D,Myasthenia gravis,3142,0.009,0.0088,0.008808964212770899,0.1286343687209221,D,True
52,D,Myasthenia gravis,3142,0.007,0.007,0.006716407225584915,0.08168516990527609,A,False
53,B,Atrial fibrillation,2997,natural,,0.03830191536916961,1.0,B,True
53,B,Atrial fibrillation,2997,0.034,0.0335,0.03360359400402604,0.7446806541204531,B,True
53,B,Atrial fibrillation,2997,0.024,0.024,0.02401738382509828,0.4634563983932941,B,True
53,B,Atrial fibrillation,2997,0.017,0.0172,0.017257736168231327,0.2675739305347498,B,True
53,B,Atrial fibrillation,2997,0.012,0.0123,0.012387377937765995,0.13441329461752805,B,True
53,B,Atrial fibrillation,2997,0.009,0.0088,0.008513415641648694,0.07703645231205218,B,True
53,B,Atrial fibrillation,2997,0.007,0.007,0.006971714027263635,0.063678630095297,B,True
54,C,Chronic rhinosinusitis,3036,natural,,0.03454621352618308,1.0,E,False
54,C,Chronic rhinosinusitis,3036,0.034,0.0335,0.03357094291968071,0.9158610435469906,E,False
54,C,Chronic rhinosinusitis,3036,0.024,0.024,0.023981420645911838,0.5988792348270946,E,False
54,C,Chronic rhinosinusitis,3036,0.017,0.0172,0.017289472534073157,0.3859110264545202,C,True
54,C,Chronic rhinosinusitis,3036,0.012,0.0123,0.012286316794357502,0.2450605392455259,C,True
54,C,Chronic rhinosinusitis,3036,0.009,0.0088,0.008769849950312202,0.15791424838939916,C,True
54,C,Chronic rhinosinusitis,3036,0.007,0.007,0.0070725497487234374,0.1286343687209221,C,True
55,A,Anaphylaxis,3141,natural,,0.043307264553823235,1.0,A,True
55,A,Anaphylaxis,3141,0.034,0.0335,0.03347648672435806,0.6733380229513618,A,True
55,A,Anaphylaxis,3141,0.024,0.024,0.023983211006672445,0.4567169678807566,A,True
55,A,Anaphylaxis,3141,0.017,0.0172,0.017141358229214906,0.2837205157036305,A,True
55,A,Anaphylaxis,3141,0.012,0.0123,0.012254995707197186,0.1626090785152391,A,True
55,A,Anaphylaxis,3141,0.009,0.0088,0.008772500377286453,0.09596708604499847,A,True
55,A,Anaphylaxis,3141,0.007,0.007,0.006943347932060173,0.0675212780775444,A,True
56,D,SLE,3122,natural,,0.04204153896966768,1.0,A,False
56,D,SLE,3122,0.034,0.0335,0.03351975905434342,0.6882967879370323,A,False
56,D,SLE,3122,0.024,0.024,0.023994196456314263,0.44679113078950283,A,False
56,D,SLE,3122,0.017,0.0172,0.017321925775232914,0.2715223187896751,A,False
56,D,SLE,3122,0.012,0.0123,0.012352581068910804,0.1626090785152391,A,False
56,D,SLE,3122,0.009,0.0088,0.008768344610971547,0.1213137638466268,A,False
56,D,SLE,3122,0.007,0.007,0.006938076983463803,0.09596708604499847,A,False
57,D,Viral pharyngitis,2923,natural,,0.040831578239975484,1.0,C,False
57,D,Viral pharyngitis,2923,0.034,0.0335,0.03349264246601574,0.67580838103767,C,False
57,D,Viral pharyngitis,2923,0.024,0.024,0.02419170012970898,0.4152368286818413,C,False
57,D,Viral pharyngitis,2923,0.017,0.0172,0.01729716509598173,0.2755289704553164,B,False
57,D,Viral pharyngitis,2923,0.012,0.0123,0.01229098747993808,0.1868879398761483,B,False
57,D,Viral pharyngitis,2923,0.009,0.0088,0.0091237492827957,0.13441329461752805,B,False
57,D,Viral pharyngitis,2923,0.007,0.007,0.006910181477013323,0.1111065503531848,B,False
58,D,Pulmonary embolism,3088,natural,,0.03704246612834531,1.0,D,True
58,D,Pulmonary embolism,3088,0.034,0.0335,0.03359747414286401,0.8326803293522165,D,True
58,D,Pulmonary embolism,3088,0.024,0.024,0.024047278392446688,0.5647969107236422,B,False
58,D,Pulmonary embolism,3088,0.017,0.0172,0.017166811863386675,0.3802992352356941,B,False
58,D,Pulmonary embolism,3088,0.012,0.0123,0.012240821961030759,0.252346250408634,B,False
58,D,Pulmonary embolism,3088,0.009,0.0088,0.00889243921715897,0.17242162389375282,B,False
58,D,Pulmonary embolism,3088,0.007,0.007,0.006960683336449667,0.13245870069633822,B,False
59,C,HIV (initial infection),3216,natural,,0.04628525563327128,1.0,C,True
59,C,HIV (initial infection),3216,0.034,0.0335,0.03348676098309926,0.5815884642312653,C,True
59,C,HIV (initial infection),3216,0.024,0.024,0.02394409462497336,0.3639487610864175,C,True
59,C,HIV (initial infection),3216,0.017,0.0172,0.01712844830473053,0.22444140120559558,C,True
59,C,HIV (initial infection),3216,0.012,0.0123,0.012321531684020294,0.14045183996771032,C,True
59,C,HIV (initial infection),3216,0.009,0.0088,0.008885158741919672,0.10789869514276741,C,True
59,C,HIV (initial infection),3216,0.007,0.007,0.007052460709587459,0.08049733103113403,C,True
60,D,Acute dystonic reactions,3058,natural,,0.034199992930794995,1.0,D,True
60,D,Acute dystonic reactions,3058,0.034,0.0335,0.03355513122940786,0.9100103404478916,D,True
60,D,Acute dystonic reactions,3058,0.024,0.024,0.024044294332560757,0.568948792933528,D,True
60,D,Acute dystonic reactions,3058,0.017,0.0172,0.01712048624803641,0.35865633790708634,D,True
60,D,Acute dystonic reactions,3058,0.012,0.0123,0.012306116169974107,0.19385884264329528,A,False
60,D,Acute dystonic reactions,3058,0.009,0.0088,0.008802933412200831,0.10175816115137408,A,False
60,D,Acute dystonic reactions,3058,0.007,0.007,0.007091652427926427,0.08049733103113403,A,False
61,B,Anemia,3119,natural,,0.04339746953835606,1.0,B,True
61,B,Anemia,3119,0.034,0.0335,0.03367482662114178,0.6455697167207665,B,True
61,B,Anemia,3119,0.024,0.024,0.024031863232725513,0.3973842578530246,B,True
61,B,Anemia,3119,0.017,0.0172,0.017324076564173178,0.21012375890105825,B,True
61,B,Anemia,3119,0.012,0.0123,0.011790337505040174,0.13245870069633822,B,True
61,B,Anemia,3119,0.009,0.0088,0.008877327108990644,0.0759162135601666,B,True
61,B,Anemia,3119,0.007,0.007,0.006941870555668862,0.05341372732716633,B,True
62,B,Myasthenia gravis,2843,natural,,0.03352912186790618,1.0,B,True
62,B,Myasthenia gravis,2843,0.034,0.0335,0.03352912186790618,1.0,B,True
62,B,Myasthenia gravis,2843,0.024,0.024,0.02408723932216126,0.5901705299683179,B,True
62,B,Myasthenia gravis,2843,0.017,0.0172,0.017282238541114162,0.35865633790708634,B,True
62,B,Myasthenia gravis,2843,0.012,0.0123,0.012297312633625346,0.22444140120559558,A,False
62,B,Myasthenia gravis,2843,0.009,0.0088,0.00940184510438129,0.1363967310184996,A,False
62,B,Myasthenia gravis,2843,0.007,0.007,0.006906528976735019,0.10175816115137408,A,False
63,A,URTI,3188,natural,,0.03853451741316458,1.0,A,True
63,A,URTI,3188,0.034,0.0335,0.033409355275558134,0.7824217761666579,A,True
63,A,URTI,3188,0.024,0.024,0.023978997121913398,0.5153846330054179,A,True
63,A,URTI,3188,0.017,0.0172,0.017212713623930436,0.32847936791032617,A,True
63,A,URTI,3188,0.012,0.0123,0.012277731352160448,0.19385884264329528,A,True
63,A,URTI,3188,0.009,0.0088,0.008661859596649838,0.12492045240700124,A,True
63,A,URTI,3188,0.007,0.007,0.006995096989031156,0.08789251557133614,A,True
64,C,Anemia,2947,natural,,0.04652239218751102,1.0,C,True
64,C,Anemia,2947,0.034,0.0335,0.0335268320945522,0.5731311960714808,C,True
64,C,Anemia,2947,0.024,0.024,0.023951632108281225,0.33824514172688175,C,True
64,C,Anemia,2947,0.017,0.0172,0.01713397880128336,0.20555713592330557,C,True
64,C,Anemia,2947,0.012,0.0123,0.012462581824248031,0.12676381003940596,C,True
64,C,Anemia,2947,0.009,0.0088,0.008779721965808599,0.0759162135601666,C,True
64,C,Anemia,2947,0.007,0.007,0.007062947889513764,0.05747269505921463,C,True
65,A,Anemia,3071,natural,,0.04427443824110485,1.0,A,True
65,A,Anemia,3071,0.034,0.0335,0.033415207623010604,0.5901705299683179,A,True
65,A,Anemia,3071,0.024,0.024,0.023855767401323863,0.3508616540390219,A,True
65,A,Anemia,3071,0.017,0.0172,0.017221961792197732,0.20256799166137712,A,True
65,A,Anemia,3071,0.012,0.0123,0.0122836761190694,0.1286343687209221,A,True
65,A,Anemia,3071,0.009,0.0088,0.008747269070373175,0.09050558205614526,A,True
65,A,Anemia,3071,0.007,0.007,0.00705831265314634,0.0675212780775444,A,True
66,C,Guillain-Barré syndrome,3036,natural,,0.03815070256439608,1.0,C,True
66,C,Guillain-Barré syndrome,3036,0.034,0.0335,0.033537166775918,0.740601215882992,C,True
66,C,Guillain-Barré syndrome,3036,0.024,0.024,0.023941243405653807,0.4419094020618335,C,True
66,C,Guillain-Barré syndrome,3036,0.017,0.0172,0.017120129141666166,0.2450605392455259,C,True
66,C,Guillain-Barré syndrome,3036,0.012,0.0123,0.011949577904091999,0.13245870069633822,B,False
66,C,Guillain-Barré syndrome,3036,0.009,0.0088,0.00875080526855777,0.09050558205614526,B,False
66,C,Guillain-Barré syndrome,3036,0.007,0.007,0.007057439699087656,0.07372436960092195,B,False
67,A,Guillain-Barré syndrome,2972,natural,,0.0334045452246243,1.0,A,True
67,A,Guillain-Barré syndrome,2972,0.024,0.024,0.024092826476012512,0.5988792348270946,A,True
67,A,Guillain-Barré syndrome,2972,0.017,0.0172,0.017114691066751547,0.35865633790708634,A,True
67,A,Guillain-Barré syndrome,2972,0.012,0.0123,0.012311783945463338,0.22117764816905203,A,True
67,A,Guillain-Barré syndrome,2972,0.009,0.0088,0.009172998577948285,0.13441329461752805,A,True
67,A,Guillain-Barré syndrome,2972,0.007,0.007,0.00690956262702581,0.09882021153081356,A,True
68,E,Possible NSTEMI / STEMI,3143,natural,,0.034778177139998416,1.0,E,True
68,E,Possible NSTEMI / STEMI,3143,0.034,0.0335,0.03350900972621517,0.8894184115759556,E,True
68,E,Possible NSTEMI / STEMI,3143,0.024,0.024,0.02396550420733188,0.5901705299683179,E,True
68,E,Possible NSTEMI / STEMI,3143,0.017,0.0172,0.01722027534798987,0.3859110264545202,E,True
68,E,Possible NSTEMI / STEMI,3143,0.012,0.0123,0.01225112805250761,0.2450605392455259,E,True
68,E,Possible NSTEMI / STEMI,3143,0.009,0.0088,0.008828403949648476,0.15791424838939916,E,True
68,E,Possible NSTEMI / STEMI,3143,0.007,0.007,0.006991576587838294,0.1286343687209221,E,True
69,C,Epiglottitis,3052,natural,,0.04236247982664073,1.0,C,True
69,C,Epiglottitis,3052,0.034,0.0335,0.03339166742519084,0.6443887248251953,C,True
69,C,Epiglottitis,3052,0.024,0.024,0.023991125257511174,0.35865633790708634,C,True
69,C,Epiglottitis,3052,0.017,0.0172,0.017193897864791988,0.18282630132100924,B,False
69,C,Epiglottitis,3052,0.012,0.0123,0.012248165582141408,0.11274606657056462,B,False
69,C,Epiglottitis,3052,0.009,0.0088,0.008851529148375985,0.0759162135601666,B,False
69,C,Epiglottitis,3052,0.007,0.007,0.0069579895798645925,0.063678630095297,B,False
70,C,Viral pharyngitis,2919,natural,,0.039005708458123026,1.0,B,False
70,C,Viral pharyngitis,2919,0.034,0.0335,0.03362154891951643,0.7460454542533906,B,False
70,C,Viral pharyngitis,2919,0.024,0.024,0.024088743031543607,0.4617622742990291,B,False
70,C,Viral pharyngitis,2919,0.017,0.0172,0.01725978269420991,0.2837205157036305,B,False
70,C,Viral pharyngitis,2919,0.012,0.0123,0.012356482694331336,0.1882617730152492,B,False
70,C,Viral pharyngitis,2919,0.009,0.0088,0.008859124430900818,0.1363967310184996,A,False
70,C,Viral pharyngitis,2919,0.007,0.007,0.00694260034957754,0.11440977590183832,A,False
71,E,Viral pharyngitis,3016,natural,,0.03462320875113189,1.0,D,False
71,E,Viral pharyngitis,3016,0.034,0.0335,0.03355514042775975,0.9025428934825543,D,False
71,E,Viral pharyngitis,3016,0.024,0.024,0.024028557238125605,0.5901705299683179,E,True
71,E,Viral pharyngitis,3016,0.017,0.0172,0.017037905117817626,0.3802992352356941,D,False
71,E,Viral pharyngitis,3016,0.012,0.0123,0.012273754672554553,0.2414969494853331,D,False
71,E,Viral pharyngitis,3016,0.009,0.0088,0.008768924866240414,0.1363967310184996,C,False
71,E,Viral pharyngitis,3016,0.007,0.007,0.006854644073948251,0.11440977590183832,C,False
72,C,Acute laryngitis,2991,natural,,0.03632379972301146,1.0,C,True
72,C,Acute laryngitis,2991,0.034,0.0335,0.033580530416080445,0.8296365396588028,C,True
72,C,Acute laryngitis,2991,0.024,0.024,0.023930349942881225,0.513500689817633,C,True
72,C,Acute laryngitis,2991,0.017,0.0172,0.017192763566155646,0.32847936791032617,C,True
72,C,Acute laryngitis,2991,0.012,0.0123,0.012200186054274918,0.20555713592330557,C,True
72,C,Acute laryngitis,2991,0.009,0.0088,0.008806923664607775,0.11954965899341273,C,True
72,C,Acute laryngitis,2991,0.007,0.007,0.007004022100584377,0.09596708604499847,B,False
73,E,Spontaneous rib fracture,3117,natural,,0.03837215185339523,1.0,D,False
73,E,Spontaneous rib fracture,3117,0.034,0.0335,0.03344132500144704,0.7460454542533906,D,False
73,E,Spontaneous rib fracture,3117,0.024,0.024,0.02391473534305451,0.4533840931520487,D,False
73,E,Spontaneous rib fracture,3117,0.017,0.0172,0.017238534043306043,0.2675739305347498,D,False
73,E,Spontaneous rib fracture,3117,0.012,0.0123,0.012232276178152564,0.1286343687209221,B,False
73,E,Spontaneous rib fracture,3117,0.009,0.0088,0.008954966874384287,0.08049733103113403,B,False
73,E,Spontaneous rib fracture,3117,0.007,0.007,0.006929740935523679,0.063678630095297,B,False
74,C,URTI,3052,natural,,0.037587212277766055,1.0,C,True
74,C,URTI,3052,0.034,0.0335,0.033468973279574314,0.7682255723212538,C,True
74,C,URTI,3052,0.024,0.024,0.024009770552078313,0.487837247732635,C,True
74,C,URTI,3052,0.017,0.0172,0.01720474149710759,0.30528074892059653,C,True
74,C,URTI,3052,0.012,0.0123,0.012316878785404403,0.1882617730152492,C,True
74,C,URTI,3052,0.009,0.0088,0.008817809088374163,0.1286343687209221,C,True
74,C,URTI,3052,0.007,0.007,0.007078945131734864,0.08789251557133614,C,True
75,A,Anaphylaxis,3113,natural,,0.04420583370036849,1.0,A,True
75,A,Anaphylaxis,3113,0.034,0.0335,0.03343466547946158,0.6350182359311426,A,True
75,A,Anaphylaxis,3113,0.024,0.024,0.02409842350651494,0.4152368286818413,A,True
75,A,Anaphylaxis,3113,0.017,0.0172,0.017198954004054696,0.252346250408634,A,True
75,A,Anaphylaxis,3113,0.012,0.0123,0.012314736896144336,0.14676166822967573,A,True
75,A,Anaphylaxis,3113,0.009,0.0088,0.008944351522569897,0.10175816115137408,A,True
75,A,Anaphylaxis,3113,0.007,0.007,0.007044064010045666,0.07703645231205218,A,True
76,B,Myasthenia gravis,2930,natural,,0.03366515991659028,1.0,B,True
76,B,Myasthenia gravis,2930,0.034,0.0335,0.033403782055274465,0.9125131940702098,B,True
76,B,Myasthenia gravis,2930,0.024,0.024,0.0239881367533109,0.5287671938398073,B,True
76,B,Myasthenia gravis,2930,0.017,0.0172,0.01723494705071003,0.2943032645387104,B,True
76,B,Myasthenia gravis,2930,0.012,0.0123,0.01220890706031241,0.15676187515876994,B,True
76,B,Myasthenia gravis,2930,0.009,0.0088,0.00877870130727636,0.0931963356615203,B,True
76,B,Myasthenia gravis,2930,0.007,0.007,0.0068480546069583734,0.07372436960092195,B,True
77,D,Pericarditis,2930,natural,,0.041591325188811624,1.0,D,True
77,D,Pericarditis,2930,0.034,0.0335,0.03345784738068639,0.6933565308901157,D,True
77,D,Pericarditis,2930,0.024,0.024,0.02396322488799096,0.44679113078950283,B,False
77,D,Pericarditis,2930,0.017,0.0172,0.017192581567582542,0.2755289704553164,B,False
77,D,Pericarditis,2930,0.012,0.0123,0.012187459561733106,0.18016770137959345,B,False
77,D,Pericarditis,2930,0.009,0.0088,0.008736698192355575,0.12492045240700124,B,False
77,D,Pericarditis,2930,0.007,0.007,0.006910679088305066,0.09050558205614526,B,False
78,B,Acute dystonic reactions,3113,natural,,0.037114710831680005,1.0,B,True
78,B,Acute dystonic reactions,3113,0.034,0.0335,0.0333139205144516,0.8027382667004205,B,True
78,B,Acute dystonic reactions,3113,0.024,0.024,0.02407866719799129,0.48250704097030434,B,True
78,B,Acute dystonic reactions,3113,0.017,0.0172,0.017328910175122444,0.2943032645387104,B,True
78,B,Acute dystonic reactions,3113,0.012,0.0123,0.012185067378414334,0.16744348711569607,B,True
78,B,Acute dystonic reactions,3113,0.009,0.0088,0.008968390218605965,0.10478345674943497,B,True
78,B,Acute dystonic reactions,3113,0.007,0.007,0.007231739175497788,0.0759162135601666,B,True
79,B,SLE,3093,natural,,0.04687900677553255,1.0,B,True
79,B,SLE,3093,0.034,0.0335,0.03346454764082321,0.5731311960714808,B,True
79,B,SLE,3093,0.024,0.024,0.023938821263671545,0.3802992352356941,B,True
79,B,SLE,3093,0.017,0.0172,0.017013332756311096,0.2675739305347498,D,False
79,B,SLE,3093,0.012,0.0123,0.012241710000731631,0.17754776192410024,D,False
79,B,SLE,3093,0.009,0.0088,0.008709447867352938,0.13245870069633822,D,False
79,B,SLE,3093,0.007,0.007,0.0069238547708503255,0.10175816115137408,D,False
80,E,Pulmonary embolism,3009,natural,,0.041105199314011645,1.0,E,True
80,E,Pulmonary embolism,3009,0.034,0.0335,0.03356862141502626,0.67580838103767,E,True
80,E,Pulmonary embolism,3009,0.024,0.024,0.024059518797019112,0.43389142998594615,E,True
80,E,Pulmonary embolism,3009,0.017,0.0172,0.01718875421810834,0.2675739305347498,E,True
80,E,Pulmonary embolism,3009,0.012,0.0123,0.012292347993618863,0.16500857899897703,E,True
80,E,Pulmonary embolism,3009,0.009,0.0088,0.008811665182465215,0.1111065503531848,E,True
80,E,Pulmonary embolism,3009,0.007,0.007,0.006951661230575614,0.08049733103113403,E,True
81,B,URTI,3111,natural,,0.037819540639725736,1.0,B,True
81,B,URTI,3111,0.034,0.0335,0.03348820198333392,0.7968803146841705,B,True
81,B,URTI,3111,0.024,0.024,0.024062019845867737,0.509753438034524,B,True
81,B,URTI,3111,0.017,0.0172,0.017263268088545444,0.30978554847668166,B,True
81,B,URTI,3111,0.012,0.0123,0.012368487675045278,0.19962231455216262,B,True
81,B,URTI,3111,0.009,0.0088,0.008833028869797336,0.12492045240700124,B,True
81,B,URTI,3111,0.007,0.007,0.006964554266408405,0.08049733103113403,B,True
82,A,Sarcoidosis,3071,natural,,0.04442805383371416,1.0,E,False
82,A,Sarcoidosis,3071,0.034,0.0335,0.03356489081555737,0.6733380229513618,E,False
82,A,Sarcoidosis,3071,0.024,0.024,0.024005363889360833,0.47029527763847684,E,False
82,A,Sarcoidosis,3071,0.017,0.0172,0.01717688017803878,0.32370272898051844,E,False
82,A,Sarcoidosis,3071,0.012,0.0123,0.01237560103197786,0.20555713592330557,E,False
82,A,Sarcoidosis,3071,0.009,0.0088,0.008844917253195417,0.1363967310184996,E,False
82,A,Sarcoidosis,3071,0.007,0.007,0.007073039314700318,0.10789869514276741,E,False
83,E,Tuberculosis,2823,natural,,0.03477102929724119,1.0,E,True
83,E,Tuberculosis,2823,0.034,0.0335,0.03356170757471028,0.8764847815685415,E,True
83,E,Tuberculosis,2823,0.024,0.024,0.0241222629101634,0.5464852034343953,E,True
83,E,Tuberculosis,2823,0.017,0.0172,0.017174462671561263,0.31899555036296995,E,True
83,E,Tuberculosis,2823,0.012,0.0123,0.012318070699829885,0.1882617730152492,C,False
83,E,Tuberculosis,2823,0.009,0.0088,0.008711389889944748,0.12310390027499832,C,False
83,E,Tuberculosis,2823,0.007,0.007,0.006928082545718207,0.08535489323371559,C,False
84,B,Inguinal hernia,3203,natural,,0.04506008764302335,1.0,B,True
84,B,Inguinal hernia,3203,0.034,0.0335,0.033604748652533975,0.5710361654023484,B,True
84,B,Inguinal hernia,3203,0.024,0.024,0.02409523410696807,0.31435682198866555,B,True
84,B,Inguinal hernia,3203,0.017,0.0172,0.017336973784150413,0.18282630132100924,B,True
84,B,Inguinal hernia,3203,0.012,0.0123,0.012202497819293875,0.11781120717275206,B,True
84,B,Inguinal hernia,3203,0.009,0.0088,0.009094931658771887,0.07932676531921418,B,True
84,B,Inguinal hernia,3203,0.007,0.007,0.0070001638574409344,0.061840108201726356,B,True
85,C,PSVT,2937,natural,,0.040132942352124217,1.0,C,True
85,C,PSVT,2937,0.034,0.0335,0.033523910600626664,0.7139701940799238,C,True
85,C,PSVT,2937,0.024,0.024,0.02399822893877309,0.4533840931520487,C,True
85,C,PSVT,2937,0.017,0.0172,0.017218615747823136,0.2921555976422762,C,True
85,C,PSVT,2937,0.012,0.0123,0.012293611643838354,0.1699143253493389,A,False
85,C,PSVT,2937,0.009,0.0088,0.008807187756049974,0.11781120717275206,A,False
85,C,PSVT,2937,0.007,0.007,0.006905459884538279,0.06952870257335038,C,True
86,E,Chagas,2993,natural,,0.041993316006594734,1.0,A,False
86,E,Chagas,2993,0.034,0.0335,0.03338326833485408,0.6515072222707989,A,False
86,E,Chagas,2993,0.024,0.024,0.023948397619109985,0.3973842578530246,A,False
86,E,Chagas,2993,0.017,0.0172,0.017264108201025898,0.23452447805818624,A,False
86,E,Chagas,2993,0.012,0.0123,0.012248331586472117,0.14892732033918138,A,False
86,E,Chagas,2993,0.009,0.0088,0.008782540982076342,0.10175816115137408,A,False
86,E,Chagas,2993,0.007,0.007,0.006936960763660329,0.07481226495175938,A,False
87,C,Anemia,3003,natural,,0.03876816543362922,1.0,C,True
87,C,Anemia,3003,0.034,0.0335,0.03346270618217443,0.7668201963387953,C,True
87,C,Anemia,3003,0.024,0.024,0.02391489389164052,0.509753438034524,C,True
87,C,Anemia,3003,0.017,0.0172,0.01726892455708858,0.31435682198866555,C,True
87,C,Anemia,3003,0.012,0.0123,0.012283317194596993,0.1882617730152492,E,False
87,C,Anemia,3003,0.009,0.0088,0.008564083095813167,0.13245870069633822,E,False
87,C,Anemia,3003,0.007,0.007,0.007043371848699849,0.09596708604499847,E,False
88,B,Acute dystonic reactions,3035,natural,,0.032665956113612275,1.0,B,True
88,B,Acute dystonic reactions,3035,0.024,0.024,0.02405870027483393,0.6077164475263447,B,True
88,B,Acute dystonic reactions,3035,0.017,0.0172,0.017205934458114004,0.3802992352356941,B,True
88,B,Acute dystonic reactions,3035,0.012,0.0123,0.0124616629511886,0.1363967310184996,B,True
88,B,Acute dystonic reactions,3035,0.009,0.0088,0.008787640685172383,0.09050558205614526,B,True
88,B,Acute dystonic reactions,3035,0.007,0.007,0.007172966014751993,0.0675212780775444,A,False
