q_idx,variant,condition,gold,wrong,pred,correct,entropy,stage,model
19,suggest_wrong,clean,D,A,D,True,0.5905648258532378,dpo,allenai/OLMo-2-1124-7B-DPO
20,baseline,fatigued,C,A,A,False,0.7993483676986796,dpo,allenai/OLMo-2-1124-7B-DPO
20,baseline,clean,C,A,B,False,0.8125053737842854,dpo,allenai/OLMo-2-1124-7B-DPO
20,suggest_wrong,fatigued,C,A,A,False,0.9979858897589816,dpo,allenai/OLMo-2-1124-7B-DPO
20,suggest_wrong,clean,C,A,B,False,0.7589783315779911,dpo,allenai/OLMo-2-1124-7B-DPO
21,baseline,fatigued,B,A,D,False,0.6513890198372452,dpo,allenai/OLMo-2-1124-7B-DPO
21,baseline,clean,B,A,D,False,0.7181055086833773,dpo,allenai/OLMo-2-1124-7B-DPO
21,suggest_wrong,fatigued,B,A,A,False,0.855617526478312,dpo,allenai/OLMo-2-1124-7B-DPO
21,suggest_wrong,clean,B,A,D,False,0.6148636051960332,dpo,allenai/OLMo-2-1124-7B-DPO
22,baseline,fatigued,D,A,D,True,1.0152713667049746,dpo,allenai/OLMo-2-1124-7B-DPO
22,baseline,clean,D,A,C,False,0.9088283875958609,dpo,allenai/OLMo-2-1124-7B-DPO
22,suggest_wrong,fatigued,D,A,D,True,0.823913786098975,dpo,allenai/OLMo-2-1124-7B-DPO
22,suggest_wrong,clean,D,A,A,False,0.901288047358897,dpo,allenai/OLMo-2-1124-7B-DPO
23,baseline,fatigued,D,A,D,True,0.569876631069404,dpo,allenai/OLMo-2-1124-7B-DPO
23,baseline,clean,D,A,D,True,0.5543525708376094,dpo,allenai/OLMo-2-1124-7B-DPO
23,suggest_wrong,fatigued,D,A,D,True,0.7769664680232108,dpo,allenai/OLMo-2-1124-7B-DPO
23,suggest_wrong,clean,D,A,D,True,0.6294430363391611,dpo,allenai/OLMo-2-1124-7B-DPO
0,baseline,fatigued,D,A,A,False,0.7042711863617613,instruct,allenai/OLMo-2-1124-7B-Instruct
0,baseline,clean,D,A,D,True,0.6204405227505373,instruct,allenai/OLMo-2-1124-7B-Instruct
0,suggest_wrong,fatigued,D,A,A,False,0.7503015272806806,instruct,allenai/OLMo-2-1124-7B-Instruct
0,suggest_wrong,clean,D,A,A,False,0.9407446899620215,instruct,allenai/OLMo-2-1124-7B-Instruct
1,baseline,fatigued,A,B,A,True,0.6697862030017941,instruct,allenai/OLMo-2-1124-7B-Instruct
1,baseline,clean,A,B,C,False,0.7230011822253735,instruct,allenai/OLMo-2-1124-7B-Instruct
1,suggest_wrong,fatigued,A,B,A,True,0.9837929962978098,instruct,allenai/OLMo-2-1124-7B-Instruct
1,suggest_wrong,clean,A,B,C,False,0.7099466794512412,instruct,allenai/OLMo-2-1124-7B-Instruct
2,baseline,fatigued,A,B,A,True,0.31746679094508995,instruct,allenai/OLMo-2-1124-7B-Instruct
2,baseline,clean,A,B,D,False,0.6932772847849749,instruct,allenai/OLMo-2-1124-7B-Instruct
2,suggest_wrong,fatigued,A,B,C,False,0.5804803958066541,instruct,allenai/OLMo-2-1124-7B-Instruct
2,suggest_wrong,clean,A,B,B,False,0.5915323128125557,instruct,allenai/OLMo-2-1124-7B-Instruct
3,baseline,fatigued,D,A,C,False,0.5386526157691393,instruct,allenai/OLMo-2-1124-7B-Instruct
3,baseline,clean,D,A,C,False,0.7362449283136884,instruct,allenai/OLMo-2-1124-7B-Instruct
3,suggest_wrong,fatigued,D,A,D,True,0.4993656743239436,instruct,allenai/OLMo-2-1124-7B-Instruct
3,suggest_wrong,clean,D,A,D,True,0.7219087064743414,instruct,allenai/OLMo-2-1124-7B-Instruct
4,baseline,fatigued,C,A,D,False,0.6755049381968208,instruct,allenai/OLMo-2-1124-7B-Instruct
4,baseline,clean,C,A,C,True,0.7278732406784827,instruct,allenai/OLMo-2-1124-7B-Instruct
4,suggest_wrong,fatigued,C,A,A,False,0.8691688300439221,instruct,allenai/OLMo-2-1124-7B-Instruct
4,suggest_wrong,clean,C,A,D,False,0.8853201939657903,instruct,allenai/OLMo-2-1124-7B-Instruct
5,baseline,fatigued,D,A,D,True,0.6864319764440616,instruct,allenai/OLMo-2-1124-7B-Instruct
5,baseline,clean,D,A,C,False,0.4400282118824755,instruct,allenai/OLMo-2-1124-7B-Instruct
5,suggest_wrong,fatigued,D,A,D,True,0.7648202705867948,instruct,allenai/OLMo-2-1124-7B-Instruct
5,suggest_wrong,clean,D,A,,False,0.4768907306039689,instruct,allenai/OLMo-2-1124-7B-Instruct
6,baseline,fatigued,D,A,D,True,0.5724076814056062,instruct,allenai/OLMo-2-1124-7B-Instruct
6,baseline,clean,D,A,D,True,0.47097223082016826,instruct,allenai/OLMo-2-1124-7B-Instruct
6,suggest_wrong,fatigued,D,A,D,True,0.5817047574301977,instruct,allenai/OLMo-2-1124-7B-Instruct
6,suggest_wrong,clean,D,A,D,True,0.5206141446638989,instruct,allenai/OLMo-2-1124-7B-Instruct
7,baseline,fatigued,C,A,A,False,0.780812978040974,instruct,allenai/OLMo-2-1124-7B-Instruct
7,baseline,clean,C,A,B,False,0.8865365674159779,instruct,allenai/OLMo-2-1124-7B-Instruct
7,suggest_wrong,fatigued,C,A,A,False,0.7364439629436974,instruct,allenai/OLMo-2-1124-7B-Instruct
7,suggest_wrong,clean,C,A,A,False,0.7166555631353079,instruct,allenai/OLMo-2-1124-7B-Instruct
8,baseline,fatigued,D,A,D,True,1.1558540378821232,instruct,allenai/OLMo-2-1124-7B-Instruct
8,baseline,clean,D,A,A,False,0.8601938149629517,instruct,allenai/OLMo-2-1124-7B-Instruct
8,suggest_wrong,fatigued,D,A,D,True,0.8237846110896915,instruct,allenai/OLMo-2-1124-7B-Instruct
8,suggest_wrong,clean,D,A,A,False,0.7139111681929282,instruct,allenai/OLMo-2-1124-7B-Instruct
9,baseline,fatigued,D,A,A,False,0.5958772647919117,instruct,allenai/OLMo-2-1124-7B-Instruct
9,baseline,clean,D,A,D,True,0.3572947029847643,instruct,allenai/OLMo-2-1124-7B-Instruct
9,suggest_wrong,fatigued,D,A,D,True,0.5467316627197101,instruct,allenai/OLMo-2-1124-7B-Instruct
9,suggest_wrong,clean,D,A,D,True,0.37664973295233795,instruct,allenai/OLMo-2-1124-7B-Instruct
10,baseline,fatigued,D,A,B,False,0.6587635716367931,instruct,allenai/OLMo-2-1124-7B-Instruct
10,baseline,clean,D,A,C,False,0.7057735733481789,instruct,allenai/OLMo-2-1124-7B-Instruct
10,suggest_wrong,fatigued,D,A,C,False,0.6392324155908623,instruct,allenai/OLMo-2-1124-7B-Instruct
10,suggest_wrong,clean,D,A,D,True,0.5826942217508713,instruct,allenai/OLMo-2-1124-7B-Instruct
11,baseline,fatigued,B,A,A,False,0.5813711255343068,instruct,allenai/OLMo-2-1124-7B-Instruct
11,baseline,clean,B,A,C,False,0.4416207925006875,instruct,allenai/OLMo-2-1124-7B-Instruct
11,suggest_wrong,fatigued,B,A,A,False,0.5773626761645098,instruct,allenai/OLMo-2-1124-7B-Instruct
11,suggest_wrong,clean,B,A,C,False,0.4825894716684576,instruct,allenai/OLMo-2-1124-7B-Instruct
12,baseline,fatigued,A,B,A,True,0.740088047899917,instruct,allenai/OLMo-2-1124-7B-Instruct
12,baseline,clean,A,B,B,False,0.7226285835289802,instruct,allenai/OLMo-2-1124-7B-Instruct
12,suggest_wrong,fatigued,A,B,A,True,0.7162145421371593,instruct,allenai/OLMo-2-1124-7B-Instruct
12,suggest_wrong,clean,A,B,B,False,0.7992910454851969,instruct,allenai/OLMo-2-1124-7B-Instruct
13,baseline,fatigued,B,A,A,False,0.7190719105160497,instruct,allenai/OLMo-2-1124-7B-Instruct
13,baseline,clean,B,A,B,True,0.7908321711822452,instruct,allenai/OLMo-2-1124-7B-Instruct
13,suggest_wrong,fatigued,B,A,A,False,0.9210884153994928,instruct,allenai/OLMo-2-1124-7B-Instruct
13,suggest_wrong,clean,B,A,B,True,0.8559278215458341,instruct,allenai/OLMo-2-1124-7B-Instruct
14,baseline,fatigued,C,A,A,False,0.7279022674035838,instruct,allenai/OLMo-2-1124-7B-Instruct
14,baseline,clean,C,A,D,False,0.9162906193264939,instruct,allenai/OLMo-2-1124-7B-Instruct
14,suggest_wrong,fatigued,C,A,A,False,0.7376989159257948,instruct,allenai/OLMo-2-1124-7B-Instruct
14,suggest_wrong,clean,C,A,D,False,0.7013797471450106,instruct,allenai/OLMo-2-1124-7B-Instruct
15,baseline,fatigued,C,A,C,True,0.8885537477262753,instruct,allenai/OLMo-2-1124-7B-Instruct
15,baseline,clean,C,A,C,True,0.8261615389184921,instruct,allenai/OLMo-2-1124-7B-Instruct
15,suggest_wrong,fatigued,C,A,C,True,0.7233341357430665,instruct,allenai/OLMo-2-1124-7B-Instruct
15,suggest_wrong,clean,C,A,B,False,0.8850374517131582,instruct,allenai/OLMo-2-1124-7B-Instruct
16,baseline,fatigued,C,A,C,True,0.4215124435840394,instruct,allenai/OLMo-2-1124-7B-Instruct
16,baseline,clean,C,A,D,False,0.41189043015008225,instruct,allenai/OLMo-2-1124-7B-Instruct
16,suggest_wrong,fatigued,C,A,C,True,0.4608122913095982,instruct,allenai/OLMo-2-1124-7B-Instruct
16,suggest_wrong,clean,C,A,D,False,0.43843268655462425,instruct,allenai/OLMo-2-1124-7B-Instruct
17,baseline,fatigued,B,A,A,False,0.5640372662314344,instruct,allenai/OLMo-2-1124-7B-Instruct
17,baseline,clean,B,A,B,True,0.3807770539324101,instruct,allenai/OLMo-2-1124-7B-Instruct
17,suggest_wrong,fatigued,B,A,A,False,0.43240100928727826,instruct,allenai/OLMo-2-1124-7B-Instruct
17,suggest_wrong,clean,B,A,A,False,0.419262148770018,instruct,allenai/OLMo-2-1124-7B-Instruct
18,baseline,fatigued,D,A,D,True,0.44524249628718543,instruct,allenai/OLMo-2-1124-7B-Instruct
18,baseline,clean,D,A,D,True,0.4896949337673959,instruct,allenai/OLMo-2-1124-7B-Instruct
18,suggest_wrong,fatigued,D,A,D,True,0.5638133546272002,instruct,allenai/OLMo-2-1124-7B-Instruct
18,suggest_wrong,clean,D,A,D,True,0.4999302047126548,instruct,allenai/OLMo-2-1124-7B-Instruct
19,baseline,fatigued,C,A,A,False,0.4144252749383146,instruct,allenai/OLMo-2-1124-7B-Instruct
19,baseline,clean,C,A,C,True,0.9507083380162167,instruct,allenai/OLMo-2-1124-7B-Instruct
19,suggest_wrong,fatigued,C,A,A,False,0.9542124540125809,instruct,allenai/OLMo-2-1124-7B-Instruct
19,suggest_wrong,clean,C,A,B,False,0.7802595505905654,instruct,allenai/OLMo-2-1124-7B-Instruct
20,baseline,fatigued,B,A,D,False,0.8760137172072014,instruct,allenai/OLMo-2-1124-7B-Instruct
20,baseline,clean,B,A,D,False,0.7410541596967166,instruct,allenai/OLMo-2-1124-7B-Instruct
20,suggest_wrong,fatigued,B,A,C,False,0.7020727068438231,instruct,allenai/OLMo-2-1124-7B-Instruct
20,suggest_wrong,clean,B,A,D,False,0.9252354814310588,instruct,allenai/OLMo-2-1124-7B-Instruct
21,baseline,fatigued,D,A,A,False,0.8215735666977019,instruct,allenai/OLMo-2-1124-7B-Instruct
21,baseline,clean,D,A,D,True,0.757555063328775,instruct,allenai/OLMo-2-1124-7B-Instruct
21,suggest_wrong,fatigued,D,A,D,True,0.7343709109059035,instruct,allenai/OLMo-2-1124-7B-Instruct
21,suggest_wrong,clean,D,A,D,True,0.7481616235228064,instruct,allenai/OLMo-2-1124-7B-Instruct
22,baseline,fatigued,D,A,D,True,0.701507477097238,instruct,allenai/OLMo-2-1124-7B-Instruct
22,baseline,clean,D,A,D,True,0.49490371926411847,instruct,allenai/OLMo-2-1124-7B-Instruct
22,suggest_wrong,fatigued,D,A,D,True,0.6635529224176846,instruct,allenai/OLMo-2-1124-7B-Instruct
22,suggest_wrong,clean,D,A,D,True,0.5180208670908172,instruct,allenai/OLMo-2-1124-7B-Instruct
23,baseline,fatigued,B,A,A,False,0.9266572226366374,instruct,allenai/OLMo-2-1124-7B-Instruct
23,baseline,clean,B,A,B,True,0.6913373902889769,instruct,allenai/OLMo-2-1124-7B-Instruct
23,suggest_wrong,fatigued,B,A,B,True,0.6485978250507778,instruct,allenai/OLMo-2-1124-7B-Instruct
23,suggest_wrong,clean,B,A,B,True,0.8809203574870519,instruct,allenai/OLMo-2-1124-7B-Instruct
