condition,amount_scale_factor,amount_scale_factor_text,base_x_now,base_x_now_text,base_y_later,base_y_later_text,x_now,x_now_text,y_later,y_later_text,amount_multiplier_text,t_delay,n_total,n_choose_x,n_choose_y,n_it_depends,n_unparsed,n_amount_scale_factors,amount_scale_factors,n_parsed,prop_choose_x_parsed,prop_choose_y_parsed,prop_it_depends_parsed,unparsed_rate,amount_multiplier
steer_long_term_plus16,0.5,0.5,100,100,500,500,50,50,250.0,250,5,3650 days,1,1,0,0,0,1,0.5,1,1.0,0.0,0.0,0.0,5.0
steer_long_term_plus16,0.5,0.5,100,100,500,500,50,50,250.0,250,5,7 days,1,0,1,0,0,1,0.5,1,0.0,1.0,0.0,0.0,5.0
steer_long_term_plus16,0.5,0.5,100,100,500,500,50,50,250.0,250,5,730 days,1,0,1,0,0,1,0.5,1,0.0,1.0,0.0,0.0,5.0
steer_long_term_plus16,0.5,0.5,100,100,500,500,50,50,250.0,250,5,8 hours,1,0,1,0,0,1,0.5,1,0.0,1.0,0.0,0.0,5.0
steer_long_term_plus16,0.5,0.5,100,100,500,500,50,50,250.0,250,5,90 days,1,0,1,0,0,1,0.5,1,0.0,1.0,0.0,0.0,5.0
steer_long_term_plus16,0.5,0.5,100,100,1000,1000,50,50,500.0,500,10,1 day,1,0,1,0,0,1,0.5,1,0.0,1.0,0.0,0.0,10.0
steer_long_term_plus16,0.5,0.5,100,100,1000,1000,50,50,500.0,500,10,1 hour,1,0,1,0,0,1,0.5,1,0.0,1.0,0.0,0.0,10.0
steer_long_term_plus16,0.5,0.5,100,100,1000,1000,50,50,500.0,500,10,1095 days,1,1,0,0,0,1,0.5,1,1.0,0.0,0.0,0.0,10.0
steer_long_term_plus16,0.5,0.5,100,100,1000,1000,50,50,500.0,500,10,1825 days,1,1,0,0,0,1,0.5,1,1.0,0.0,0.0,0.0,10.0
steer_long_term_plus16,0.5,0.5,100,100,1000,1000,50,50,500.0,500,10,2 days,1,0,1,0,0,1,0.5,1,0.0,1.0,0.0,0.0,10.0
steer_long_term_plus16,0.5,0.5,100,100,1000,1000,50,50,500.0,500,10,30 days,1,0,1,0,0,1,0.5,1,0.0,1.0,0.0,0.0,10.0
steer_long_term_plus16,0.5,0.5,100,100,1000,1000,50,50,500.0,500,10,365 days,1,0,1,0,0,1,0.5,1,0.0,1.0,0.0,0.0,10.0
steer_long_term_plus16,0.5,0.5,100,100,1000,1000,50,50,500.0,500,10,3650 days,1,1,0,0,0,1,0.5,1,1.0,0.0,0.0,0.0,10.0
steer_long_term_plus16,0.5,0.5,100,100,1000,1000,50,50,500.0,500,10,7 days,1,0,1,0,0,1,0.5,1,0.0,1.0,0.0,0.0,10.0
steer_long_term_plus16,0.5,0.5,100,100,1000,1000,50,50,500.0,500,10,730 days,1,0,1,0,0,1,0.5,1,0.0,1.0,0.0,0.0,10.0
steer_long_term_plus16,0.5,0.5,100,100,1000,1000,50,50,500.0,500,10,8 hours,1,0,1,0,0,1,0.5,1,0.0,1.0,0.0,0.0,10.0
steer_long_term_plus16,0.5,0.5,100,100,1000,1000,50,50,500.0,500,10,90 days,1,0,1,0,0,1,0.5,1,0.0,1.0,0.0,0.0,10.0
steer_long_term_plus16,0.5,0.5,100,100,10000,10000,50,50,5000.0,5000,100,1 day,1,0,1,0,0,1,0.5,1,0.0,1.0,0.0,0.0,100.0
steer_long_term_plus16,0.5,0.5,100,100,10000,10000,50,50,5000.0,5000,100,1 hour,1,0,1,0,0,1,0.5,1,0.0,1.0,0.0,0.0,100.0
steer_long_term_plus16,0.5,0.5,100,100,10000,10000,50,50,5000.0,5000,100,1095 days,1,0,1,0,0,1,0.5,1,0.0,1.0,0.0,0.0,100.0
steer_long_term_plus16,0.5,0.5,100,100,10000,10000,50,50,5000.0,5000,100,1825 days,1,0,1,0,0,1,0.5,1,0.0,1.0,0.0,0.0,100.0
steer_long_term_plus16,0.5,0.5,100,100,10000,10000,50,50,5000.0,5000,100,2 days,1,0,1,0,0,1,0.5,1,0.0,1.0,0.0,0.0,100.0
steer_long_term_plus16,0.5,0.5,100,100,10000,10000,50,50,5000.0,5000,100,30 days,1,0,1,0,0,1,0.5,1,0.0,1.0,0.0,0.0,100.0
steer_long_term_plus16,0.5,0.5,100,100,10000,10000,50,50,5000.0,5000,100,365 days,1,0,1,0,0,1,0.5,1,0.0,1.0,0.0,0.0,100.0
steer_long_term_plus16,0.5,0.5,100,100,10000,10000,50,50,5000.0,5000,100,3650 days,1,0,1,0,0,1,0.5,1,0.0,1.0,0.0,0.0,100.0
steer_long_term_plus16,0.5,0.5,100,100,10000,10000,50,50,5000.0,5000,100,7 days,1,0,1,0,0,1,0.5,1,0.0,1.0,0.0,0.0,100.0
steer_long_term_plus16,0.5,0.5,100,100,10000,10000,50,50,5000.0,5000,100,730 days,1,0,1,0,0,1,0.5,1,0.0,1.0,0.0,0.0,100.0
steer_long_term_plus16,0.5,0.5,100,100,10000,10000,50,50,5000.0,5000,100,8 hours,1,1,0,0,0,1,0.5,1,1.0,0.0,0.0,0.0,100.0
steer_long_term_plus16,0.5,0.5,100,100,10000,10000,50,50,5000.0,5000,100,90 days,1,0,1,0,0,1,0.5,1,0.0,1.0,0.0,0.0,100.0
steer_long_term_plus16,0.7,0.7,100,100,100,100,70,70,70.0,70,1,1 day,1,1,0,0,0,1,0.7,1,1.0,0.0,0.0,0.0,1.0
steer_long_term_plus16,0.7,0.7,100,100,100,100,70,70,70.0,70,1,1 hour,1,1,0,0,0,1,0.7,1,1.0,0.0,0.0,0.0,1.0
steer_long_term_plus16,0.7,0.7,100,100,100,100,70,70,70.0,70,1,1095 days,1,1,0,0,0,1,0.7,1,1.0,0.0,0.0,0.0,1.0
steer_long_term_plus16,0.7,0.7,100,100,100,100,70,70,70.0,70,1,1825 days,1,1,0,0,0,1,0.7,1,1.0,0.0,0.0,0.0,1.0
steer_long_term_plus16,0.7,0.7,100,100,100,100,70,70,70.0,70,1,2 days,1,1,0,0,0,1,0.7,1,1.0,0.0,0.0,0.0,1.0
steer_long_term_plus16,0.7,0.7,100,100,100,100,70,70,70.0,70,1,30 days,1,1,0,0,0,1,0.7,1,1.0,0.0,0.0,0.0,1.0
steer_long_term_plus16,0.7,0.7,100,100,100,100,70,70,70.0,70,1,365 days,1,1,0,0,0,1,0.7,1,1.0,0.0,0.0,0.0,1.0
steer_long_term_plus16,0.7,0.7,100,100,100,100,70,70,70.0,70,1,3650 days,1,1,0,0,0,1,0.7,1,1.0,0.0,0.0,0.0,1.0
steer_long_term_plus16,0.7,0.7,100,100,100,100,70,70,70.0,70,1,7 days,1,1,0,0,0,1,0.7,1,1.0,0.0,0.0,0.0,1.0
steer_long_term_plus16,0.7,0.7,100,100,100,100,70,70,70.0,70,1,730 days,1,1,0,0,0,1,0.7,1,1.0,0.0,0.0,0.0,1.0
steer_long_term_plus16,0.7,0.7,100,100,100,100,70,70,70.0,70,1,8 hours,1,1,0,0,0,1,0.7,1,1.0,0.0,0.0,0.0,1.0
steer_long_term_plus16,0.7,0.7,100,100,100,100,70,70,70.0,70,1,90 days,1,1,0,0,0,1,0.7,1,1.0,0.0,0.0,0.0,1.0
steer_long_term_plus16,0.7,0.7,100,100,101,101,70,70,70.7,70.7,1.01,1 day,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,1.01
steer_long_term_plus16,0.7,0.7,100,100,101,101,70,70,70.7,70.7,1.01,1 hour,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,1.01
steer_long_term_plus16,0.7,0.7,100,100,101,101,70,70,70.7,70.7,1.01,1095 days,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,1.01
steer_long_term_plus16,0.7,0.7,100,100,101,101,70,70,70.7,70.7,1.01,1825 days,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,1.01
steer_long_term_plus16,0.7,0.7,100,100,101,101,70,70,70.7,70.7,1.01,2 days,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,1.01
steer_long_term_plus16,0.7,0.7,100,100,101,101,70,70,70.7,70.7,1.01,30 days,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,1.01
steer_long_term_plus16,0.7,0.7,100,100,101,101,70,70,70.7,70.7,1.01,365 days,1,1,0,0,0,1,0.7,1,1.0,0.0,0.0,0.0,1.01
steer_long_term_plus16,0.7,0.7,100,100,101,101,70,70,70.7,70.7,1.01,3650 days,1,1,0,0,0,1,0.7,1,1.0,0.0,0.0,0.0,1.01
steer_long_term_plus16,0.7,0.7,100,100,101,101,70,70,70.7,70.7,1.01,7 days,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,1.01
steer_long_term_plus16,0.7,0.7,100,100,101,101,70,70,70.7,70.7,1.01,730 days,1,1,0,0,0,1,0.7,1,1.0,0.0,0.0,0.0,1.01
steer_long_term_plus16,0.7,0.7,100,100,101,101,70,70,70.7,70.7,1.01,8 hours,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,1.01
steer_long_term_plus16,0.7,0.7,100,100,101,101,70,70,70.7,70.7,1.01,90 days,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,1.01
steer_long_term_plus16,0.7,0.7,100,100,110,110,70,70,77.0,77,1.1,1 day,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,1.1
steer_long_term_plus16,0.7,0.7,100,100,110,110,70,70,77.0,77,1.1,1 hour,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,1.1
steer_long_term_plus16,0.7,0.7,100,100,110,110,70,70,77.0,77,1.1,1095 days,1,1,0,0,0,1,0.7,1,1.0,0.0,0.0,0.0,1.1
steer_long_term_plus16,0.7,0.7,100,100,110,110,70,70,77.0,77,1.1,1825 days,1,1,0,0,0,1,0.7,1,1.0,0.0,0.0,0.0,1.1
steer_long_term_plus16,0.7,0.7,100,100,110,110,70,70,77.0,77,1.1,2 days,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,1.1
steer_long_term_plus16,0.7,0.7,100,100,110,110,70,70,77.0,77,1.1,30 days,1,1,0,0,0,1,0.7,1,1.0,0.0,0.0,0.0,1.1
steer_long_term_plus16,0.7,0.7,100,100,110,110,70,70,77.0,77,1.1,365 days,1,1,0,0,0,1,0.7,1,1.0,0.0,0.0,0.0,1.1
steer_long_term_plus16,0.7,0.7,100,100,110,110,70,70,77.0,77,1.1,3650 days,1,1,0,0,0,1,0.7,1,1.0,0.0,0.0,0.0,1.1
steer_long_term_plus16,0.7,0.7,100,100,110,110,70,70,77.0,77,1.1,7 days,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,1.1
steer_long_term_plus16,0.7,0.7,100,100,110,110,70,70,77.0,77,1.1,730 days,1,1,0,0,0,1,0.7,1,1.0,0.0,0.0,0.0,1.1
steer_long_term_plus16,0.7,0.7,100,100,110,110,70,70,77.0,77,1.1,8 hours,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,1.1
steer_long_term_plus16,0.7,0.7,100,100,110,110,70,70,77.0,77,1.1,90 days,1,1,0,0,0,1,0.7,1,1.0,0.0,0.0,0.0,1.1
steer_long_term_plus16,0.7,0.7,100,100,150,150,70,70,105.0,105,1.5,1 day,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,1.5
steer_long_term_plus16,0.7,0.7,100,100,150,150,70,70,105.0,105,1.5,1 hour,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,1.5
steer_long_term_plus16,0.7,0.7,100,100,150,150,70,70,105.0,105,1.5,1095 days,1,1,0,0,0,1,0.7,1,1.0,0.0,0.0,0.0,1.5
steer_long_term_plus16,0.7,0.7,100,100,150,150,70,70,105.0,105,1.5,1825 days,1,1,0,0,0,1,0.7,1,1.0,0.0,0.0,0.0,1.5
steer_long_term_plus16,0.7,0.7,100,100,150,150,70,70,105.0,105,1.5,2 days,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,1.5
steer_long_term_plus16,0.7,0.7,100,100,150,150,70,70,105.0,105,1.5,30 days,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,1.5
steer_long_term_plus16,0.7,0.7,100,100,150,150,70,70,105.0,105,1.5,365 days,1,1,0,0,0,1,0.7,1,1.0,0.0,0.0,0.0,1.5
steer_long_term_plus16,0.7,0.7,100,100,150,150,70,70,105.0,105,1.5,3650 days,1,1,0,0,0,1,0.7,1,1.0,0.0,0.0,0.0,1.5
steer_long_term_plus16,0.7,0.7,100,100,150,150,70,70,105.0,105,1.5,7 days,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,1.5
steer_long_term_plus16,0.7,0.7,100,100,150,150,70,70,105.0,105,1.5,730 days,1,1,0,0,0,1,0.7,1,1.0,0.0,0.0,0.0,1.5
steer_long_term_plus16,0.7,0.7,100,100,150,150,70,70,105.0,105,1.5,8 hours,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,1.5
steer_long_term_plus16,0.7,0.7,100,100,150,150,70,70,105.0,105,1.5,90 days,1,1,0,0,0,1,0.7,1,1.0,0.0,0.0,0.0,1.5
steer_long_term_plus16,0.7,0.7,100,100,200,200,70,70,140.0,140,2,1 day,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,2.0
steer_long_term_plus16,0.7,0.7,100,100,200,200,70,70,140.0,140,2,1 hour,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,2.0
steer_long_term_plus16,0.7,0.7,100,100,200,200,70,70,140.0,140,2,1095 days,1,1,0,0,0,1,0.7,1,1.0,0.0,0.0,0.0,2.0
steer_long_term_plus16,0.7,0.7,100,100,200,200,70,70,140.0,140,2,1825 days,1,1,0,0,0,1,0.7,1,1.0,0.0,0.0,0.0,2.0
steer_long_term_plus16,0.7,0.7,100,100,200,200,70,70,140.0,140,2,2 days,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,2.0
steer_long_term_plus16,0.7,0.7,100,100,200,200,70,70,140.0,140,2,30 days,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,2.0
steer_long_term_plus16,0.7,0.7,100,100,200,200,70,70,140.0,140,2,365 days,1,1,0,0,0,1,0.7,1,1.0,0.0,0.0,0.0,2.0
steer_long_term_plus16,0.7,0.7,100,100,200,200,70,70,140.0,140,2,3650 days,1,1,0,0,0,1,0.7,1,1.0,0.0,0.0,0.0,2.0
steer_long_term_plus16,0.7,0.7,100,100,200,200,70,70,140.0,140,2,7 days,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,2.0
steer_long_term_plus16,0.7,0.7,100,100,200,200,70,70,140.0,140,2,730 days,1,1,0,0,0,1,0.7,1,1.0,0.0,0.0,0.0,2.0
steer_long_term_plus16,0.7,0.7,100,100,200,200,70,70,140.0,140,2,8 hours,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,2.0
steer_long_term_plus16,0.7,0.7,100,100,200,200,70,70,140.0,140,2,90 days,1,1,0,0,0,1,0.7,1,1.0,0.0,0.0,0.0,2.0
steer_long_term_plus16,0.7,0.7,100,100,500,500,70,70,350.0,350,5,1 day,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,5.0
steer_long_term_plus16,0.7,0.7,100,100,500,500,70,70,350.0,350,5,1 hour,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,5.0
steer_long_term_plus16,0.7,0.7,100,100,500,500,70,70,350.0,350,5,1095 days,1,1,0,0,0,1,0.7,1,1.0,0.0,0.0,0.0,5.0
steer_long_term_plus16,0.7,0.7,100,100,500,500,70,70,350.0,350,5,1825 days,1,1,0,0,0,1,0.7,1,1.0,0.0,0.0,0.0,5.0
steer_long_term_plus16,0.7,0.7,100,100,500,500,70,70,350.0,350,5,2 days,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,5.0
steer_long_term_plus16,0.7,0.7,100,100,500,500,70,70,350.0,350,5,30 days,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,5.0
steer_long_term_plus16,0.7,0.7,100,100,500,500,70,70,350.0,350,5,365 days,1,1,0,0,0,1,0.7,1,1.0,0.0,0.0,0.0,5.0
steer_long_term_plus16,0.7,0.7,100,100,500,500,70,70,350.0,350,5,3650 days,1,1,0,0,0,1,0.7,1,1.0,0.0,0.0,0.0,5.0
steer_long_term_plus16,0.7,0.7,100,100,500,500,70,70,350.0,350,5,7 days,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,5.0
steer_long_term_plus16,0.7,0.7,100,100,500,500,70,70,350.0,350,5,730 days,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,5.0
steer_long_term_plus16,0.7,0.7,100,100,500,500,70,70,350.0,350,5,8 hours,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,5.0
steer_long_term_plus16,0.7,0.7,100,100,500,500,70,70,350.0,350,5,90 days,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,5.0
steer_long_term_plus16,0.7,0.7,100,100,1000,1000,70,70,700.0,700,10,1 day,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,10.0
steer_long_term_plus16,0.7,0.7,100,100,1000,1000,70,70,700.0,700,10,1 hour,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,10.0
steer_long_term_plus16,0.7,0.7,100,100,1000,1000,70,70,700.0,700,10,1095 days,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,10.0
steer_long_term_plus16,0.7,0.7,100,100,1000,1000,70,70,700.0,700,10,1825 days,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,10.0
steer_long_term_plus16,0.7,0.7,100,100,1000,1000,70,70,700.0,700,10,2 days,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,10.0
steer_long_term_plus16,0.7,0.7,100,100,1000,1000,70,70,700.0,700,10,30 days,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,10.0
steer_long_term_plus16,0.7,0.7,100,100,1000,1000,70,70,700.0,700,10,365 days,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,10.0
steer_long_term_plus16,0.7,0.7,100,100,1000,1000,70,70,700.0,700,10,3650 days,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,10.0
steer_long_term_plus16,0.7,0.7,100,100,1000,1000,70,70,700.0,700,10,7 days,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,10.0
steer_long_term_plus16,0.7,0.7,100,100,1000,1000,70,70,700.0,700,10,730 days,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,10.0
steer_long_term_plus16,0.7,0.7,100,100,1000,1000,70,70,700.0,700,10,8 hours,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,10.0
steer_long_term_plus16,0.7,0.7,100,100,1000,1000,70,70,700.0,700,10,90 days,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,10.0
steer_long_term_plus16,0.7,0.7,100,100,10000,10000,70,70,7000.0,7000,100,1 day,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,100.0
steer_long_term_plus16,0.7,0.7,100,100,10000,10000,70,70,7000.0,7000,100,1 hour,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,100.0
steer_long_term_plus16,0.7,0.7,100,100,10000,10000,70,70,7000.0,7000,100,1095 days,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,100.0
steer_long_term_plus16,0.7,0.7,100,100,10000,10000,70,70,7000.0,7000,100,1825 days,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,100.0
steer_long_term_plus16,0.7,0.7,100,100,10000,10000,70,70,7000.0,7000,100,2 days,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,100.0
steer_long_term_plus16,0.7,0.7,100,100,10000,10000,70,70,7000.0,7000,100,30 days,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,100.0
steer_long_term_plus16,0.7,0.7,100,100,10000,10000,70,70,7000.0,7000,100,365 days,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,100.0
steer_long_term_plus16,0.7,0.7,100,100,10000,10000,70,70,7000.0,7000,100,3650 days,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,100.0
steer_long_term_plus16,0.7,0.7,100,100,10000,10000,70,70,7000.0,7000,100,7 days,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,100.0
steer_long_term_plus16,0.7,0.7,100,100,10000,10000,70,70,7000.0,7000,100,730 days,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,100.0
steer_long_term_plus16,0.7,0.7,100,100,10000,10000,70,70,7000.0,7000,100,8 hours,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,100.0
steer_long_term_plus16,0.7,0.7,100,100,10000,10000,70,70,7000.0,7000,100,90 days,1,0,1,0,0,1,0.7,1,0.0,1.0,0.0,0.0,100.0
steer_long_term_plus16,1.0,1,100,100,100,100,100,100,100.0,100,1,1 day,1,1,0,0,0,1,1,1,1.0,0.0,0.0,0.0,1.0
steer_long_term_plus16,1.0,1,100,100,100,100,100,100,100.0,100,1,1 hour,1,1,0,0,0,1,1,1,1.0,0.0,0.0,0.0,1.0
steer_long_term_plus16,1.0,1,100,100,100,100,100,100,100.0,100,1,1095 days,1,1,0,0,0,1,1,1,1.0,0.0,0.0,0.0,1.0
steer_long_term_plus16,1.0,1,100,100,100,100,100,100,100.0,100,1,1825 days,1,1,0,0,0,1,1,1,1.0,0.0,0.0,0.0,1.0
steer_long_term_plus16,1.0,1,100,100,100,100,100,100,100.0,100,1,2 days,1,1,0,0,0,1,1,1,1.0,0.0,0.0,0.0,1.0
steer_long_term_plus16,1.0,1,100,100,100,100,100,100,100.0,100,1,30 days,1,1,0,0,0,1,1,1,1.0,0.0,0.0,0.0,1.0
steer_long_term_plus16,1.0,1,100,100,100,100,100,100,100.0,100,1,365 days,1,1,0,0,0,1,1,1,1.0,0.0,0.0,0.0,1.0
steer_long_term_plus16,1.0,1,100,100,100,100,100,100,100.0,100,1,3650 days,1,1,0,0,0,1,1,1,1.0,0.0,0.0,0.0,1.0
steer_long_term_plus16,1.0,1,100,100,100,100,100,100,100.0,100,1,7 days,1,1,0,0,0,1,1,1,1.0,0.0,0.0,0.0,1.0
steer_long_term_plus16,1.0,1,100,100,100,100,100,100,100.0,100,1,730 days,1,1,0,0,0,1,1,1,1.0,0.0,0.0,0.0,1.0
steer_long_term_plus16,1.0,1,100,100,100,100,100,100,100.0,100,1,8 hours,1,1,0,0,0,1,1,1,1.0,0.0,0.0,0.0,1.0
steer_long_term_plus16,1.0,1,100,100,100,100,100,100,100.0,100,1,90 days,1,1,0,0,0,1,1,1,1.0,0.0,0.0,0.0,1.0
steer_long_term_plus16,1.0,1,100,100,101,101,100,100,101.0,101,1.01,1 day,1,0,1,0,0,1,1,1,0.0,1.0,0.0,0.0,1.01
steer_long_term_plus16,1.0,1,100,100,101,101,100,100,101.0,101,1.01,1 hour,1,1,0,0,0,1,1,1,1.0,0.0,0.0,0.0,1.01
steer_long_term_plus16,1.0,1,100,100,101,101,100,100,101.0,101,1.01,1095 days,1,1,0,0,0,1,1,1,1.0,0.0,0.0,0.0,1.01
steer_long_term_plus16,1.0,1,100,100,101,101,100,100,101.0,101,1.01,1825 days,1,1,0,0,0,1,1,1,1.0,0.0,0.0,0.0,1.01
steer_long_term_plus16,1.0,1,100,100,101,101,100,100,101.0,101,1.01,2 days,1,0,1,0,0,1,1,1,0.0,1.0,0.0,0.0,1.01
steer_long_term_plus16,1.0,1,100,100,101,101,100,100,101.0,101,1.01,30 days,1,1,0,0,0,1,1,1,1.0,0.0,0.0,0.0,1.01
steer_long_term_plus16,1.0,1,100,100,101,101,100,100,101.0,101,1.01,365 days,1,1,0,0,0,1,1,1,1.0,0.0,0.0,0.0,1.01
steer_long_term_plus16,1.0,1,100,100,101,101,100,100,101.0,101,1.01,3650 days,1,1,0,0,0,1,1,1,1.0,0.0,0.0,0.0,1.01
steer_long_term_plus16,1.0,1,100,100,101,101,100,100,101.0,101,1.01,7 days,1,1,0,0,0,1,1,1,1.0,0.0,0.0,0.0,1.01
steer_long_term_plus16,1.0,1,100,100,101,101,100,100,101.0,101,1.01,730 days,1,1,0,0,0,1,1,1,1.0,0.0,0.0,0.0,1.01
steer_long_term_plus16,1.0,1,100,100,101,101,100,100,101.0,101,1.01,8 hours,1,1,0,0,0,1,1,1,1.0,0.0,0.0,0.0,1.01
steer_long_term_plus16,1.0,1,100,100,101,101,100,100,101.0,101,1.01,90 days,1,1,0,0,0,1,1,1,1.0,0.0,0.0,0.0,1.01
steer_long_term_plus16,1.0,1,100,100,110,110,100,100,110.0,110,1.1,1 day,1,0,1,0,0,1,1,1,0.0,1.0,0.0,0.0,1.1
steer_long_term_plus16,1.0,1,100,100,110,110,100,100,110.0,110,1.1,1 hour,1,0,0,0,1,1,1,0,,,,1.0,1.1
steer_long_term_plus16,1.0,1,100,100,110,110,100,100,110.0,110,1.1,1095 days,1,1,0,0,0,1,1,1,1.0,0.0,0.0,0.0,1.1
steer_long_term_plus16,1.0,1,100,100,110,110,100,100,110.0,110,1.1,1825 days,1,1,0,0,0,1,1,1,1.0,0.0,0.0,0.0,1.1
steer_long_term_plus16,1.0,1,100,100,110,110,100,100,110.0,110,1.1,2 days,1,0,1,0,0,1,1,1,0.0,1.0,0.0,0.0,1.1
steer_long_term_plus16,1.0,1,100,100,110,110,100,100,110.0,110,1.1,30 days,1,0,1,0,0,1,1,1,0.0,1.0,0.0,0.0,1.1
steer_long_term_plus16,1.0,1,100,100,110,110,100,100,110.0,110,1.1,365 days,1,1,0,0,0,1,1,1,1.0,0.0,0.0,0.0,1.1
steer_long_term_plus16,1.0,1,100,100,110,110,100,100,110.0,110,1.1,3650 days,1,1,0,0,0,1,1,1,1.0,0.0,0.0,0.0,1.1
steer_long_term_plus16,1.0,1,100,100,110,110,100,100,110.0,110,1.1,7 days,1,0,1,0,0,1,1,1,0.0,1.0,0.0,0.0,1.1
steer_long_term_plus16,1.0,1,100,100,110,110,100,100,110.0,110,1.1,730 days,1,1,0,0,0,1,1,1,1.0,0.0,0.0,0.0,1.1
steer_long_term_plus16,1.0,1,100,100,110,110,100,100,110.0,110,1.1,8 hours,1,1,0,0,0,1,1,1,1.0,0.0,0.0,0.0,1.1
steer_long_term_plus16,1.0,1,100,100,110,110,100,100,110.0,110,1.1,90 days,1,1,0,0,0,1,1,1,1.0,0.0,0.0,0.0,1.1
steer_long_term_plus16,1.0,1,100,100,150,150,100,100,150.0,150,1.5,1 day,1,0,1,0,0,1,1,1,0.0,1.0,0.0,0.0,1.5
steer_long_term_plus16,1.0,1,100,100,150,150,100,100,150.0,150,1.5,1 hour,1,0,1,0,0,1,1,1,0.0,1.0,0.0,0.0,1.5
steer_long_term_plus16,1.0,1,100,100,150,150,100,100,150.0,150,1.5,1095 days,1,1,0,0,0,1,1,1,1.0,0.0,0.0,0.0,1.5
steer_long_term_plus16,1.0,1,100,100,150,150,100,100,150.0,150,1.5,1825 days,1,1,0,0,0,1,1,1,1.0,0.0,0.0,0.0,1.5
steer_long_term_plus16,1.0,1,100,100,150,150,100,100,150.0,150,1.5,2 days,1,0,1,0,0,1,1,1,0.0,1.0,0.0,0.0,1.5
steer_long_term_plus16,1.0,1,100,100,150,150,100,100,150.0,150,1.5,30 days,1,0,1,0,0,1,1,1,0.0,1.0,0.0,0.0,1.5
steer_long_term_plus16,1.0,1,100,100,150,150,100,100,150.0,150,1.5,365 days,1,1,0,0,0,1,1,1,1.0,0.0,0.0,0.0,1.5
