dataset,probe_variant,condition,layer,strength,signed_strength,raw_vector_norm,steering_vector_norm,baseline_prop_choose_long_term,baseline_prop_choose_immediate,baseline_prop_choose_long_term_no_fallback,baseline_prop_choose_immediate_no_fallback,delta_long_term_vs_baseline,delta_immediate_vs_baseline,delta_long_term_vs_baseline_no_fallback,delta_immediate_vs_baseline_no_fallback,steering_success,steering_success_no_fallback,n_prompts,n_no_fallback_prompts,prop_choose_long_term,prop_choose_immediate,prop_choose_long_term_no_fallback,prop_choose_immediate_no_fallback,fallback_rate,direct_parse_rate
implicit_full,mm,steer_immediate,36,0.0,-0.0,63.567562103271484,0.9999999403953552,0.65,0.35,,,0.0,0.0,,,0.35,,20,18,0.65,0.35,0.7222222222222222,0.2777777777777778,0.1,0.9
implicit_full,mm,steer_long_term,36,1.0,1.0,63.567562103271484,0.9999999403953552,0.65,0.35,,,0.0,0.0,,,0.65,,20,18,0.65,0.35,0.7222222222222222,0.2777777777777778,0.1,0.9
implicit_full,mm,steer_immediate,36,1.0,-1.0,63.567562103271484,0.9999999403953552,0.65,0.35,,,0.0,0.0,,,0.35,,20,18,0.65,0.35,0.7222222222222222,0.2777777777777778,0.1,0.9
implicit_full,mm,steer_long_term,36,2.0,2.0,63.567562103271484,0.9999999403953552,0.65,0.35,,,0.0,0.0,,,0.65,,20,18,0.65,0.35,0.7222222222222222,0.2777777777777778,0.1,0.9
implicit_full,mm,steer_immediate,36,2.0,-2.0,63.567562103271484,0.9999999403953552,0.65,0.35,,,0.0,0.0,,,0.35,,20,18,0.65,0.35,0.7222222222222222,0.2777777777777778,0.1,0.9
implicit_full,mm,steer_long_term,36,4.0,4.0,63.567562103271484,0.9999999403953552,0.65,0.35,,,0.0,0.0,,,0.65,,20,18,0.65,0.35,0.7222222222222222,0.2777777777777778,0.1,0.9
implicit_full,mm,steer_immediate,36,4.0,-4.0,63.567562103271484,0.9999999403953552,0.65,0.35,,,0.04999999999999993,-0.04999999999999999,,,0.3,,20,18,0.7,0.3,0.7777777777777778,0.2222222222222222,0.1,0.9
implicit_full,mm,steer_long_term,36,8.0,8.0,63.567562103271484,0.9999999403953552,0.65,0.35,,,0.0,0.0,,,0.65,,20,17,0.65,0.35,0.7058823529411765,0.29411764705882354,0.15,0.85
implicit_full,mm,steer_immediate,36,8.0,-8.0,63.567562103271484,0.9999999403953552,0.65,0.35,,,0.09999999999999998,-0.09999999999999998,,,0.25,,20,17,0.75,0.25,0.8235294117647058,0.17647058823529413,0.15,0.85
implicit_full,mm,steer_long_term,47,0.0,0.0,37.94729232788086,1.0,0.65,0.35,,,0.0,0.0,,,0.65,,20,18,0.65,0.35,0.7222222222222222,0.2777777777777778,0.1,0.9
implicit_full,mm,steer_immediate,47,0.0,-0.0,37.94729232788086,1.0,0.65,0.35,,,0.0,0.0,,,0.35,,20,18,0.65,0.35,0.7222222222222222,0.2777777777777778,0.1,0.9
implicit_full,mm,steer_long_term,47,1.0,1.0,37.94729232788086,1.0,0.65,0.35,,,-0.050000000000000044,0.050000000000000044,,,0.6,,20,18,0.6,0.4,0.6666666666666666,0.3333333333333333,0.1,0.9
implicit_full,mm,steer_immediate,47,1.0,-1.0,37.94729232788086,1.0,0.65,0.35,,,0.0,0.0,,,0.35,,20,18,0.65,0.35,0.7222222222222222,0.2777777777777778,0.1,0.9
implicit_full,mm,steer_long_term,47,2.0,2.0,37.94729232788086,1.0,0.65,0.35,,,-0.050000000000000044,0.050000000000000044,,,0.6,,20,18,0.6,0.4,0.6666666666666666,0.3333333333333333,0.1,0.9
implicit_full,mm,steer_immediate,47,2.0,-2.0,37.94729232788086,1.0,0.65,0.35,,,0.0,0.0,,,0.35,,20,18,0.65,0.35,0.7222222222222222,0.2777777777777778,0.1,0.9
implicit_full,mm,steer_long_term,47,4.0,4.0,37.94729232788086,1.0,0.65,0.35,,,-0.050000000000000044,0.050000000000000044,,,0.6,,20,18,0.6,0.4,0.6666666666666666,0.3333333333333333,0.1,0.9
implicit_full,mm,steer_immediate,47,4.0,-4.0,37.94729232788086,1.0,0.65,0.35,,,0.0,0.0,,,0.35,,20,18,0.65,0.35,0.7222222222222222,0.2777777777777778,0.1,0.9
implicit_full,mm,steer_long_term,47,8.0,8.0,37.94729232788086,1.0,0.65,0.35,,,-0.050000000000000044,0.050000000000000044,,,0.6,,20,18,0.6,0.4,0.6666666666666666,0.3333333333333333,0.1,0.9
implicit_full,mm,steer_immediate,47,8.0,-8.0,37.94729232788086,1.0,0.65,0.35,,,0.0,0.0,,,0.35,,20,17,0.65,0.35,0.7647058823529411,0.23529411764705882,0.15,0.85
explicit_train,wmm,steer_long_term,0,0.0,0.0,1.6087846755981445,1.0,0.75,0.25,,,0.0,0.0,,,0.75,,8,7,0.75,0.25,0.8571428571428571,0.14285714285714285,0.125,0.875
explicit_train,wmm,steer_immediate,0,0.0,-0.0,1.6087846755981445,1.0,0.75,0.25,,,0.0,0.0,,,0.25,,8,7,0.75,0.25,0.8571428571428571,0.14285714285714285,0.125,0.875
explicit_train,wmm,steer_long_term,0,1.0,1.0,1.6087846755981445,1.0,0.75,0.25,,,0.0,0.0,,,0.75,,8,7,0.75,0.25,0.8571428571428571,0.14285714285714285,0.125,0.875
explicit_train,wmm,steer_immediate,0,1.0,-1.0,1.6087846755981445,1.0,0.75,0.25,,,0.0,0.0,,,0.25,,8,7,0.75,0.25,0.8571428571428571,0.14285714285714285,0.125,0.875
explicit_train,wmm,steer_long_term,0,2.0,2.0,1.6087846755981445,1.0,0.75,0.25,,,0.0,0.0,,,0.75,,8,7,0.75,0.25,0.8571428571428571,0.14285714285714285,0.125,0.875
explicit_train,wmm,steer_immediate,0,2.0,-2.0,1.6087846755981445,1.0,0.75,0.25,,,0.0,0.0,,,0.25,,8,7,0.75,0.25,0.8571428571428571,0.14285714285714285,0.125,0.875
explicit_train,wmm,steer_long_term,0,4.0,4.0,1.6087846755981445,1.0,0.75,0.25,,,0.0,0.0,,,0.75,,8,7,0.75,0.25,0.8571428571428571,0.14285714285714285,0.125,0.875
explicit_train,wmm,steer_immediate,0,4.0,-4.0,1.6087846755981445,1.0,0.75,0.25,,,0.0,0.0,,,0.25,,8,7,0.75,0.25,0.8571428571428571,0.14285714285714285,0.125,0.875
explicit_train,wmm,steer_long_term,0,8.0,8.0,1.6087846755981445,1.0,0.75,0.25,,,0.0,0.0,,,0.75,,8,7,0.75,0.25,0.8571428571428571,0.14285714285714285,0.125,0.875
explicit_train,wmm,steer_immediate,0,8.0,-8.0,1.6087846755981445,1.0,0.75,0.25,,,0.0,0.0,,,0.25,,8,7,0.75,0.25,0.8571428571428571,0.14285714285714285,0.125,0.875
explicit_train,wmm,steer_long_term,12,0.0,0.0,0.28969040513038635,1.0,0.75,0.25,,,0.0,0.0,,,0.75,,8,7,0.75,0.25,0.8571428571428571,0.14285714285714285,0.125,0.875
explicit_train,wmm,steer_immediate,12,0.0,-0.0,0.28969040513038635,1.0,0.75,0.25,,,0.0,0.0,,,0.25,,8,7,0.75,0.25,0.8571428571428571,0.14285714285714285,0.125,0.875
explicit_train,wmm,steer_long_term,12,1.0,1.0,0.28969040513038635,1.0,0.75,0.25,,,0.0,0.0,,,0.75,,8,7,0.75,0.25,0.8571428571428571,0.14285714285714285,0.125,0.875
explicit_train,wmm,steer_immediate,12,1.0,-1.0,0.28969040513038635,1.0,0.75,0.25,,,0.0,0.0,,,0.25,,8,7,0.75,0.25,0.8571428571428571,0.14285714285714285,0.125,0.875
explicit_train,wmm,steer_long_term,12,2.0,2.0,0.28969040513038635,1.0,0.75,0.25,,,0.0,0.0,,,0.75,,8,7,0.75,0.25,0.8571428571428571,0.14285714285714285,0.125,0.875
explicit_train,wmm,steer_immediate,12,2.0,-2.0,0.28969040513038635,1.0,0.75,0.25,,,0.0,0.0,,,0.25,,8,7,0.75,0.25,0.8571428571428571,0.14285714285714285,0.125,0.875
explicit_train,wmm,steer_long_term,12,4.0,4.0,0.28969040513038635,1.0,0.75,0.25,,,0.0,0.0,,,0.75,,8,7,0.75,0.25,0.8571428571428571,0.14285714285714285,0.125,0.875
explicit_train,wmm,steer_immediate,12,4.0,-4.0,0.28969040513038635,1.0,0.75,0.25,,,0.0,0.0,,,0.25,,8,7,0.75,0.25,0.8571428571428571,0.14285714285714285,0.125,0.875
explicit_train,wmm,steer_long_term,12,8.0,8.0,0.28969040513038635,1.0,0.75,0.25,,,0.0,0.0,,,0.75,,8,7,0.75,0.25,0.8571428571428571,0.14285714285714285,0.125,0.875
explicit_train,wmm,steer_immediate,12,8.0,-8.0,0.28969040513038635,1.0,0.75,0.25,,,0.0,0.0,,,0.25,,8,7,0.75,0.25,0.8571428571428571,0.14285714285714285,0.125,0.875
explicit_train,wmm,steer_long_term,24,0.0,0.0,0.17589330673217773,1.0,0.75,0.25,,,0.0,0.0,,,0.75,,8,7,0.75,0.25,0.8571428571428571,0.14285714285714285,0.125,0.875
explicit_train,wmm,steer_immediate,24,0.0,-0.0,0.17589330673217773,1.0,0.75,0.25,,,0.0,0.0,,,0.25,,8,7,0.75,0.25,0.8571428571428571,0.14285714285714285,0.125,0.875
explicit_train,wmm,steer_long_term,24,1.0,1.0,0.17589330673217773,1.0,0.75,0.25,,,0.0,0.0,,,0.75,,8,7,0.75,0.25,0.8571428571428571,0.14285714285714285,0.125,0.875
explicit_train,wmm,steer_immediate,24,1.0,-1.0,0.17589330673217773,1.0,0.75,0.25,,,0.0,0.0,,,0.25,,8,7,0.75,0.25,0.8571428571428571,0.14285714285714285,0.125,0.875
explicit_train,wmm,steer_long_term,24,2.0,2.0,0.17589330673217773,1.0,0.75,0.25,,,0.0,0.0,,,0.75,,8,7,0.75,0.25,0.8571428571428571,0.14285714285714285,0.125,0.875
explicit_train,wmm,steer_immediate,24,2.0,-2.0,0.17589330673217773,1.0,0.75,0.25,,,0.0,0.0,,,0.25,,8,7,0.75,0.25,0.8571428571428571,0.14285714285714285,0.125,0.875
explicit_train,wmm,steer_long_term,24,4.0,4.0,0.17589330673217773,1.0,0.75,0.25,,,0.0,0.0,,,0.75,,8,7,0.75,0.25,0.8571428571428571,0.14285714285714285,0.125,0.875
explicit_train,wmm,steer_immediate,24,4.0,-4.0,0.17589330673217773,1.0,0.75,0.25,,,0.0,0.0,,,0.25,,8,6,0.75,0.25,1.0,0.0,0.25,0.75
explicit_train,wmm,steer_long_term,24,8.0,8.0,0.17589330673217773,1.0,0.75,0.25,,,0.125,-0.125,,,0.875,,8,8,0.875,0.125,0.875,0.125,0.0,1.0
explicit_train,wmm,steer_immediate,24,8.0,-8.0,0.17589330673217773,1.0,0.75,0.25,,,0.0,0.0,,,0.25,,8,6,0.75,0.25,1.0,0.0,0.25,0.75
explicit_train,wmm,steer_long_term,36,0.0,0.0,0.08697555959224701,0.9999999403953552,0.75,0.25,,,0.0,0.0,,,0.75,,8,7,0.75,0.25,0.8571428571428571,0.14285714285714285,0.125,0.875
explicit_train,wmm,steer_immediate,36,0.0,-0.0,0.08697555959224701,0.9999999403953552,0.75,0.25,,,0.0,0.0,,,0.25,,8,7,0.75,0.25,0.8571428571428571,0.14285714285714285,0.125,0.875
explicit_train,wmm,steer_long_term,36,1.0,1.0,0.08697555959224701,0.9999999403953552,0.75,0.25,,,0.0,0.0,,,0.75,,8,7,0.75,0.25,0.8571428571428571,0.14285714285714285,0.125,0.875
explicit_train,wmm,steer_immediate,36,1.0,-1.0,0.08697555959224701,0.9999999403953552,0.75,0.25,,,0.0,0.0,,,0.25,,8,7,0.75,0.25,0.8571428571428571,0.14285714285714285,0.125,0.875
explicit_train,wmm,steer_long_term,36,2.0,2.0,0.08697555959224701,0.9999999403953552,0.75,0.25,,,0.0,0.0,,,0.75,,8,7,0.75,0.25,0.8571428571428571,0.14285714285714285,0.125,0.875
explicit_train,wmm,steer_immediate,36,2.0,-2.0,0.08697555959224701,0.9999999403953552,0.75,0.25,,,0.0,0.0,,,0.25,,8,7,0.75,0.25,0.8571428571428571,0.14285714285714285,0.125,0.875
explicit_train,wmm,steer_long_term,36,4.0,4.0,0.08697555959224701,0.9999999403953552,0.75,0.25,,,0.0,0.0,,,0.75,,8,7,0.75,0.25,0.8571428571428571,0.14285714285714285,0.125,0.875
explicit_train,wmm,steer_immediate,36,4.0,-4.0,0.08697555959224701,0.9999999403953552,0.75,0.25,,,0.0,0.0,,,0.25,,8,7,0.75,0.25,0.8571428571428571,0.14285714285714285,0.125,0.875
explicit_train,wmm,steer_long_term,36,8.0,8.0,0.08697555959224701,0.9999999403953552,0.75,0.25,,,0.0,0.0,,,0.75,,8,7,0.75,0.25,0.8571428571428571,0.14285714285714285,0.125,0.875
explicit_train,wmm,steer_immediate,36,8.0,-8.0,0.08697555959224701,0.9999999403953552,0.75,0.25,,,0.0,0.0,,,0.25,,8,7,0.75,0.25,0.8571428571428571,0.14285714285714285,0.125,0.875
explicit_train,wmm,steer_long_term,47,0.0,0.0,0.2153046429157257,1.0,0.75,0.25,,,0.0,0.0,,,0.75,,8,7,0.75,0.25,0.8571428571428571,0.14285714285714285,0.125,0.875
explicit_train,wmm,steer_immediate,47,0.0,-0.0,0.2153046429157257,1.0,0.75,0.25,,,0.0,0.0,,,0.25,,8,7,0.75,0.25,0.8571428571428571,0.14285714285714285,0.125,0.875
explicit_train,wmm,steer_long_term,47,1.0,1.0,0.2153046429157257,1.0,0.75,0.25,,,0.0,0.0,,,0.75,,8,7,0.75,0.25,0.8571428571428571,0.14285714285714285,0.125,0.875
explicit_train,wmm,steer_immediate,47,1.0,-1.0,0.2153046429157257,1.0,0.75,0.25,,,0.0,0.0,,,0.25,,8,7,0.75,0.25,0.8571428571428571,0.14285714285714285,0.125,0.875
explicit_train,wmm,steer_long_term,47,2.0,2.0,0.2153046429157257,1.0,0.75,0.25,,,0.0,0.0,,,0.75,,8,7,0.75,0.25,0.8571428571428571,0.14285714285714285,0.125,0.875
explicit_train,wmm,steer_immediate,47,2.0,-2.0,0.2153046429157257,1.0,0.75,0.25,,,0.0,0.0,,,0.25,,8,7,0.75,0.25,0.8571428571428571,0.14285714285714285,0.125,0.875
explicit_train,wmm,steer_long_term,47,4.0,4.0,0.2153046429157257,1.0,0.75,0.25,,,0.0,0.0,,,0.75,,8,7,0.75,0.25,0.8571428571428571,0.14285714285714285,0.125,0.875
explicit_train,wmm,steer_immediate,47,4.0,-4.0,0.2153046429157257,1.0,0.75,0.25,,,0.0,0.0,,,0.25,,8,7,0.75,0.25,0.8571428571428571,0.14285714285714285,0.125,0.875
explicit_train,wmm,steer_long_term,47,8.0,8.0,0.2153046429157257,1.0,0.75,0.25,,,0.0,0.0,,,0.75,,8,7,0.75,0.25,0.8571428571428571,0.14285714285714285,0.125,0.875
explicit_train,wmm,steer_immediate,47,8.0,-8.0,0.2153046429157257,1.0,0.75,0.25,,,0.0,0.0,,,0.25,,8,7,0.75,0.25,0.8571428571428571,0.14285714285714285,0.125,0.875
explicit_test,wmm,steer_long_term,0,0.0,0.0,1.6087846755981445,1.0,0.625,0.375,,,0.0,0.0,,,0.625,,8,8,0.625,0.375,0.625,0.375,0.0,1.0
explicit_test,wmm,steer_immediate,0,0.0,-0.0,1.6087846755981445,1.0,0.625,0.375,,,0.0,0.0,,,0.375,,8,8,0.625,0.375,0.625,0.375,0.0,1.0
explicit_test,wmm,steer_long_term,0,1.0,1.0,1.6087846755981445,1.0,0.625,0.375,,,0.0,0.0,,,0.625,,8,8,0.625,0.375,0.625,0.375,0.0,1.0
explicit_test,wmm,steer_immediate,0,1.0,-1.0,1.6087846755981445,1.0,0.625,0.375,,,0.0,0.0,,,0.375,,8,8,0.625,0.375,0.625,0.375,0.0,1.0
explicit_test,wmm,steer_long_term,0,2.0,2.0,1.6087846755981445,1.0,0.625,0.375,,,0.0,0.0,,,0.625,,8,8,0.625,0.375,0.625,0.375,0.0,1.0
explicit_test,wmm,steer_immediate,0,2.0,-2.0,1.6087846755981445,1.0,0.625,0.375,,,0.0,0.0,,,0.375,,8,8,0.625,0.375,0.625,0.375,0.0,1.0
explicit_test,wmm,steer_long_term,0,4.0,4.0,1.6087846755981445,1.0,0.625,0.375,,,0.0,0.0,,,0.625,,8,7,0.625,0.375,0.5714285714285714,0.42857142857142855,0.125,0.875
explicit_test,wmm,steer_immediate,0,4.0,-4.0,1.6087846755981445,1.0,0.625,0.375,,,0.125,-0.125,,,0.25,,8,8,0.75,0.25,0.75,0.25,0.0,1.0
explicit_test,wmm,steer_long_term,0,8.0,8.0,1.6087846755981445,1.0,0.625,0.375,,,0.0,0.0,,,0.625,,8,7,0.625,0.375,0.5714285714285714,0.42857142857142855,0.125,0.875
explicit_test,wmm,steer_immediate,0,8.0,-8.0,1.6087846755981445,1.0,0.625,0.375,,,0.125,-0.125,,,0.25,,8,8,0.75,0.25,0.75,0.25,0.0,1.0
explicit_test,wmm,steer_long_term,12,0.0,0.0,0.28969040513038635,1.0,0.625,0.375,,,0.0,0.0,,,0.625,,8,8,0.625,0.375,0.625,0.375,0.0,1.0
explicit_test,wmm,steer_immediate,12,0.0,-0.0,0.28969040513038635,1.0,0.625,0.375,,,0.0,0.0,,,0.375,,8,8,0.625,0.375,0.625,0.375,0.0,1.0
explicit_test,wmm,steer_long_term,12,1.0,1.0,0.28969040513038635,1.0,0.625,0.375,,,0.0,0.0,,,0.625,,8,8,0.625,0.375,0.625,0.375,0.0,1.0
explicit_test,wmm,steer_immediate,12,1.0,-1.0,0.28969040513038635,1.0,0.625,0.375,,,0.0,0.0,,,0.375,,8,8,0.625,0.375,0.625,0.375,0.0,1.0
explicit_test,wmm,steer_long_term,12,2.0,2.0,0.28969040513038635,1.0,0.625,0.375,,,0.0,0.0,,,0.625,,8,8,0.625,0.375,0.625,0.375,0.0,1.0
explicit_test,wmm,steer_immediate,12,2.0,-2.0,0.28969040513038635,1.0,0.625,0.375,,,0.0,0.0,,,0.375,,8,8,0.625,0.375,0.625,0.375,0.0,1.0
explicit_test,wmm,steer_long_term,12,4.0,4.0,0.28969040513038635,1.0,0.625,0.375,,,0.0,0.0,,,0.625,,8,8,0.625,0.375,0.625,0.375,0.0,1.0
explicit_test,wmm,steer_immediate,12,4.0,-4.0,0.28969040513038635,1.0,0.625,0.375,,,0.0,0.0,,,0.375,,8,8,0.625,0.375,0.625,0.375,0.0,1.0
explicit_test,wmm,steer_long_term,12,8.0,8.0,0.28969040513038635,1.0,0.625,0.375,,,0.25,-0.25,,,0.875,,8,7,0.875,0.125,0.8571428571428571,0.14285714285714285,0.125,0.875
explicit_test,wmm,steer_immediate,12,8.0,-8.0,0.28969040513038635,1.0,0.625,0.375,,,0.125,-0.125,,,0.25,,8,7,0.75,0.25,0.7142857142857143,0.2857142857142857,0.125,0.875
explicit_test,wmm,steer_long_term,24,0.0,0.0,0.17589330673217773,1.0,0.625,0.375,,,0.0,0.0,,,0.625,,8,8,0.625,0.375,0.625,0.375,0.0,1.0
explicit_test,wmm,steer_immediate,24,0.0,-0.0,0.17589330673217773,1.0,0.625,0.375,,,0.0,0.0,,,0.375,,8,8,0.625,0.375,0.625,0.375,0.0,1.0
explicit_test,wmm,steer_long_term,24,1.0,1.0,0.17589330673217773,1.0,0.625,0.375,,,0.0,0.0,,,0.625,,8,8,0.625,0.375,0.625,0.375,0.0,1.0
explicit_test,wmm,steer_immediate,24,1.0,-1.0,0.17589330673217773,1.0,0.625,0.375,,,0.0,0.0,,,0.375,,8,8,0.625,0.375,0.625,0.375,0.0,1.0
explicit_test,wmm,steer_long_term,24,2.0,2.0,0.17589330673217773,1.0,0.625,0.375,,,0.0,0.0,,,0.625,,8,8,0.625,0.375,0.625,0.375,0.0,1.0
explicit_test,wmm,steer_immediate,24,2.0,-2.0,0.17589330673217773,1.0,0.625,0.375,,,0.0,0.0,,,0.375,,8,8,0.625,0.375,0.625,0.375,0.0,1.0
explicit_test,wmm,steer_long_term,24,4.0,4.0,0.17589330673217773,1.0,0.625,0.375,,,0.0,0.0,,,0.625,,8,8,0.625,0.375,0.625,0.375,0.0,1.0
explicit_test,wmm,steer_immediate,24,4.0,-4.0,0.17589330673217773,1.0,0.625,0.375,,,0.0,0.0,,,0.375,,8,8,0.625,0.375,0.625,0.375,0.0,1.0
explicit_test,wmm,steer_long_term,24,8.0,8.0,0.17589330673217773,1.0,0.625,0.375,,,0.0,0.0,,,0.625,,8,6,0.625,0.375,0.6666666666666666,0.3333333333333333,0.25,0.75
explicit_test,wmm,steer_immediate,24,8.0,-8.0,0.17589330673217773,1.0,0.625,0.375,,,0.0,0.0,,,0.375,,8,6,0.625,0.375,0.6666666666666666,0.3333333333333333,0.25,0.75
explicit_test,wmm,steer_long_term,36,0.0,0.0,0.08697555959224701,0.9999999403953552,0.625,0.375,,,0.0,0.0,,,0.625,,8,8,0.625,0.375,0.625,0.375,0.0,1.0
explicit_test,wmm,steer_immediate,36,0.0,-0.0,0.08697555959224701,0.9999999403953552,0.625,0.375,,,0.0,0.0,,,0.375,,8,8,0.625,0.375,0.625,0.375,0.0,1.0
explicit_test,wmm,steer_long_term,36,1.0,1.0,0.08697555959224701,0.9999999403953552,0.625,0.375,,,0.0,0.0,,,0.625,,8,8,0.625,0.375,0.625,0.375,0.0,1.0
explicit_test,wmm,steer_immediate,36,1.0,-1.0,0.08697555959224701,0.9999999403953552,0.625,0.375,,,0.0,0.0,,,0.375,,8,8,0.625,0.375,0.625,0.375,0.0,1.0
explicit_test,wmm,steer_long_term,36,2.0,2.0,0.08697555959224701,0.9999999403953552,0.625,0.375,,,0.0,0.0,,,0.625,,8,8,0.625,0.375,0.625,0.375,0.0,1.0
explicit_test,wmm,steer_immediate,36,2.0,-2.0,0.08697555959224701,0.9999999403953552,0.625,0.375,,,0.0,0.0,,,0.375,,8,8,0.625,0.375,0.625,0.375,0.0,1.0
explicit_test,wmm,steer_long_term,36,4.0,4.0,0.08697555959224701,0.9999999403953552,0.625,0.375,,,0.0,0.0,,,0.625,,8,8,0.625,0.375,0.625,0.375,0.0,1.0
explicit_test,wmm,steer_immediate,36,4.0,-4.0,0.08697555959224701,0.9999999403953552,0.625,0.375,,,0.0,0.0,,,0.375,,8,8,0.625,0.375,0.625,0.375,0.0,1.0
explicit_test,wmm,steer_long_term,36,8.0,8.0,0.08697555959224701,0.9999999403953552,0.625,0.375,,,0.0,0.0,,,0.625,,8,8,0.625,0.375,0.625,0.375,0.0,1.0
explicit_test,wmm,steer_immediate,36,8.0,-8.0,0.08697555959224701,0.9999999403953552,0.625,0.375,,,0.0,0.0,,,0.375,,8,8,0.625,0.375,0.625,0.375,0.0,1.0
explicit_test,wmm,steer_long_term,47,0.0,0.0,0.2153046429157257,1.0,0.625,0.375,,,0.0,0.0,,,0.625,,8,8,0.625,0.375,0.625,0.375,0.0,1.0
explicit_test,wmm,steer_immediate,47,0.0,-0.0,0.2153046429157257,1.0,0.625,0.375,,,0.0,0.0,,,0.375,,8,8,0.625,0.375,0.625,0.375,0.0,1.0
explicit_test,wmm,steer_long_term,47,1.0,1.0,0.2153046429157257,1.0,0.625,0.375,,,0.0,0.0,,,0.625,,8,8,0.625,0.375,0.625,0.375,0.0,1.0
explicit_test,wmm,steer_immediate,47,1.0,-1.0,0.2153046429157257,1.0,0.625,0.375,,,0.0,0.0,,,0.375,,8,8,0.625,0.375,0.625,0.375,0.0,1.0
explicit_test,wmm,steer_long_term,47,2.0,2.0,0.2153046429157257,1.0,0.625,0.375,,,0.0,0.0,,,0.625,,8,8,0.625,0.375,0.625,0.375,0.0,1.0
explicit_test,wmm,steer_immediate,47,2.0,-2.0,0.2153046429157257,1.0,0.625,0.375,,,0.0,0.0,,,0.375,,8,8,0.625,0.375,0.625,0.375,0.0,1.0
explicit_test,wmm,steer_long_term,47,4.0,4.0,0.2153046429157257,1.0,0.625,0.375,,,0.0,0.0,,,0.625,,8,8,0.625,0.375,0.625,0.375,0.0,1.0
explicit_test,wmm,steer_immediate,47,4.0,-4.0,0.2153046429157257,1.0,0.625,0.375,,,0.0,0.0,,,0.375,,8,8,0.625,0.375,0.625,0.375,0.0,1.0
explicit_test,wmm,steer_long_term,47,8.0,8.0,0.2153046429157257,1.0,0.625,0.375,,,0.0,0.0,,,0.625,,8,8,0.625,0.375,0.625,0.375,0.0,1.0
explicit_test,wmm,steer_immediate,47,8.0,-8.0,0.2153046429157257,1.0,0.625,0.375,,,0.0,0.0,,,0.375,,8,8,0.625,0.375,0.625,0.375,0.0,1.0
implicit_full,wmm,steer_long_term,0,0.0,0.0,1.6087846755981445,1.0,0.65,0.35,,,0.0,0.0,,,0.65,,20,18,0.65,0.35,0.7222222222222222,0.2777777777777778,0.1,0.9
implicit_full,wmm,steer_immediate,0,0.0,-0.0,1.6087846755981445,1.0,0.65,0.35,,,0.0,0.0,,,0.35,,20,18,0.65,0.35,0.7222222222222222,0.2777777777777778,0.1,0.9
implicit_full,wmm,steer_long_term,0,1.0,1.0,1.6087846755981445,1.0,0.65,0.35,,,-0.050000000000000044,0.050000000000000044,,,0.6,,20,18,0.6,0.4,0.6666666666666666,0.3333333333333333,0.1,0.9
implicit_full,wmm,steer_immediate,0,1.0,-1.0,1.6087846755981445,1.0,0.65,0.35,,,0.0,0.0,,,0.35,,20,18,0.65,0.35,0.7222222222222222,0.2777777777777778,0.1,0.9
implicit_full,wmm,steer_long_term,0,2.0,2.0,1.6087846755981445,1.0,0.65,0.35,,,-0.050000000000000044,0.050000000000000044,,,0.6,,20,18,0.6,0.4,0.6666666666666666,0.3333333333333333,0.1,0.9
implicit_full,wmm,steer_immediate,0,2.0,-2.0,1.6087846755981445,1.0,0.65,0.35,,,0.0,0.0,,,0.35,,20,18,0.65,0.35,0.7222222222222222,0.2777777777777778,0.1,0.9
implicit_full,wmm,steer_long_term,0,4.0,4.0,1.6087846755981445,1.0,0.65,0.35,,,0.0,0.0,,,0.65,,20,17,0.65,0.35,0.7058823529411765,0.29411764705882354,0.15,0.85
implicit_full,wmm,steer_immediate,0,4.0,-4.0,1.6087846755981445,1.0,0.65,0.35,,,0.0,0.0,,,0.35,,20,18,0.65,0.35,0.7222222222222222,0.2777777777777778,0.1,0.9
implicit_full,wmm,steer_long_term,0,8.0,8.0,1.6087846755981445,1.0,0.65,0.35,,,-0.050000000000000044,0.050000000000000044,,,0.6,,20,16,0.6,0.4,0.6875,0.3125,0.2,0.8
implicit_full,wmm,steer_immediate,0,8.0,-8.0,1.6087846755981445,1.0,0.65,0.35,,,0.0,0.0,,,0.35,,20,18,0.65,0.35,0.7222222222222222,0.2777777777777778,0.1,0.9
implicit_full,wmm,steer_long_term,12,0.0,0.0,0.28969040513038635,1.0,0.65,0.35,,,0.0,0.0,,,0.65,,20,18,0.65,0.35,0.7222222222222222,0.2777777777777778,0.1,0.9
implicit_full,wmm,steer_immediate,12,0.0,-0.0,0.28969040513038635,1.0,0.65,0.35,,,0.0,0.0,,,0.35,,20,18,0.65,0.35,0.7222222222222222,0.2777777777777778,0.1,0.9
implicit_full,wmm,steer_long_term,12,1.0,1.0,0.28969040513038635,1.0,0.65,0.35,,,-0.050000000000000044,0.050000000000000044,,,0.6,,20,18,0.6,0.4,0.6666666666666666,0.3333333333333333,0.1,0.9
implicit_full,wmm,steer_immediate,12,1.0,-1.0,0.28969040513038635,1.0,0.65,0.35,,,0.0,0.0,,,0.35,,20,18,0.65,0.35,0.7222222222222222,0.2777777777777778,0.1,0.9
implicit_full,wmm,steer_long_term,12,2.0,2.0,0.28969040513038635,1.0,0.65,0.35,,,-0.050000000000000044,0.050000000000000044,,,0.6,,20,18,0.6,0.4,0.6666666666666666,0.3333333333333333,0.1,0.9
